USERID,INCOME,ENTERTAINMENT,BABY,GENDER,SHOPPING,SHOPID,ARRIVAL_TIME,USER_LONGITUDE,USER_LATITUDE,DURATION,SHOP_LONGITUDE,SHOP_LATITUDE,CLASSIFICATION
9269,2,1,1,2,7,5197,20140820105856,115.489456,38.802994,32,115.974133,38.917553,6
9269,2,1,1,2,7,1790,20140819171415,115.21052,38.701313,35,115.257285,38.703309,6
5292,2,6,0,1,5,10484,20140812143258,115.4572,38.872,25,115.45728,38.873964,1
5292,2,6,0,1,5,537,20140823174359,115.45151,38.85479,35,115.461309,38.864118,8
5292,2,6,0,1,5,4856,20140822175836,115.47417,38.881943,28,115.475924,38.882945,6
5292,2,6,0,1,5,4978,20140822145805,115.46876,38.87739,32,115.476906,38.883675,6
5292,2,6,0,1,5,1825,20140820144741,114.7236,38.62035,35,115.156777,38.719266,6
6284,1,2,1,1,5,9095,20140823145512,115.5306,38.8541,35,115.534288,38.858815,1
6284,1,2,1,1,5,7318,20140819120734,115.52901,38.868774,28,115.53299,38.877236,8
6284,1,2,1,1,5,9263,20140813125208,115.51992,38.84816,32,115.527603,38.853694,1
6284,1,2,1,1,5,7315,20140812135032,115.497,38.902,35,115.497418,38.903157,8
266,2,1,1,2,7,9600,20140823154058,115.1444,38.70625,35,115.175481,38.70951,1
266,2,1,1,2,7,6075,20140816150413,115.77306,39.23621,28,115.780621,39.275543,6
266,2,1,1,2,7,11402,20140816143643,115.60976,39.07533,32,115.772874,39.222653,1
266,2,1,1,2,7,9310,20140816131708,115.18056,38.72307,35,115.335433,38.960063,1
4909,2,1,1,2,2,9333,20140812111318,115.42294,38.8754,25,115.42306,38.875558,1
4909,2,1,1,2,2,9333,20140820144348,115.42294,38.8754,35,115.42306,38.875558,1
4909,2,1,1,2,2,9069,20140820110016,115.38686,38.84926,28,115.397364,38.869469,1
4909,2,1,1,2,2,9020,20140819184811,115.4225,38.866943,32,115.431922,38.872524,1
4909,2,1,1,2,2,9333,20140819121421,115.42294,38.8754,35,115.42306,38.875558,1
1855,3,3,0,1,9,5248,20140818121828,115.93179,38.943886,25,115.932704,38.951772,6
1855,3,3,0,1,9,5182,20140824172458,115.91711,38.940857,35,115.938591,38.942091,6
1855,3,3,0,1,9,5258,20140823191733,115.812225,38.86639,28,115.841876,38.877236,6
1855,3,3,0,1,9,5182,20140823125604,115.91711,38.940857,32,115.938591,38.942091,6
1855,3,3,0,1,9,5078,20140822110833,115.93347,38.931038,35,115.938604,38.938316,6
1382,2,2,0,1,5,4837,20140813184508,115.46179,38.87211,25,115.468301,38.874224,6
1382,2,2,0,1,5,7977,20140824120519,115.48398,38.881058,35,115.490966,38.883015,8
1382,2,2,0,1,5,4861,20140821101646,115.46301,38.891567,28,115.475328,38.892115,6
1382,2,2,0,1,5,4837,20140818193626,115.46179,38.87211,32,115.468301,38.874224,6
5722,3,3,0,1,9,5175,20140821112813,115.9188,38.9328,35,115.924036,38.933573,6
5722,3,3,0,1,9,5129,20140820131844,115.92616,38.92413,28,115.945595,38.925574,6
5722,3,3,0,1,9,5257,20140819173319,115.91693,38.92284,32,115.926086,38.931967,6
5722,3,3,0,1,9,5136,20140819122958,115.93179,38.943886,35,115.940645,38.943887,6
1895,3,3,0,1,9,4753,20140813181040,115.877396,39.309998,25,115.891077,39.312574,6
1895,3,3,0,1,9,4753,20140823190228,115.877396,39.309998,35,115.891077,39.312574,6
1895,3,3,0,1,9,4753,20140821145538,115.877396,39.309998,28,115.891077,39.312574,6
1895,3,3,0,1,9,6472,20140816181727,116.032104,39.107105,32,116.037866,39.128145,6
4895,1,2,1,1,5,7273,20140822185545,115.44344,38.865097,35,115.447519,38.870607,8
4895,1,2,1,1,5,9164,20140822144949,115.45151,38.85479,28,115.461687,38.865761,1
4895,1,2,1,1,5,9164,20140822130046,115.42782,38.863945,32,115.461687,38.865761,1
4895,1,2,1,1,5,9164,20140821191908,115.44344,38.865097,35,115.461687,38.865761,1
98,2,3,1,2,8,635,20140812122210,115.44967,38.8642,25,115.474184,38.877637,3
98,2,3,1,2,8,9164,20140824131722,115.44344,38.865097,35,115.461687,38.865761,1
98,2,3,1,2,8,9119,20140821140303,115.45636,38.85855,28,115.458532,38.859672,1
98,2,3,1,2,8,9164,20140819152933,115.433716,38.862286,32,115.461687,38.865761,1
98,2,3,1,2,8,3827,20140818143536,115.44344,38.865097,35,115.456809,38.871267,6
9492,2,1,1,2,7,9866,20140812115933,115.76278,38.684444,25,115.767209,38.689553,1
9492,2,1,1,2,7,9866,20140824190442,115.76278,38.684444,35,115.767209,38.689553,1
9492,2,1,1,2,7,3452,20140824123120,115.76278,38.684444,28,115.767919,38.685117,6
9492,2,1,1,2,7,3452,20140824103216,115.76278,38.684444,32,115.767919,38.685117,6
9492,2,1,1,2,7,9866,20140822130645,115.76278,38.684444,35,115.767209,38.689553,1
1443,2,6,0,1,5,4919,20140821150214,115.2955,38.8069,35,115.411406,38.880284,6
367,2,1,1,2,2,9151,20140823183819,115.456665,38.852787,35,115.461327,38.853202,1
367,2,1,1,2,2,9118,20140822180408,115.39631,38.79467,28,115.405682,38.826827,1
367,2,1,1,2,2,10490,20140818131127,115.456665,38.852787,32,115.472688,38.857579,1
9013,2,1,1,2,7,2142,20140813103120,115.3266,38.4235,25,115.334851,38.424106,6
9013,2,1,1,2,7,8058,20140822163253,115.32056,38.41611,35,115.33446,38.424135,1
9013,2,1,1,2,7,8860,20140822141830,115.31751,38.421402,28,115.335131,38.424071,1
9013,2,1,1,2,7,2246,20140822113413,115.32248,38.4055,32,115.334463,38.416106,6
9013,2,1,1,2,7,2142,20140819174617,115.3266,38.4235,35,115.334851,38.424106,6
2078,3,3,0,1,9,9901,20140818164013,115.62396,38.618526,25,115.783954,38.693453,10
2078,3,3,0,1,9,3405,20140819105902,115.695,38.63278,35,115.775981,38.68261,6
7503,2,1,0,1,5,385,20140819105911,114.64806,38.67111,35,115.166899,38.712988,8
7503,2,1,0,1,5,18,20140813111550,115.27837,38.781788,28,115.368972,38.814149,8
8205,2,1,1,2,7,8467,20140823170711,114.18196,38.85257,35,114.203008,38.852921,10
8205,2,1,1,2,7,1198,20140820115035,114.1413,38.861,28,114.173427,38.882636,6
8205,2,1,1,2,7,9235,20140815112837,115.44967,38.8642,35,115.462531,38.870607,1
8994,3,3,0,1,9,1995,20140824135923,115.490524,38.7561,35,115.503301,38.77056,6
8994,3,3,0,1,9,3309,20140823142027,115.45642,38.68687,28,115.490441,38.723608,6
8994,3,3,0,1,9,3335,20140821163925,115.490524,38.7561,32,115.495409,38.770743,6
8994,3,3,0,1,9,1995,20140819105413,115.48835,38.74279,35,115.503301,38.77056,6
597,2,6,0,1,5,5034,20140813154130,115.48912,38.88921,25,115.490108,38.901529,6
597,2,6,0,1,5,527,20140823184216,115.48912,38.88921,35,115.493877,38.891778,8
597,2,6,0,1,5,9194,20140823170435,115.48349,38.889053,28,115.483595,38.889103,1
597,2,6,0,1,5,5034,20140823140131,115.490005,38.893246,32,115.490108,38.901529,6
597,2,6,0,1,5,5033,20140823134243,115.47417,38.881943,35,115.475493,38.883092,6
9751,3,5,0,1,8,5025,20140824133814,115.45417,38.88139,35,115.461244,38.88338,6
9751,3,5,0,1,8,5025,20140822165114,115.45417,38.88139,28,115.461244,38.88338,6
9751,3,5,0,1,8,5025,20140821190154,115.45417,38.88139,32,115.461244,38.88338,6
9751,3,5,0,1,8,5025,20140820111819,115.45417,38.88139,35,115.461244,38.88338,6
5508,3,3,0,1,9,9130,20140812162439,115.5306,38.8541,26,115.548418,38.858119,9
5508,3,3,0,1,9,9223,20140824190418,115.52722,38.860558,37,115.530003,38.861203,1
5508,3,3,0,1,9,9279,20140820142138,115.516,38.8125,29,115.53666,38.853512,1
5508,3,3,0,1,9,9130,20140818171400,115.53821,38.8502,33,115.548418,38.858119,9
3508,2,1,1,2,7,4919,20140819103316,115.36931,38.87894,26,115.411406,38.880284,6
3508,2,1,1,2,7,10488,20140823145434,115.36759,38.91081,37,115.396652,38.93243,1
3496,2,7,0,2,8,9165,20140814103115,115.46627,38.81234,26,115.468659,38.830503,1
3496,2,7,0,2,8,4966,20140824164339,115.485275,38.858055,37,115.486941,38.859679,6
3496,2,7,0,2,8,9241,20140824140202,115.41818,38.79721,29,115.464749,38.830959,1
3496,2,7,0,2,8,7980,20140821184349,115.516,38.8125,33,115.519459,38.815717,5
3496,2,7,0,2,8,9165,20140820161609,115.46627,38.81234,37,115.468659,38.830503,1
624,3,1,0,1,5,9130,20140812152231,115.5379,38.8395,26,115.548418,38.858119,9
624,3,1,0,1,5,9096,20140824182254,115.48216,38.840534,37,115.4903,38.846171,1
624,3,1,0,1,5,7981,20140822161712,115.54467,38.8053,29,115.562162,38.827109,5
624,3,1,0,1,5,7935,20140822105928,115.5379,38.8395,33,115.545589,38.84851,8
624,3,1,0,1,5,7935,20140821104323,115.5379,38.8395,37,115.545589,38.84851,8
1318,3,3,0,1,9,3087,20140813123640,114.7616,38.62663,26,114.925422,38.795437,6
1318,3,3,0,1,9,1019,20140822194525,115.31374,38.27023,37,115.327492,38.428806,6
3213,2,1,1,2,7,9241,20140819110958,115.4445,38.81881,37,115.464749,38.830959,1
3213,2,1,1,2,7,9236,20140818103311,115.4754,38.91067,29,115.487049,38.913651,1
1661,2,6,0,1,5,3776,20140815193100,115.5023,38.855972,26,115.505012,38.857284,6
1661,2,6,0,1,5,8016,20140823181321,115.46559,38.878433,37,115.469823,38.879231,8
1661,2,6,0,1,5,3776,20140822194507,115.5023,38.855972,29,115.505012,38.857284,6
1661,2,6,0,1,5,10501,20140818160113,115.46164,38.87104,33,115.465028,38.87171,1
9687,2,1,1,2,7,9194,20140823171429,115.48349,38.889053,29,115.483595,38.889103,1
9687,2,1,1,2,7,3790,20140823152001,115.48398,38.881058,33,115.488512,38.889025,6
9687,2,1,1,2,7,9194,20140821183838,115.48349,38.889053,37,115.483595,38.889103,1
9687,2,1,1,2,7,3790,20140824161920,115.48398,38.881058,37,115.488512,38.889025,6
8678,3,1,0,1,5,7897,20140823162157,115.50201,38.860996,37,115.50528,38.864062,8
8678,3,1,0,1,5,9146,20140823100618,115.5023,38.855972,29,115.509538,38.863029,1
8678,3,1,0,1,5,7956,20140822113341,115.505554,38.871113,33,115.510312,38.874189,8
8678,3,1,0,1,5,9146,20140821101054,115.50201,38.860996,37,115.509538,38.863029,1
9863,2,1,1,2,7,6627,20140814154446,115.98251,39.3618,26,116.040296,39.495296,6
9863,2,1,1,2,7,11506,20140824144901,115.99118,39.3545,37,116.003703,39.365877,1
9863,2,1,1,2,7,11506,20140820152529,115.99118,39.3545,29,116.003703,39.365877,1
9863,2,1,1,2,7,11506,20140820142943,115.98251,39.3618,33,116.003703,39.365877,1
9863,2,1,1,2,7,11506,20140818135641,115.99118,39.3545,37,116.003703,39.365877,1
249,2,1,1,2,7,3853,20140814175148,115.4765,38.856533,26,115.486781,38.85656,6
249,2,1,1,2,7,10595,20140819124226,115.78522,38.85562,37,115.79141,38.865937,1
249,2,1,1,2,7,10595,20140818165054,115.78522,38.85562,29,115.79141,38.865937,1
249,2,1,1,2,7,9089,20140815190352,115.49639,38.856945,33,115.501945,38.859475,1
249,2,1,1,2,7,9060,20140815165526,115.45307,38.85021,37,115.475235,38.863486,1
2622,2,2,0,1,5,6662,20140812165612,116.00726,39.48415,26,116.008888,39.488851,6
2622,2,2,0,1,5,181,20140822124933,116.00999,39.48936,37,116.019704,39.490626,8
2622,2,2,0,1,5,7068,20140822111839,115.96845,39.47792,29,116.009571,39.482704,6
3006,2,2,0,1,5,4337,20140815171634,115.14611,38.83583,37,115.157664,38.868767,6
3006,2,2,0,1,5,7722,20140813155552,114.9753,38.7533,29,114.988431,38.754045,8
3069,2,1,1,2,7,3727,20140822132013,115.44855,38.90156,37,115.456763,38.906962,6
3069,2,1,1,2,7,10501,20140821161103,115.44967,38.8642,29,115.465028,38.87171,1
3069,2,1,1,2,7,4883,20140819180007,115.46514,38.88388,33,115.466324,38.884244,6
3069,2,1,1,2,7,4883,20140818125623,115.46514,38.88388,37,115.466324,38.884244,6
4032,3,3,0,1,9,974,20140815171549,114.97479,38.50963,37,114.989492,38.512552,6
7028,2,1,1,2,7,4671,20140824170012,115.48188,39.3555,37,115.494498,39.358345,6
7028,2,1,1,2,7,10985,20140820101203,115.49301,39.34358,29,115.508352,39.347737,1
7028,2,1,1,2,7,4671,20140819171054,115.48188,39.3555,33,115.494498,39.358345,6
7028,2,1,1,2,7,10985,20140818112407,115.49301,39.34358,37,115.508352,39.347737,1
2301,2,1,1,2,2,11608,20140816173912,116.03792,39.13322,33,116.062617,39.134708,1
2301,2,1,1,2,2,11725,20140816120718,116.03792,39.13322,37,116.064852,39.140025,1
1174,2,2,0,1,5,28,20140812130936,115.50201,38.860996,26,115.504455,38.864104,8
1174,2,2,0,1,5,4557,20140824110045,115.32422,38.97109,37,115.352048,39.172842,6
1174,2,2,0,1,5,5034,20140824100848,115.48912,38.88921,29,115.490108,38.901529,6
1174,2,2,0,1,5,3763,20140812151323,115.51386,38.870018,33,115.51726,38.875734,6
6235,2,1,1,2,2,9268,20140812190946,115.44647,38.83315,26,115.461103,38.833847,1
6235,2,1,1,2,2,9203,20140824170512,115.46073,38.845634,37,115.47057,38.859047,1
4818,2,1,1,2,7,6445,20140823191031,116.02858,39.22958,37,116.040863,39.265027,6
4818,2,1,1,2,7,11531,20140821180247,116.0118,39.125298,29,116.033988,39.133245,1
4818,2,1,1,2,7,6312,20140820184727,116.00701,39.146435,33,116.015654,39.17473,6
4818,2,1,1,2,7,6210,20140820110946,116.0741,39.1373,37,116.081877,39.144145,6
2812,2,1,1,2,7,4393,20140813191110,115.09695,38.87271,37,115.112233,38.873451,6
4003,1,2,1,1,5,66,20140813114235,116.09737,38.97734,26,116.103544,38.995642,8
4003,1,2,1,1,5,66,20140813145640,116.09737,38.97734,29,116.103544,38.995642,8
8377,2,6,0,1,5,7942,20140812134202,115.457855,39.01861,26,115.662431,39.02749,8
8377,2,6,0,1,5,11316,20140816110327,115.748985,39.195602,37,115.774066,39.219725,1
8377,2,6,0,1,5,6081,20140816104444,115.63192,39.01899,29,115.723668,39.142417,6
8377,2,6,0,1,5,11414,20140812150830,115.81154,39.26613,33,115.822805,39.26937,1
8377,2,6,0,1,5,6040,20140812144827,115.748985,39.195602,37,115.77621,39.226622,6
1993,3,3,0,1,9,2072,20140824151436,115.3225,38.28917,37,115.336568,38.307073,6
1993,3,3,0,1,9,1051,20140823111357,115.265724,38.295204,29,115.339648,38.426806,6
1993,3,3,0,1,9,2162,20140822112909,115.32751,38.43698,33,115.339489,38.439539,6
1993,3,3,0,1,9,1051,20140821171347,115.308136,38.42452,37,115.339648,38.426806,6
1151,2,7,0,2,8,9277,20140824164705,115.4586,38.89151,37,115.470829,38.900441,1
1151,2,7,0,2,8,3856,20140820153740,115.44967,38.8642,29,115.457469,38.871064,6
1151,2,7,0,2,8,7946,20140819191110,115.44465,38.89137,33,115.45475,38.891504,5
1151,2,7,0,2,8,3826,20140819165646,115.45272,38.88857,37,115.455551,38.891005,6
1592,2,1,1,2,2,8899,20140820152216,115.32248,38.4055,26,115.329188,38.408437,1
4657,2,1,1,2,2,9086,20140824163601,115.5376,38.856434,37,115.546104,38.856827,1
4657,2,1,1,2,2,9116,20140824152610,115.52392,38.855305,29,115.52446,38.860086,1
4657,2,1,1,2,2,9116,20140824132425,115.52392,38.855305,33,115.52446,38.860086,1
4657,2,1,1,2,2,9116,20140824111945,115.52392,38.855305,37,115.52446,38.860086,1
5143,2,1,1,2,7,8842,20140824141924,114.99819,38.51632,37,115.013596,38.522631,1
