NAME,LONGITUDE,LATITUDE,CLASSIFICATION,ID
戴尔电脑,115.140171,38.855886,8,499
方远电脑城,115.138126,38.859468,8,500
方正电脑,115.140121,38.859686,8,501
星辰电脑,115.205687,38.888028,8,502
城东电脑,115.166225,38.872201,8,503
酷佰电脑城,115.140571,38.856160,8,504
联方电脑城,115.140782,38.858302,8,505
e世界电脑行,115.142696,38.856701,8,506
惠乡电脑城,115.133257,38.842897,8,507
润眼电脑顺平祥云专卖店,115.140121,38.859686,8,508
海龙电子城,115.488933,38.863675,8,509
德信电脑城,115.507240,38.865754,8,510
明华电脑城(保定市南市区莲池社区卫生服务站北),115.506885,38.865958,8,511
联想(保定朝阳北路专卖店),115.474875,38.880733,8,512
迅维电脑,115.509182,38.892789,8,513
联想商用产品体验店,115.473695,38.862629,8,514
万达电脑,115.467768,38.896734,8,515
电脑之家,115.508416,38.880164,8,516
蓝翼电脑,115.545624,38.877686,8,517
保定市南市区华枫电脑商行,115.547798,38.858351,8,518
权度电脑,115.470349,38.892725,8,519
戴尔商用产品体验店,115.475228,38.868683,8,520
金三角电脑耗材批发零售,115.503257,38.863401,8,521
东芝笔记本电脑,115.507020,38.866218,8,522
远大电脑科技,115.453772,38.891560,8,523
腾翔电脑,115.458568,38.858429,8,524
同辉电脑,115.468622,38.894495,8,525
戴尔电脑保定鑫保源dell店,115.507276,38.865860,8,526
智达电脑,115.493877,38.891778,8,527
步步高靓衣,115.506658,38.876829,8,528
鹏程电脑,115.660064,39.024427,8,529
亚太比邻数码.平板电脑体验馆,115.495310,38.864532,8,530
恒信电脑,115.511956,38.847843,8,531
徐水恒生电脑专卖店,115.657183,39.026803,8,532
爱普生4S中心(保定十方店),115.490651,38.863205,8,533
利奥电脑,115.466598,38.904989,8,534
金达电脑耗材,115.495238,38.887691,8,535
腾龙电脑,115.516205,38.873023,8,536
开源电脑耗材专卖,115.461309,38.864118,8,537
三星科贸,115.486111,38.879982,8,538
鑫瑞达数码通讯,115.484608,38.857115,5,539
小霸王,115.660751,39.028050,8,540
保定盛美电脑,115.505641,38.865192,8,541
连邦软件专卖店,115.474875,38.880516,5,542
盛兴电脑,115.482141,38.891511,8,543
戴尔电脑金钻店,115.657092,39.025415,8,544
一凡电脑,115.472304,38.881295,8,545
戴尔电脑(城内中大街),115.662422,39.024273,8,546
徐水联想专卖店,115.657222,39.024988,8,547
海龙手机电脑广场,115.385412,38.869708,8,548
永胜电脑,115.332913,38.954241,8,549
奔腾电脑,115.474568,38.848292,8,550
小李电脑,115.650396,39.033621,8,551
徐水县指南针电脑经销部,115.657102,39.025465,8,552
益佳电脑,115.443900,38.868556,8,553
联想电脑(仁瑞胡同),115.657162,39.026165,8,554
鸣昇电脑,115.339251,38.954185,8,555
易修电脑,115.467319,38.883753,8,556
飞跃电脑,115.339513,38.952929,8,557
联想电脑,115.641829,39.030636,8,558
同信电脑,115.339524,38.952375,8,559
盛隆电脑,115.326329,38.955321,8,560
创鑫电脑,115.327983,38.958428,8,561
满城恒信电脑经销部,115.329067,38.957503,8,562
it电子,115.657063,39.025212,8,563
腾达电脑,115.339241,38.953897,8,564
悦然电子,115.482528,38.860613,8,565
泰和购物广场,114.206291,38.852282,3,566
丽嘉购物中心,114.201334,38.853048,3,567
万国商都,114.204858,38.853505,3,568
人民商场,114.181073,38.738265,3,569
亿源商场,115.323918,39.885139,8,570
新天地购物广场,114.565647,38.448674,3,571
惠民商厦,114.556555,38.448046,4,572
人民商厦,114.560776,38.444202,3,573
行唐县裕绿农作物种植专业合作社,114.429417,38.455732,1,574
时代广场(定州市林权流转服务中心西),114.992915,38.522462,3,575
广丰商厦,115.007916,38.519342,7,576
定州百货南街商场,115.005922,38.516329,3,577
新世源购物中心,115.097355,38.354795,3,578
张会杰柜台门市部,115.001017,38.505233,4,579
现代购物中心,115.103360,38.354165,3,580
宜佳旺·诚信购物中心,115.328293,38.428615,3,581
正泰购物中心,115.329433,38.425583,3,582
百花商城,115.329752,38.424884,6,583
红都商场,115.327901,38.425463,3,584
安国市李景欣食品店,115.357442,38.486411,1,585
天盟商场,115.327521,38.425216,3,586
药都商场,115.328711,38.425343,3,587
耀华购物中心,115.837860,38.431753,3,588
迎宾信誉商厦,115.846979,38.432092,3,589
红太阳购物广场,116.092771,38.448201,3,590
河间商贸城,116.083636,38.449932,3,591
舒心购物广场,116.297203,38.496232,3,592
好再来购物中心,116.177977,38.419520,2,593
亚都商场,116.083745,38.447254,3,594
唐县百货大楼,114.986555,38.757794,3,595
红桥购物中心,114.987848,38.753693,3,596
中天购物广场,114.986720,38.751006,3,597
隆福商厦,114.987063,38.752434,3,598
百盛购物,114.987102,38.751864,3,599
金马商厦,114.986682,38.754643,3,600
新华商场,114.986691,38.753672,4,601
望都县百盛购物中心,115.157809,38.714564,3,602
人民商场(中华东路店),115.160847,38.714803,3,603
汇聚源商厦,115.160797,38.714480,3,604
清苑迈创新天地商厦,115.497881,38.772438,3,605
兴苑商城(清苑县市场建设服务局南),115.497920,38.771186,3,606
大世界购物中心,115.786997,38.697684,3,607
人民商场,115.787789,38.695122,3,608
高百商厦,115.790227,38.698057,3,609
天天超市,115.775033,38.691925,1,610
新绿洲时代广场,116.117150,38.700873,3,611
燕春楼商贸中心,116.113199,38.715789,6,612
华北石油购物广场,116.107287,38.694333,1,613
任丘购物商城,116.112072,38.715718,3,614
蕾莎城市广场,116.108134,38.715923,3,615
华北石油百货大楼,116.106890,38.693538,4,616
凯华购物广场,116.111820,38.700078,3,617
华北石油购物中心,116.106866,38.695270,3,618
隆盛商业大厦,116.107927,38.717393,3,619
宏宇商贸城,116.112715,38.714881,1,620
世纪商贸城,116.102679,38.694178,1,621
腾达购物中心,114.483546,38.825057,3,622
供销商场,114.483136,38.825127,3,623
平阳人民商场,114.483696,38.825029,8,624
立新商场,114.357184,38.828605,3,625
林江商厦,115.150196,38.851404,1,626
大世界购物街,115.140604,38.846964,3,627
顺尧购物广场,115.140061,38.858225,1,628
顺平商厦,115.140291,38.843065,8,629
金万福购物广场,115.144431,38.842876,1,630
顺平供销商场,115.139825,38.843051,3,631
保百购物广场,115.474370,38.900377,3,632
北国先天下,115.476235,38.895576,7,633
保定百货大楼,115.497657,38.864132,1,634
时代商厦,115.474184,38.877637,3,635
钟楼商场,115.507349,38.864167,8,636
四通时尚购物广场(永华北大街),115.505410,38.874329,3,637
银座超市(保定店),115.494327,38.865923,1,638
万博广场,115.475490,38.883100,8,639
东风商贸广场,115.498406,38.874828,3,640
保定商场,115.504939,38.864659,4,641
惠友购物广场十方店,115.487637,38.864209,1,642
新天地百货,115.475626,38.877447,3,643
惠友生活广场恒祥大街店,115.502800,38.881829,1,644
天元商城,115.502718,38.865972,3,645
福泰商厦,115.502777,38.888358,7,646
茂业百货(朝阳南大街),115.474751,38.876955,3,647
云程日悦购物中心,115.453042,38.835161,1,648
惠友生活广场(乐天店),115.457005,38.867882,1,649
百盛购物中心(保定店),115.476301,38.882945,3,650
保定商业大厦(裕华西路),115.501641,38.864897,3,651
金地购物连锁NO.3,115.650958,39.021085,1,652
总督署广场,115.503407,38.863626,1,653
亨达利商城,115.652343,39.027490,3,654
兴城购物中心,115.334605,38.955987,3,655
土产公司综合商场,115.340267,38.951765,1,656
飞奥商场(白云公寓北),115.329946,38.956380,3,657
花倾城广场,115.482749,38.861449,3,658
舒尔适鞋业商厦,115.651984,39.026130,3,659
英利商场,115.447233,39.066901,3,660
长城购物,115.334344,38.956640,1,661
群烨商城,115.509208,38.863479,1,662
大世界工业品市场,115.476321,38.877236,8,663
保定市南市区瑞冠货架经销中心,115.474703,38.851994,9,664
安新百货大楼,115.940785,38.935271,3,665
奥盛购物广场,115.940064,38.931665,3,666
华联商城,115.938922,38.927721,3,667
新四通时尚购物广场,115.939113,38.928676,3,668
天弈商厦,116.122317,39.003297,1,669
雄州购物广场,116.109702,38.990440,3,670
鹏元商厦,116.125097,38.989907,3,671
温泉湖商厦,116.106095,38.990721,3,672
涞百购物广场,114.695945,39.358373,3,673
顶利鲜生活广场,114.711455,39.365193,1,674
锦和购物中心,114.698483,39.361302,3,675
玉泉商场,114.702255,39.356197,3,676
金桥购物中心,114.697871,39.365681,1,677
耀祥购物广场,114.709796,39.368261,1,678
中海商厦,114.698345,39.362509,1,679
江南商厦,114.701749,39.357160,1,680
易都购物广场,115.496763,39.355381,3,681
金台商厦(开元北大街),115.508343,39.360507,3,682
清西陵-购物中心,115.359855,39.373331,3,683
大钟寺购物广场,115.807110,39.270488,3,684
沃美生活广场,115.806190,39.269280,1,685
惠友购物广场(定兴店),115.810803,39.269712,1,686
嘟嘟购物广场,115.789738,39.278133,3,687
中国白沟国际商贸城,116.041956,39.111602,3,688
购隆商厦,116.041706,39.116060,3,689
宜家旺购物中心(津保路店),116.038342,39.114100,3,690
世纪金鼎购物中心,116.038653,39.116844,3,691
百德时代购物广场,116.039410,39.136373,7,692
时尚地标购物广场,116.038983,39.117354,6,693
新世界休闲购物广场,116.029071,39.140528,7,694
宜家旺购物中心,116.048721,39.134225,1,695
金峰柴鸡蛋捡蛋园,115.646423,39.483825,1,696
宜佳旺购物广场,116.016740,39.493786,1,697
惠友钻石广场,116.038835,39.490682,6,698
惠友生活广场(中心广场店),116.017699,39.492262,6,699
华融商厦,116.017888,39.492902,3,700
惠友生活商厦NO.62,116.008294,39.490626,1,701
乐客百惠时尚生活广场,116.187277,39.572191,1,702
正宗西坂驴肉火锅店,115.000924,38.512425,6,703
四川饭店(东大街社区卫生服务站西北),115.010269,38.518721,6,704
香辣虾火锅,114.993537,38.520210,6,705
巴蜀人家饭店,115.065210,38.361500,6,706
东北独一处,114.994568,38.514359,6,707
地道饭庄,115.011567,38.509419,6,708
麒麟阁饭庄,115.130718,38.370504,6,709
昌义饭馆,115.004628,38.520112,6,710
鑫源饭店,115.157745,38.482181,6,711
哈尔滨饭店,115.029015,38.514190,6,712
袁大娘粥铺,114.999220,38.519737,6,713
香辣虾(定州宝塔店),115.013737,38.517747,6,714
老百姓饭店,114.992510,38.514910,6,715
龙门渔港,115.001107,38.505360,6,716
卡乐滋,115.017162,38.515058,6,717
龙源酒家,115.091771,38.497241,6,718
通达花园酒店-百花厅,114.992980,38.516498,6,719
福康堡牛扒(定州店),114.992914,38.522419,6,720
定州国际酒店-餐饮部,115.024995,38.515390,6,721
天外香,115.002367,38.504640,6,722
顺和斋,114.998790,38.520189,6,723
聚丰园饭店,115.193336,38.477139,6,724
铁锅排骨红色主题餐厅,115.007688,38.510033,6,725
同心阁饭店,115.017696,38.510018,6,726
乡寨人家,115.008343,38.510202,6,727
马家涮羊肉,114.999059,38.519159,6,728
万兴酒楼,115.014267,38.362088,6,729
麦罗咖啡吧,115.025495,38.515298,6,730
重庆巴将军养生火锅,115.094517,38.355056,6,731
特色粥湘菜,114.999129,38.519448,6,732
回民副食海鲜城,114.999734,38.521509,6,733
马亭家常饭店,115.105426,38.438769,6,734
正宗云南过桥米线,115.009195,38.518975,6,735
正宗云南佳和过桥米线旗舰店,114.993496,38.519787,6,736
邯郸卤肉,115.023498,38.514938,6,737
天成饭店,115.017403,38.507146,6,738
砂锅居,114.992881,38.516809,6,739
四川饭店,115.049108,38.508120,6,740
张记骨头馆,115.017977,38.518883,6,741
食为天驴肉馆李亲顾总店,115.101302,38.353316,6,742
富强饭店,115.176969,38.489362,6,743
金筷子饭店,115.067345,38.360906,6,744
老字号风味骨头馆,115.053718,38.397416,6,745
祥和园,115.010534,38.510724,6,746
白家罩饼,115.000441,38.512129,6,747
清真海鲜城,114.999791,38.521537,6,748
林盛轩烧烤涮,114.999697,38.512778,6,749
肯德士,115.100798,38.354116,6,750
老二拉面,115.144208,38.484879,6,751
活鱼海鲜店,115.005939,38.520775,6,752
好运来蛋糕房,115.006228,38.515912,6,753
好面会说话,115.007637,38.519582,6,754
清真宴君楼饭店,115.005818,38.520514,6,755
定州国际酒店-西餐厅,115.025495,38.515298,6,756
永强饭店,115.094035,38.355092,6,757
清真大铜锅羊蝎子火锅,114.998781,38.513082,6,758
聚福酒楼,115.216328,38.310300,6,759
清真羊汤馆,114.999048,38.519088,6,760
清真老甘涮羊肉,115.002150,38.511635,6,761
清真二栓烧烤,115.006273,38.519159,6,762
宴乐园酒楼,115.000074,38.362568,6,763
老杨烧烤no.1,115.006109,38.519709,6,764
伊品斋,114.999784,38.507633,6,765
四川饭店,115.052644,38.417640,6,766
新河饭店,115.016060,38.517211,6,767
兰州牛肉拉面,115.005913,38.519335,6,768
东北农家小院,115.152526,38.482831,6,769
咱们家,115.010051,38.509277,6,770
魏家凉皮,114.993878,38.520083,6,771
清真砂锅涮羊肉,115.001957,38.520846,6,772
红光饭店,115.213966,38.473665,6,773
金盛元羊蝎子,115.014905,38.508346,6,774
新乐化肥厂手擀面,115.002778,38.511917,6,775
大胖涮锅,114.997828,38.514719,6,776
太平饭店,115.051723,38.507364,6,777
东兴饭店,115.016398,38.514105,6,778
鸿来顺川菜馆,115.192410,38.476885,6,779
吉祥人家,115.007045,38.517641,6,780
东关肉食,115.034793,38.512136,6,781
成德饭店,114.998523,38.496211,6,782
和久园,115.061721,38.504216,6,783
桥头火锅川菜馆,115.128523,38.350536,6,784
贵宾楼,115.142925,38.488402,6,785
四川成都饭店(建设街),114.993970,38.520916,6,786
定制州新乐手擀面,115.002460,38.511882,6,787
干锅鸭头虾,114.996427,38.511875,6,788
英大饺子馆,114.995543,38.514112,6,789
桥头包子铺,115.000441,38.512129,6,790
瓦罐香沸连锁快餐,114.993858,38.519921,6,791
大厨记,115.011387,38.509411,6,792
御品海底捞香辣虾火锅,114.993496,38.519787,6,793
河南名吃西华县逍遥镇正宗优质胡辣汤,115.003920,38.510449,6,794
定州市金鑫杂粮经销店,115.089249,38.444125,6,795
大龙冰淇淋,115.007350,38.519399,6,796
百味鱼焖涮坊,115.017212,38.515340,6,797
晏君大酒店,115.172477,38.479244,6,798
东海酒楼,115.135710,38.486149,6,799
福临门饭庄,115.150778,38.483212,6,800
沅和饭店,115.071391,38.501731,6,801
小吃早点,115.018599,38.519250,6,802
鸿宾楼饭庄,115.215281,38.473509,6,803
桂林米粉,114.993827,38.519526,6,804
骨里香香鸡,115.006776,38.517091,6,805
汇源饭店(东门街社区社区卫生服务站东),115.026080,38.514317,6,806
风味饮食城,115.006273,38.519159,6,807
味还行炒菜外卖,115.006228,38.515912,6,808
天津包子(中心北街),115.008222,38.520690,6,809
马家饺子馆,115.144099,38.484900,6,810
天津老城里鼓楼二姑包子,115.017413,38.515926,6,811
宏源饭店,114.993930,38.478333,6,812
龙记剁馅包子,114.988620,38.521791,6,813
安徽常记牛肉板面,114.993678,38.518778,6,814
尥蹶子驴锅,115.017383,38.515842,6,815
伊斯兰烤肉,115.020029,38.515679,6,816
西域春饭店,115.002610,38.520154,6,817
星班客餐吧,114.988929,38.520641,6,818
南街老字号老北京果木烤鸭,115.005922,38.516329,6,819
喜来乐蛋糕房,115.105369,38.354017,6,820
香辣虾全国连锁宝塔花园店,115.016268,38.513830,6,821
嘉士德中式快餐连锁机构,115.009398,38.521721,6,822
坛子鸡,114.993537,38.520210,6,823
老四烧麦馆,114.999129,38.519448,6,824
小天才学习电脑,115.475607,38.877770,8,2
美讯数码电脑城,115.331693,38.963892,8,3
华玲电脑,115.551501,39.050749,8,4
天慧电脑专营店,115.342370,38.959025,8,5
网尚电脑总店,115.327903,38.957916,8,6
柏盛电脑,115.646666,39.028330,8,7
瑞科电脑,115.642100,39.017791,8,8
盈科电子,115.520797,38.855577,8,9
统亿软件专卖店,115.506160,38.865642,5,10
峰燕电脑,115.444044,39.066508,8,11
煜祥电脑,115.439712,39.030832,8,12
冰点电脑,115.654229,39.019018,8,13
睿捷电脑,115.339759,38.952347,8,14
蓝海电脑,115.661535,39.024315,8,15
奇迹电脑,115.442016,39.065976,8,16
明达电脑,115.339553,38.953273,8,17
博远电脑,115.368972,38.814149,8,18
中瑞电脑,115.339241,38.953855,8,19
满城信诺电脑专卖,115.339221,38.953596,8,20
创捷电脑(永兴店),115.659448,39.024455,8,21
讯发手机电脑广场,115.394412,38.868992,8,22
联想(地标店),115.658026,39.024589,8,23
鑫宝源科技,115.507279,38.865867,5,24
博大电子(总店),115.506620,38.865185,8,25
联想专卖店(漕河镇专卖店),115.573532,38.956745,8,26
宏远科技戴尔专卖,115.662330,39.024315,8,27
颐高数码广场,115.504455,38.864104,8,28
诚信电脑,115.392666,38.868950,8,29
龙腾电脑监控,115.646746,39.028443,8,30
智博电脑,115.935109,38.942561,8,31
亚斌电脑城,115.751821,38.847976,8,32
科海电脑戴尔旗舰店,115.931003,38.939565,8,33
苹果销售店,115.930722,38.939600,8,34
宏创电脑,115.940422,38.935664,8,35
宇通电脑,115.940656,38.933636,8,36
戴尔电脑(金钻店),115.938263,38.937980,8,37
家美电脑,115.834088,38.875031,8,38
科华电脑,115.867766,38.887551,8,39
银河电脑,115.940922,38.939411,8,40
通达电脑公司联想安新专卖店,115.936798,38.938646,8,41
百世电脑,116.215733,39.059246,8,42
恒远电脑城,116.102963,38.993532,8,43
盛鸿太电脑城戴尔电脑金钻店,116.117376,39.002764,8,44
联想(雄县育才联想电脑专卖店),116.116435,38.998839,8,45
通达电脑城,116.102851,38.989823,8,46
苹果销售店,116.116376,38.999498,8,47
华峰电脑,116.104298,38.998790,8,48
硬派科技电脑体验中心,116.103396,38.995277,8,49
爱国者电脑,116.215805,39.059232,8,50
先锋电脑,116.113461,38.997570,8,51
华硕电脑,116.103217,38.997493,8,52
育才联想电脑专卖店,116.102994,38.993974,8,53
电脑哥电脑销售部,116.121066,39.002484,5,54
新蓝电脑,116.102762,38.991611,8,55
太平洋电脑城,116.103157,38.996280,8,56
华泰数码电脑城,116.103486,38.996000,8,57
七喜电脑城,116.103396,38.994892,8,58
蓝鸿太电脑城,116.117455,39.002442,8,59
光讯电脑,116.103015,38.994801,8,60
联众电脑,116.114198,38.992130,8,61
东方电脑,116.103147,38.997023,8,62
零度电脑,116.107632,38.998895,8,63
创新电脑,116.103634,38.986661,8,64
嘉成电脑,116.103157,38.996280,8,65
盛元电脑商城,116.103544,38.995642,8,66
明智电脑,116.116810,38.994317,8,67
诚信电脑,116.102308,38.999371,8,68
博易电脑,116.103015,38.994801,8,69
人人电脑,116.102870,38.989339,8,70
金龙电脑,116.103197,38.997233,8,71
事达电脑,116.103346,38.989290,8,72
跨世纪电脑,116.103261,38.989227,8,73
四通电脑商城,116.103435,38.995369,8,74
海尔润眼电脑(雄县恒远店),116.102973,38.993602,8,75
昝岗云峰-联想电脑专卖店,116.213835,39.059561,8,76
联想专卖店(盛鸿太电脑店),116.117554,39.002435,8,77
亚刚电脑科技(联通营业厅),116.240444,39.060457,5,78
宏雨电脑,116.101292,38.990174,8,79
美信戴尔电脑专卖店,114.696858,39.365451,8,80
及时予电脑,114.696636,39.363917,8,81
联想涞源美信电脑专卖店,114.711844,39.365967,8,82
海尔电脑专卖店,114.698297,39.365430,8,83
美信电子城,114.695886,39.358875,8,84
戴尔电脑,114.699354,39.367850,8,85
涞源科源电子戴尔成就专卖店,114.712434,39.357843,8,86
涞源县宏利达电脑维修服务中心,114.697846,39.359928,5,87
中关村鼎好电脑数码产品销售中心涞源分店,114.703548,39.366881,8,88
联想阁院路宏利达专卖店,114.697846,39.359928,8,89
美信电子城,114.711844,39.365967,8,90
凯邦电脑,114.704692,39.366839,8,91
敬一电脑,114.700509,39.359719,8,92
亚权电脑,114.702169,39.359754,8,93
金圣达电脑,114.701334,39.359719,8,94
金顶电脑行,114.698382,39.359607,8,95
涞源长城电脑,114.696617,39.364426,8,96
马列电脑电子商行,114.701841,39.359754,8,97
瑞普电脑(涞源专卖),114.696636,39.363917,8,98
深度电脑堡垒店,114.701771,39.359747,8,99
华硕电猫,114.705507,39.366957,8,100
引路者时尚数码,114.701754,39.362502,8,101
世纪电脑通讯,115.274839,39.329014,8,102
众达电脑,115.509805,39.353693,8,103
