"userid","arrTime","shopid","test_pro"
9940,20140811102225,5669,0.182425528764725
6086,20140811102229,12,0.182425528764725
1,20140811102236,9027,0.182425528764725
4897,20140811102241,6157,0.182425528764725
2140,20140811102245,11601,0.182425528764725
6156,20140811102248,4940,0.182425528764725
9608,20140811102249,7932,0.182425528764725
2227,20140811102256,4627,0.182425528764725
8451,20140811102258,11843,0.182425528764725
553,20140811102303,9026,0.182425528764725
1300,20140811102311,7217,0.182425528764725
423,20140811102314,9730,0.182425528764725
6430,20140811102318,10358,0.182425528764725
7808,20140811102318,8066,0.182425528764725
9821,20140811102318,4684,0.182425528764725
9400,20140811102319,4416,0.182425528764725
7253,20140811102325,6670,0.182425528764725
5687,20140811102348,9147,0.182425528764725
2460,20140811102353,9280,0.182425528764725
3017,20140811102400,3736,0.182425528764725
3046,20140811102414,9113,0.182425528764725
5204,20140811102424,1668,0.182425528764725
8011,20140811102424,9225,0.182425528764725
1349,20140811102438,9849,0.182425528764725
1515,20140811102443,649,0.182425528764725
9346,20140811102445,10680,0.182425528764725
9742,20140811102449,8723,0.182425528764725
2184,20140811102456,7341,0.182425528764725
1858,20140811102504,1778,0.182425528764725
6411,20140811102505,9303,0.182425528764725
4474,20140811102511,5606,0.182425528764725
1104,20140811102512,6140,0.182425528764725
5187,20140811102518,10874,0.182425528764725
9052,20140811102519,3771,0.182425528764725
5190,20140811102526,4421,0.182425528764725
1627,20140811102616,782,0.182425528764725
6325,20140811102621,11812,0.182425528764725
7671,20140811102626,4306,0.182425528764725
9313,20140811102641,9271,0.182425528764725
7724,20140811102648,12,0.182425528764725
9479,20140811102648,9299,0.182425528764725
7632,20140811102709,4909,0.182425528764725
256,20140811102710,7310,0.182425528764725
6004,20140811102717,8066,0.182425528764725
6767,20140811102724,9063,0.182425528764725
4060,20140811102725,9296,0.182425528764725
5423,20140811102752,7975,0.182425528764725
6936,20140811102757,8944,0.182425528764725
8065,20140811102802,7068,0.182425528764725
7333,20140811102803,9194,0.182425528764725
4329,20140811102812,9026,0.182425528764725
7415,20140811102817,9203,0.182425528764725
9569,20140811102828,553,0.182425528764725
7498,20140811102837,258,0.182425528764725
5234,20140811102840,4947,0.182425528764725
6422,20140811102852,8066,0.182425528764725
2999,20140811102914,9090,0.182425528764725
7967,20140811102915,9006,0.182425528764725
432,20140811102940,10634,0.182425528764725
6591,20140811102949,3011,0.182425528764725
4132,20140811102953,6041,0.182425528764725
203,20140811103003,549,0.182425528764725
5129,20140811103013,11764,0.182425528764725
9458,20140811103019,8709,0.182425528764725
4748,20140811103036,11931,0.182425528764725
3613,20140811103037,29,0.182425528764725
2201,20140811103041,9567,0.182425528764725
8705,20140811103043,1312,0.182425528764725
2529,20140811103050,10494,0.182425528764725
8337,20140811103050,1024,0.182425528764725
8434,20140811103117,9187,0.182425528764725
9326,20140811103139,9143,0.182425528764725
4949,20140811103150,4925,0.182425528764725
6383,20140811103200,5028,0.182425528764725
9221,20140811103207,7996,0.182425528764725
8345,20140811103208,9198,0.182425528764725
5722,20140811103214,5257,0.182425528764725
3421,20140811103235,7102,0.182425528764725
6373,20140811103245,3864,0.182425528764725
1326,20140811103258,9170,0.182425528764725
3473,20140811103258,9259,0.182425528764725
3128,20140811103259,9057,0.182425528764725
9171,20140811103313,8066,0.182425528764725
5892,20140811103336,5541,0.182425528764725
884,20140811103402,9567,0.182425528764725
5229,20140811103405,10580,0.182425528764725
6524,20140811103442,9057,0.182425528764725
8545,20140811103448,9223,0.182425528764725
4120,20140811103449,9019,0.182425528764725
6359,20140811103449,9065,0.182425528764725
3722,20140811103457,9027,0.182425528764725
6344,20140811103512,3180,0.182425528764725
3419,20140811103515,7896,0.182425528764725
6879,20140811103523,4926,0.182425528764725
5887,20140811103525,1622,0.182425528764725
2983,20140811103529,10574,0.182425528764725
4982,20140811103547,6638,0.182425528764725
9003,20140811103555,9183,0.182425528764725
3812,20140811103559,1622,0.182425528764725
1726,20140811103603,4631,0.182425528764725
8715,20140811103623,4925,0.182425528764725
2253,20140811103631,5324,0.182425528764725
5176,20140811103633,5714,0.182425528764725
4218,20140811103637,3214,0.182425528764725
5833,20140811103639,7289,0.182425528764725
6900,20140811103641,4345,0.182425528764725
1107,20140811103644,7524,0.182425528764725
2850,20140811103645,9271,0.182425528764725
3108,20140811103651,9118,0.182425528764725
8541,20140811103657,4966,0.182425528764725
168,20140811103708,4966,0.182425528764725
4719,20140811103712,8066,0.182425528764725
7059,20140811103713,1669,0.182425528764725
2259,20140811103729,5264,0.182425528764725
6856,20140811103733,3842,0.182425528764725
4191,20140811103740,3058,0.182425528764725
8458,20140811103746,5015,0.182425528764725
6559,20140811103757,9151,0.182425528764725
452,20140811103806,380,0.182425528764725
780,20140811103821,7244,0.182425528764725
4834,20140811103821,3534,0.182425528764725
3600,20140811103825,8944,0.182425528764725
1514,20140811103845,5669,0.182425528764725
1459,20140811103848,11535,0.182425528764725
3391,20140811103852,3736,0.182425528764725
6371,20140811103852,4437,0.182425528764725
2479,20140811103858,11764,0.182425528764725
1239,20140811103901,1019,0.182425528764725
4012,20140811103911,5028,0.182425528764725
9142,20140811103919,3725,0.182425528764725
484,20140811103923,6445,0.182425528764725
7476,20140811103923,634,0.182425528764725
5333,20140811103939,26,0.182425528764725
977,20140811103957,8066,0.182425528764725
7291,20140811104037,4631,0.182425528764725
8323,20140811104037,7244,0.182425528764725
1782,20140811104058,9838,0.182425528764725
2059,20140811104059,9333,0.182425528764725
6885,20140811104059,9029,0.182425528764725
5068,20140811104100,3180,0.182425528764725
9935,20140811104107,9038,0.182425528764725
9093,20140811104115,11530,0.182425528764725
4880,20140811104142,4966,0.182425528764725
8849,20140811104149,3736,0.182425528764725
4780,20140811104152,11021,0.182425528764725
9173,20140811104201,3736,0.182425528764725
2620,20140811104206,1719,0.182425528764725
5289,20140811104209,9225,0.182425528764725
6284,20140811104218,9,0.182425528764725
5693,20140811104219,4925,0.182425528764725
189,20140811104234,3405,0.182425528764725
4332,20140811104245,9280,0.182425528764725
3194,20140811104250,9604,0.182425528764725
9157,20140811104252,9104,0.182425528764725
6554,20140811104254,9063,0.182425528764725
2990,20140811104258,6157,0.182425528764725
9316,20140811104258,10634,0.182425528764725
7129,20140811104313,3744,0.182425528764725
6154,20140811104320,8986,0.182425528764725
8787,20140811104328,4883,0.182425528764725
754,20140811104336,9059,0.182425528764725
6643,20140811104341,972,0.182425528764725
3121,20140811104348,11518,0.182425528764725
8681,20140811104352,9203,0.182425528764725
1054,20140811104353,9006,0.182425528764725
2238,20140811104404,5618,0.182425528764725
6134,20140811104407,6140,0.182425528764725
2925,20140811104446,3771,0.182425528764725
9425,20140811104450,4998,0.182425528764725
1367,20140811104501,8993,0.182425528764725
7797,20140811104509,9332,0.182425528764725
7840,20140811104510,258,0.182425528764725
7820,20140811104528,8010,0.182425528764725
6579,20140811104531,9151,0.182425528764725
8264,20140811104545,6523,0.182425528764725
174,20140811104552,9272,0.182425528764725
5935,20140811104553,5618,0.182425528764725
5909,20140811104556,9312,0.182425528764725
1431,20140811104600,9015,0.182425528764725
7337,20140811104600,9496,0.182425528764725
583,20140811104611,9328,0.182425528764725
6687,20140811104611,9671,0.182425528764725
6958,20140811104612,11601,0.182425528764725
2524,20140811104620,4967,0.182425528764725
9852,20140811104633,3736,0.182425528764725
7907,20140811104637,3842,0.182425528764725
1914,20140811104648,9020,0.182425528764725
6456,20140811104653,6523,0.182425528764725
395,20140811104712,10843,0.182425528764725
1182,20140811104712,4966,0.182425528764725
9907,20140811104721,4884,0.182425528764725
600,20140811104723,9147,0.182425528764725
5922,20140811104745,7342,0.182425528764725
1633,20140811104748,11039,0.182425528764725
3816,20140811104758,4449,0.182425528764725
8612,20140811104811,3427,0.182425528764725
2215,20140811104812,9333,0.182425528764725
6282,20140811104815,9900,0.182425528764725
3165,20140811104816,9255,0.182425528764725
1195,20140811104828,1019,0.182425528764725
8826,20140811104830,8066,0.182425528764725
555,20140811104836,4325,0.182425528764725
2648,20140811104844,8066,0.182425528764725
3489,20140811104846,8822,0.182425528764725
8657,20140811104848,5564,0.182425528764725
4188,20140811104905,9079,0.182425528764725
3116,20140811104906,1019,0.182425528764725
9391,20140811104911,11859,0.182425528764725
381,20140811104937,5714,0.182425528764725
2711,20140811104940,7244,0.182425528764725
8938,20140811104952,3074,0.182425528764725
6821,20140811104955,3427,0.182425528764725
5111,20140811105006,9047,0.182425528764725
5276,20140811105008,6206,0.182425528764725
7183,20140811105013,11376,0.182425528764725
1290,20140811105035,10501,0.182425528764725
7705,20140811105043,7341,0.182425528764725
7227,20140811105052,9203,0.182425528764725
4553,20140811105054,9116,0.182425528764725
2118,20140811105103,4306,0.182425528764725
2903,20140811105104,7341,0.182425528764725
4967,20140811105104,4947,0.182425528764725
9938,20140811105104,3885,0.182425528764725
4412,20140811105111,6157,0.182425528764725
9379,20140811105117,6140,0.182425528764725
9864,20140811105131,9225,0.182425528764725
3553,20140811105145,9047,0.182425528764725
3887,20140811105149,4966,0.182425528764725
7151,20140811105153,3737,0.182425528764725
9431,20140811105156,4966,0.182425528764725
9410,20140811105225,3821,0.182425528764725
4775,20140811105227,11931,0.182425528764725
8927,20140811105229,7342,0.182425528764725
7308,20140811105230,9328,0.182425528764725
7069,20140811105237,4966,0.182425528764725
8247,20140811105249,8931,0.182425528764725
3031,20140811105259,380,0.182425528764725
7822,20140811105259,4421,0.182425528764725
343,20140811105300,3427,0.182425528764725
5749,20140811105307,10782,0.182425528764725
4981,20140811105311,9130,0.182425528764725
5626,20140811105316,7360,0.182425528764725
6144,20140811105319,9147,0.182425528764725
8446,20140811105322,1689,0.182425528764725
9689,20140811105326,9292,0.182425528764725
2583,20140811105332,9303,0.182425528764725
1049,20140811105338,9723,0.182425528764725
1407,20140811105354,11233,0.182425528764725
6844,20140811105406,4829,0.182425528764725
8679,20140811105415,9225,0.182425528764725
1765,20140811105417,3842,0.182425528764725
5181,20140811105426,659,0.182425528764725
2376,20140811105428,10494,0.182425528764725
6047,20140811105444,5040,0.182425528764725
4498,20140811105458,9671,0.182425528764725
7459,20140811105459,9203,0.182425528764725
2812,20140811105502,1778,0.182425528764725
6170,20140811105508,5541,0.182425528764725
2730,20140811105509,5933,0.182425528764725
4006,20140811105518,6638,0.182425528764725
6459,20140811105541,9255,0.182425528764725
9373,20140811105541,9027,0.182425528764725
7575,20140811105547,5311,0.182425528764725
2125,20140811105549,10759,0.182425528764725
5730,20140811105551,9072,0.182425528764725
6577,20140811105553,4941,0.182425528764725
7256,20140811105556,4627,0.182425528764725
9777,20140811105611,9845,0.182425528764725
1336,20140811105612,10677,0.182425528764725
7018,20140811105621,9332,0.182425528764725
906,20140811105623,3011,0.182425528764725
3564,20140811105623,11748,0.182425528764725
6033,20140811105623,7786,0.182425528764725
9879,20140811105625,8920,0.182425528764725
8653,20140811105642,9296,0.182425528764725
6174,20140811105644,9170,0.182425528764725
5252,20140811105656,9791,0.182425528764725
6289,20140811105656,8010,0.182425528764725
4941,20140811105658,9222,0.182425528764725
7195,20140811105712,4876,0.182425528764725
4010,20140811105713,5208,0.182425528764725
7296,20140811105714,11512,0.182425528764725
8692,20140811105716,11764,0.182425528764725
2596,20140811105717,5175,0.182425528764725
6261,20140811105732,11039,0.182425528764725
6177,20140811105743,7289,0.182425528764725
6003,20140811105805,9669,0.182425528764725
6215,20140811105807,7996,0.182425528764725
495,20140811105810,3058,0.182425528764725
4222,20140811105819,9312,0.182425528764725
5365,20140811105819,9104,0.182425528764725
7331,20140811105828,3776,0.182425528764725
8922,20140811105842,5025,0.182425528764725
5817,20140811105843,10498,0.182425528764725
1790,20140811105844,9151,0.182425528764725
3142,20140811105844,4421,0.182425528764725
835,20140811105845,9604,0.182425528764725
5386,20140811105857,11601,0.182425528764725
7944,20140811105904,26,0.182425528764725
3006,20140811105919,8000,0.182425528764725
1654,20140811105921,3821,0.182425528764725
8087,20140811105922,9251,0.182425528764725
9153,20140811105938,6157,0.182425528764725
9241,20140811105938,3527,0.182425528764725
3330,20140811105940,9159,0.182425528764725
9462,20140811105941,711,0.182425528764725
7192,20140811105946,6472,0.182425528764725
4287,20140811105951,3527,0.182425528764725
7316,20140811105953,18,0.182425528764725
6960,20140811110013,9617,0.182425528764725
4998,20140811110022,4876,0.182425528764725
5985,20140811110033,1622,0.182425528764725
7211,20140811110052,9646,0.182425528764725
4161,20140811110101,9090,0.182425528764725
2747,20140811110104,9015,0.182425528764725
4681,20140811110105,9467,0.182425528764725
1257,20140811110123,1778,0.182425528764725
3970,20140811110140,10922,0.182425528764725
1838,20140811110142,5334,0.182425528764725
4039,20140811110149,9332,0.182425528764725
898,20140811110157,6140,0.182425528764725
3031,20140811110206,9524,0.182425528764725
5709,20140811110209,11267,0.182425528764725
3094,20140811110214,1814,0.182425528764725
538,20140811110219,9170,0.182425528764725
8746,20140811110220,5405,0.182425528764725
2456,20140811110222,1739,0.182425528764725
4102,20140811110225,3536,0.182425528764725
7518,20140811110233,9124,0.182425528764725
3244,20140811110247,6638,0.182425528764725
9819,20140811110252,7330,0.182425528764725
1724,20140811110258,7380,0.182425528764725
5684,20140811110258,9233,0.182425528764725
908,20140811110303,5015,0.182425528764725
7239,20140811110306,9203,0.182425528764725
8518,20140811110308,9057,0.182425528764725
5525,20140811110311,4421,0.182425528764725
7477,20140811110326,8715,0.182425528764725
5241,20140811110335,11,0.182425528764725
6775,20140811110337,9043,0.182425528764725
8795,20140811110350,3509,0.182425528764725
9522,20140811110350,9270,0.182425528764725
5595,20140811110400,9328,0.182425528764725
8887,20140811110419,9006,0.182425528764725
3108,20140811110425,5264,0.182425528764725
4618,20140811110433,9,0.182425528764725
8003,20140811110445,9096,0.182425528764725
7954,20140811110446,3025,0.182425528764725
7881,20140811110536,3781,0.182425528764725
9511,20140811110542,4393,0.182425528764725
6482,20140811110543,10680,0.182425528764725
2276,20140811110545,10610,0.182425528764725
1256,20140811110547,3732,0.182425528764725
3884,20140811110548,9214,0.182425528764725
3225,20140811110555,11274,0.182425528764725
2189,20140811110558,9467,0.182425528764725
7121,20140811110601,10904,0.182425528764725
3787,20140811110625,5099,0.182425528764725
923,20140811110645,9135,0.182425528764725
4193,20140811110651,6140,0.182425528764725
1507,20140811110701,7289,0.182425528764725
4056,20140811110707,10922,0.182425528764725
1177,20140811110709,9695,0.182425528764725
4601,20140811110709,5331,0.182425528764725
515,20140811110715,6515,0.182425528764725
3208,20140811110727,5714,0.182425528764725
1450,20140811110729,11535,0.182425528764725
6940,20140811110734,974,0.182425528764725
2409,20140811110757,10554,0.182425528764725
5297,20140811110802,3776,0.182425528764725
2114,20140811110808,537,0.182425528764725
1477,20140811110814,4947,0.182425528764725
1772,20140811110818,10999,0.182425528764725
7028,20140811110825,4627,0.182425528764725
7208,20140811110831,9695,0.182425528764725
8234,20140811110834,1051,0.182425528764725
2011,20140811110853,9657,0.182425528764725
4513,20140811110853,7330,0.182425528764725
6385,20140811110854,11535,0.182425528764725
7886,20140811110911,1869,0.182425528764725
7687,20140811110913,3776,0.182425528764725
4859,20140811110916,1019,0.182425528764725
967,20140811110924,9467,0.182425528764725
9251,20140811110951,3536,0.182425528764725
5991,20140811110955,10610,0.182425528764725
9001,20140811111000,5000,0.182425528764725
8334,20140811111007,3072,0.182425528764725
5735,20140811111016,4488,0.182425528764725
5071,20140811111036,4606,0.182425528764725
6305,20140811111054,9079,0.182425528764725
7303,20140811111054,4627,0.182425528764725
3598,20140811111106,11764,0.182425528764725
7366,20140811111108,9174,0.182425528764725
2111,20140811111112,9074,0.182425528764725
3818,20140811111115,9687,0.182425528764725
8344,20140811111115,7244,0.182425528764725
3368,20140811111116,9019,0.182425528764725
944,20140811111121,4488,0.182425528764725
3963,20140811111136,9,0.182425528764725
8608,20140811111140,8066,0.182425528764725
2379,20140811111142,10843,0.182425528764725
7950,20140811111144,7508,0.182425528764725
6875,20140811111146,9270,0.182425528764725
7960,20140811111208,9011,0.182425528764725
3755,20140811111219,9170,0.182425528764725
3006,20140811111237,520,0.182425528764725
4656,20140811111237,4826,0.182425528764725
3921,20140811111244,9328,0.182425528764725
5142,20140811111250,10358,0.182425528764725
7795,20140811111309,5042,0.182425528764725
1424,20140811111311,9152,0.182425528764725
387,20140811111312,9006,0.182425528764725
3082,20140811111314,11425,0.182425528764725
1570,20140811111315,9069,0.182425528764725
4188,20140811111324,11013,0.182425528764725
377,20140811111325,10843,0.182425528764725
2451,20140811111329,3109,0.182425528764725
2686,20140811111330,8506,0.182425528764725
3253,20140811111332,9223,0.182425528764725
7184,20140811111332,11015,0.182425528764725
5225,20140811111338,6638,0.182425528764725
4981,20140811111345,9130,0.182425528764725
8732,20140811111353,4947,0.182425528764725
9882,20140811111411,11825,0.182425528764725
5976,20140811111413,6638,0.182425528764725
6944,20140811111427,3011,0.182425528764725
5877,20140811111428,9189,0.182425528764725
1631,20140811111449,3293,0.182425528764725
9387,20140811111450,10494,0.182425528764725
150,20140811111453,9255,0.182425528764725
8789,20140811111458,8066,0.182425528764725
1121,20140811111501,11175,0.182425528764725
7538,20140811111501,9228,0.182425528764725
1056,20140811111503,2553,0.182425528764725
1172,20140811111506,9687,0.182425528764725
6192,20140811111510,8506,0.182425528764725
5617,20140811111516,4449,0.182425528764725
3876,20140811111517,7315,0.182425528764725
2247,20140811111532,9029,0.182425528764725
4252,20140811111541,1019,0.182425528764725
553,20140811111546,9026,0.182425528764725
1475,20140811111547,4883,0.182425528764725
1020,20140811111556,10494,0.182425528764725
5150,20140811111557,558,0.182425528764725
2039,20140811111608,4437,0.182425528764725
2835,20140811111611,3744,0.182425528764725
3101,20140811111621,9090,0.182425528764725
4849,20140811111621,4233,0.182425528764725
274,20140811111626,11263,0.182425528764725
2382,20140811111642,4909,0.182425528764725
5795,20140811111654,648,0.182425528764725
7882,20140811111707,3773,0.182425528764725
4799,20140811111715,11849,0.182425528764725
9138,20140811111715,4966,0.182425528764725
8367,20140811111727,7310,0.182425528764725
2439,20140811111742,9280,0.182425528764725
3597,20140811111746,525,0.182425528764725
384,20140811111754,9203,0.182425528764725
5262,20140811111758,7155,0.182425528764725
3572,20140811111759,7303,0.182425528764725
4323,20140811111801,9280,0.182425528764725
7552,20140811111805,9332,0.182425528764725
1564,20140811111824,9604,0.182425528764725
1681,20140811111831,9020,0.182425528764725
2717,20140811111831,9646,0.182425528764725
322,20140811111832,9553,0.182425528764725
769,20140811111836,6472,0.182425528764725
2178,20140811111841,8944,0.182425528764725
4987,20140811111843,4884,0.182425528764725
6957,20140811111844,5040,0.182425528764725
243,20140811111857,4539,0.182425528764725
4676,20140811111859,9519,0.182425528764725
926,20140811111901,9117,0.182425528764725
3903,20140811111901,8506,0.182425528764725
2133,20140811111906,9119,0.182425528764725
1651,20140811111910,649,0.182425528764725
5209,20140811111911,10,0.182425528764725
1699,20140811111912,3732,0.182425528764725
5714,20140811111912,9604,0.182425528764725
5840,20140811111915,9588,0.182425528764725
4052,20140811111921,3736,0.182425528764725
5125,20140811111930,9057,0.182425528764725
8342,20140811111953,9576,0.182425528764725
6937,20140811111954,10772,0.182425528764725
2873,20140811112002,258,0.182425528764725
9179,20140811112011,11764,0.182425528764725
1531,20140811112021,5168,0.182425528764725
8078,20140811112028,4756,0.182425528764725
6972,20140811112046,9170,0.182425528764725
1808,20140811112047,1019,0.182425528764725
8856,20140811112051,7341,0.182425528764725
8891,20140811112051,10754,0.182425528764725
8790,20140811112104,26,0.182425528764725
9323,20140811112112,11910,0.182425528764725
4115,20140811112113,9263,0.182425528764725
5375,20140811112125,9328,0.182425528764725
402,20140811112154,9096,0.182425528764725
545,20140811112201,6210,0.182425528764725
9270,20140811112203,5033,0.182425528764725
8593,20140811112204,9604,0.182425528764725
7329,20140811112216,10773,0.182425528764725
7071,20140811112236,3773,0.182425528764725
6934,20140811112243,10782,0.182425528764725
6857,20140811112245,4437,0.182425528764725
