"userid","shopid","arrTime"
3165,9255,20140811104816
1195,1019,20140811104828
8826,8066,20140811104830
555,4325,20140811104836
2648,8066,20140811104844
3489,8822,20140811104846
8657,5564,20140811104848
4188,9079,20140811104905
3116,1019,20140811104906
9391,11859,20140811104911
381,5714,20140811104937
2711,7244,20140811104940
8938,3074,20140811104952
6821,3427,20140811104955
5111,9047,20140811105006
5276,6206,20140811105008
7183,11376,20140811105013
1290,10501,20140811105035
7705,7341,20140811105043
7227,9203,20140811105052
4553,9116,20140811105054
2118,4306,20140811105103
2903,7341,20140811105104
4967,4947,20140811105104
9938,3885,20140811105104
4412,6157,20140811105111
9379,6140,20140811105117
9864,9225,20140811105131
3553,9047,20140811105145
3887,4966,20140811105149
7151,3737,20140811105153
9431,4966,20140811105156
9410,3821,20140811105225
4775,11931,20140811105227
8927,7342,20140811105229
7308,9328,20140811105230
7069,4966,20140811105237
8247,8931,20140811105249
3031,380,20140811105259
7822,4421,20140811105259
343,3427,20140811105300
5749,10782,20140811105307
4981,9130,20140811105311
5626,7360,20140811105316
6144,9147,20140811105319
8446,1689,20140811105322
9689,9292,20140811105326
2583,9303,20140811105332
1049,9723,20140811105338
1407,11233,20140811105354
6844,4829,20140811105406
8679,9225,20140811105415
1765,3842,20140811105417
5181,659,20140811105426
2376,10494,20140811105428
6047,5040,20140811105444
4498,9671,20140811105458
7459,9203,20140811105459
2812,1778,20140811105502
6170,5541,20140811105508
2730,5933,20140811105509
4006,6638,20140811105518
6459,9255,20140811105541
9373,9027,20140811105541
7575,5311,20140811105547
2125,10759,20140811105549
5730,9072,20140811105551
6577,4941,20140811105553
7256,4627,20140811105556
9777,9845,20140811105611
1336,10677,20140811105612
7018,9332,20140811105621
906,3011,20140811105623
3564,11748,20140811105623
6033,7786,20140811105623
9879,8920,20140811105625
8653,9296,20140811105642
6174,9170,20140811105644
5252,9791,20140811105656
6289,8010,20140811105656
4941,9222,20140811105658
7195,4876,20140811105712
4010,5208,20140811105713
7296,11512,20140811105714
8692,11764,20140811105716
2596,5175,20140811105717
6261,11039,20140811105732
6177,7289,20140811105743
6003,9669,20140811105805
6215,7996,20140811105807
495,3058,20140811105810
4222,9312,20140811105819
5365,9104,20140811105819
7331,3776,20140811105828
8922,5025,20140811105842
5817,10498,20140811105843
1790,9151,20140811105844
3142,4421,20140811105844
835,9604,20140811105845
5386,11601,20140811105857
7944,26,20140811105904
3006,8000,20140811105919
1654,3821,20140811105921
8087,9251,20140811105922
9153,6157,20140811105938
9241,3527,20140811105938
3330,9159,20140811105940
9462,711,20140811105941
7192,6472,20140811105946
4287,3527,20140811105951
7316,18,20140811105953
6960,9617,20140811110013
4998,4876,20140811110022
5985,1622,20140811110033
7211,9646,20140811110052
4161,9090,20140811110101
2747,9015,20140811110104
4681,9467,20140811110105
1257,1778,20140811110123
3970,10922,20140811110140
1838,5334,20140811110142
4039,9332,20140811110149
898,6140,20140811110157
3031,9524,20140811110206
5709,11267,20140811110209
3094,1814,20140811110214
538,9170,20140811110219
8746,5405,20140811110220
2456,1739,20140811110222
4102,3536,20140811110225
7518,9124,20140811110233
3244,6638,20140811110247
9819,7330,20140811110252
1724,7380,20140811110258
5684,9233,20140811110258
908,5015,20140811110303
7239,9203,20140811110306
8518,9057,20140811110308
5525,4421,20140811110311
7477,8715,20140811110326
5241,11,20140811110335
6775,9043,20140811110337
8795,3509,20140811110350
9522,9270,20140811110350
5595,9328,20140811110400
8887,9006,20140811110419
3108,5264,20140811110425
4618,9,20140811110433
8003,9096,20140811110445
7954,3025,20140811110446
7881,3781,20140811110536
9511,4393,20140811110542
6482,10680,20140811110543
2276,10610,20140811110545
1256,3732,20140811110547
3884,9214,20140811110548
3225,11274,20140811110555
2189,9467,20140811110558
7121,10904,20140811110601
3787,5099,20140811110625
923,9135,20140811110645
4193,6140,20140811110651
1507,7289,20140811110701
4056,10922,20140811110707
1177,9695,20140811110709
4601,5331,20140811110709
515,6515,20140811110715
3208,5714,20140811110727
1450,11535,20140811110729
6940,974,20140811110734
2409,10554,20140811110757
5297,3776,20140811110802
2114,537,20140811110808
1477,4947,20140811110814
1772,10999,20140811110818
7028,4627,20140811110825
7208,9695,20140811110831
8234,1051,20140811110834
2011,9657,20140811110853
4513,7330,20140811110853
6385,11535,20140811110854
7886,1869,20140811110911
7687,3776,20140811110913
4859,1019,20140811110916
967,9467,20140811110924
9251,3536,20140811110951
5991,10610,20140811110955
9001,5000,20140811111000
8334,3072,20140811111007
5735,4488,20140811111016
5071,4606,20140811111036
6305,9079,20140811111054
7303,4627,20140811111054
3598,11764,20140811111106
7366,9174,20140811111108
2111,9074,20140811111112
3818,9687,20140811111115
8344,7244,20140811111115
3368,9019,20140811111116
944,4488,20140811111121
3963,9,20140811111136
8608,8066,20140811111140
2379,10843,20140811111142
7950,7508,20140811111144
6875,9270,20140811111146
7960,9011,20140811111208
3755,9170,20140811111219
3006,520,20140811111237
4656,4826,20140811111237
3921,9328,20140811111244
5142,10358,20140811111250
7795,5042,20140811111309
1424,9152,20140811111311
387,9006,20140811111312
3082,11425,20140811111314
1570,9069,20140811111315
4188,11013,20140811111324
377,10843,20140811111325
2451,3109,20140811111329
2686,8506,20140811111330
3253,9223,20140811111332
7184,11015,20140811111332
5225,6638,20140811111338
4981,9130,20140811111345
8732,4947,20140811111353
9882,11825,20140811111411
5976,6638,20140811111413
6944,3011,20140811111427
5877,9189,20140811111428
1631,3293,20140811111449
9387,10494,20140811111450
150,9255,20140811111453
8789,8066,20140811111458
1121,11175,20140811111501
7538,9228,20140811111501
1056,2553,20140811111503
1172,9687,20140811111506
6192,8506,20140811111510
5617,4449,20140811111516
3876,7315,20140811111517
2247,9029,20140811111532
4252,1019,20140811111541
553,9026,20140811111546
1475,4883,20140811111547
1020,10494,20140811111556
5150,558,20140811111557
2039,4437,20140811111608
2835,3744,20140811111611
3101,9090,20140811111621
4849,4233,20140811111621
274,11263,20140811111626
2382,4909,20140811111642
5795,648,20140811111654
7882,3773,20140811111707
4799,11849,20140811111715
9138,4966,20140811111715
8367,7310,20140811111727
2439,9280,20140811111742
3597,525,20140811111746
384,9203,20140811111754
5262,7155,20140811111758
3572,7303,20140811111759
4323,9280,20140811111801
7552,9332,20140811111805
1564,9604,20140811111824
1681,9020,20140811111831
2717,9646,20140811111831
322,9553,20140811111832
769,6472,20140811111836
2178,8944,20140811111841
4987,4884,20140811111843
6957,5040,20140811111844
243,4539,20140811111857
4676,9519,20140811111859
926,9117,20140811111901
3903,8506,20140811111901
2133,9119,20140811111906
1651,649,20140811111910
5209,10,20140811111911
1699,3732,20140811111912
5714,9604,20140811111912
5840,9588,20140811111915
4052,3736,20140811111921
5125,9057,20140811111930
8342,9576,20140811111953
6937,10772,20140811111954
2873,258,20140811112002
9179,11764,20140811112011
1531,5168,20140811112021
8078,4756,20140811112028
6972,9170,20140811112046
1808,1019,20140811112047
8856,7341,20140811112051
8891,10754,20140811112051
8790,26,20140811112104
9323,11910,20140811112112
4115,9263,20140811112113
5375,9328,20140811112125
402,9096,20140811112154
545,6210,20140811112201
9270,5033,20140811112203
8593,9604,20140811112204
7329,10773,20140811112216
7071,3773,20140811112236
6934,10782,20140811112243
6857,4437,20140811112245
3839,1019,20140811112254
6339,7510,20140811112254
313,9151,20140811112310
1950,9900,20140811112311
122,3821,20140811112342
7532,10382,20140811112400
4578,7977,20140811112419
8728,5733,20140811112433
6498,8066,20140811112444
5104,9182,20140811112448
7188,9090,20140811112456
2932,1930,20140811112515
6146,4421,20140811112520
7141,664,20140811112520
1416,9651,20140811112527
407,4437,20140811112528
7054,9328,20140811112530
6466,7310,20140811112554
2577,9467,20140811112601
4840,6472,20140811112601
5017,3017,20140811112623
1291,3771,20140811112631
8833,2114,20140811112644
5526,9147,20140811112646
3824,9450,20140811112658
9398,9889,20140811112728
8064,9832,20140811112729
9766,9095,20140811112732
5528,4331,20140811112734
7914,9069,20140811112741
6058,6206,20140811112743
574,9151,20140811112744
1498,7996,20140811112801
3048,10986,20140811112814
8313,6274,20140811112818
6332,648,20140811112839
4816,7315,20140811112854
3673,11756,20140811112906
104,9006,20140811112915
7811,11027,20140811112917
8793,10782,20140811112929
4580,9119,20140811112940
6795,4401,20140811112951
2397,4421,20140811112952
7649,5042,20140811112956
4490,5152,20140811112959
3987,10574,20140811113011
92,9323,20140811113013
3382,9074,20140811113015
1370,10484,20140811113017
2130,4851,20140811113018
8747,4627,20140811113031
8080,9687,20140811113051
8994,2001,20140811113103
1852,10554,20140811113108
1265,9043,20140811113116
6313,3095,20140811113120
12,9064,20140811113133
8241,5924,20140811113133
9146,10874,20140811113133
4025,9332,20140811113140
6820,4883,20140811113144
4744,9143,20140811113150
3609,8066,20140811113202
8067,4440,20140811113205
6843,9233,20140811113222
8730,11015,20140811113228
5080,9,20140811113241
6902,11378,20140811113252
3817,648,20140811113257
8357,9164,20140811113300
9451,9467,20140811113328
9810,7341,20140811113342
1628,9057,20140811113346
2738,1019,20140811113414
6508,1669,20140811113418
1065,8872,20140811113429
8506,553,20140811113440
2449,9203,20140811113504
9194,9057,20140811113513
4187,9151,20140811113516
6426,9159,20140811113531
3376,4963,20140811113602
1392,9961,20140811113614
7966,9072,20140811113623
6783,9043,20140811113625
1640,10554,20140811113631
932,3883,20140811113637
4258,5042,20140811113715
2234,9203,20140811113728
5483,9328,20140811113734
6779,9332,20140811113736
2212,9279,20140811113746
8678,9176,20140811113747
3302,4440,20140811113806
1374,9233,20140811113807
2457,5168,20140811113833
5099,4940,20140811113846
7918,1930,20140811113847
2634,9599,20140811113854
4013,6274,20140811113858
8842,3821,20140811113920
4430,9170,20140811113923
5316,6472,20140811113925
9911,9263,20140811113927
5188,9687,20140811113931
6599,9116,20140811113951
1769,9194,20140811113957
9589,9090,20140811114007
8229,7962,20140811114010
7190,5836,20140811114011
7689,8066,20140811114028
9848,4437,20140811114033
6182,11849,20140811114054
2958,6472,20140811114055
9703,8459,20140811114059
6908,5324,20140811114101
2504,9222,20140811114103
3847,10554,20140811114103
6132,9151,20140811114112
8457,6133,20140811114112
3193,5264,20140811114117
7719,9292,20140811114121
6761,6638,20140811114136
7426,10484,20140811114141
5974,9866,20140811114142
8121,4829,20140811114155
8933,9086,20140811114157
9755,9849,20140811114159
6136,258,20140811114200
6080,1019,20140811114208
2209,10484,20140811114220
5480,10656,20140811114231
2341,520,20140811114235
3768,10625,20140811114235
8641,9270,20140811114238
5051,9258,20140811114246
6756,9448,20140811114248
665,7951,20140811114300
6451,649,20140811114303
9247,9175,20140811114309
6613,6638,20140811114325
744,6523,20140811114332
3775,9147,20140811114339
7064,8931,20140811114348
9725,3074,20140811114402
2992,6157,20140811114412
4825,9120,20140811114413
1316,1669,20140811114414
5501,9255,20140811114427
5561,4409,20140811114443
3295,7924,20140811114452
7096,10759,20140811114458
3457,8066,20140811114501
543,5002,20140811114516
1385,11362,20140811114530
7338,3855,20140811114531
5944,11892,20140811114532
6155,5208,20140811114538
9444,6638,20140811114544
6485,9057,20140811114601
2046,10495,20140811114605
7556,6638,20140811114609
1506,11189,20140811114611
4539,6638,20140811114612
1027,4637,20140811114617
3645,1019,20140811114621
275,11145,20140811114624
1869,9063,20140811114628
68,5331,20140811114633
7990,9328,20140811114635
7878,4306,20140811114642
8473,11039,20140811114644
1347,11634,20140811114705
4566,80,20140811114711
7022,5606,20140811114712
7264,9299,20140811114714
7645,9323,20140811114714
9429,9272,20140811114728
9642,5324,20140811114732
6299,9069,20140811114735
6676,5870,20140811114745
4331,553,20140811114753
3750,9151,20140811114756
1596,9170,20140811114803
4219,6274,20140811114808
9796,10494,20140811114832
5503,3736,20140811114840
3692,9203,20140811114842
8353,9292,20140811114843
7030,10634,20140811114845
6181,5714,20140811114849
7312,9855,20140811114852
3287,11601,20140811114855
3691,4549,20140811114926
1070,10680,20140811114932
3875,9027,20140811114950
585,8066,20140811115003
9749,5541,20140811115006
1567,4549,20140811115008
9572,9086,20140811115010
6379,3855,20140811115017
8745,10918,20140811115023
1132,3736,20140811115026
7541,5000,20140811115026
5956,1019,20140811115041
529,9124,20140811115051
9293,8972,20140811115053
9309,3365,20140811115100
1345,9063,20140811115132
2492,26,20140811115137
2603,10939,20140811115142
8485,258,20140811115150
814,18,20140811115151
1742,10680,20140811115154
3238,4926,20140811115156
2904,4620,20140811115159
4746,11535,20140811115210
879,6274,20140811115215
6740,8463,20140811115241
9452,3017,20140811115250
338,6755,20140811115251
8635,9051,20140811115258
7519,5025,20140811115303
8981,9182,20140811115321
4604,8015,20140811115332
8932,9147,20140811115333
8352,4883,20140811115338
2085,5851,20140811115343
6973,9183,20140811115345
9042,10677,20140811115349
2521,4627,20140811115350
1837,9496,20140811115354
5459,8697,20140811115411
2675,9526,20140811115417
5906,1930,20140811115422
5280,5208,20140811115430
1198,5486,20140811115433
1944,9279,20140811115434
9839,9116,20140811115444
5337,11894,20140811115452
3700,974,20140811115454
8935,1739,20140811115506
1354,7981,20140811115514
4722,4421,20140811115537
3642,11404,20140811115542
5791,3773,20140811115547
3984,6274,20140811115606
8180,4631,20140811115606
3698,11674,20140811115620
3623,5564,20140811115623
4167,10251,20140811115623
7468,8878,20140811115725
5970,11674,20140811115726
5033,3025,20140811115728
1853,9886,20140811115758
6510,4929,20140811115801
9544,11892,20140811115804
2662,9450,20140811115811
8179,10610,20140811115829
7924,7350,20140811115832
5692,9059,20140811115837
6266,9567,20140811115842
8779,4887,20140811115848
5160,6536,20140811115853
7020,7304,20140811115922
8934,9151,20140811115950
7094,8000,20140811115951
8497,11535,20140811115956
2742,4549,20140811115958
8112,5714,20140811120000
4771,5486,20140811120014
7832,9332,20140811120029
7838,9328,20140811120048
2457,5168,20140811120113
7912,5028,20140811120128
5531,6157,20140811120138
797,9233,20140811120139
7250,3736,20140811120153
7153,3883,20140811120157
3936,10680,20140811120213
1901,9303,20140811120223
3266,8066,20140811120234
7231,520,20140811120238
985,915,20140811120253
9635,9143,20140811120254
6774,7303,20140811120300
4675,9051,20140811120301
9498,9182,20140811120304
3294,11756,20140811120313
8405,9233,20140811120336
1229,9035,20140811120338
1256,3732,20140811120346
6982,1019,20140811120346
9158,9222,20140811120359
4959,7365,20140811120406
1013,10382,20140811120414
8090,5939,20140811120443
1723,3771,20140811120451
842,11535,20140811120507
9934,9139,20140811120530
5267,9203,20140811120531
4621,4306,20140811120542
8102,3180,20140811120559
1175,9207,20140811120606
2838,7330,20140811120618
2360,9292,20140811120620
2235,11240,20140811120634
5145,9019,20140811120638
9621,664,20140811120654
2878,9312,20140811120655
8120,9299,20140811120712
5114,9057,20140811120731
1479,10831,20140811120737
1712,9051,20140811120741
8561,8766,20140811120742
1685,3536,20140811120757
4212,9873,20140811120758
4080,3727,20140811120759
7464,11010,20140811120819
7986,8066,20140811120825
7652,9279,20140811120829
5137,3741,20140811120840
1820,7068,20140811120851
4466,9687,20140811120854
3501,10501,20140811120918
3739,9286,20140811120928
3304,10494,20140811120951
7318,9026,20140811120955
2087,10675,20140811121002
8917,11590,20140811121005
7091,10396,20140811121009
5691,9303,20140811121016
4477,4440,20140811121034
8439,5040,20140811121035
2097,9035,20140811121039
9155,3527,20140811121044
8761,8976,20140811121051
609,9176,20140811121100
3755,26,20140811121107
2058,11764,20140811121111
3594,4756,20140811121135
1159,7341,20140811121145
9926,8066,20140811121145
3061,6670,20140811121202
1285,558,20140811121244
9079,648,20140811121245
9585,5168,20140811121251
4876,5040,20140811121338
1886,3821,20140811121351
6005,11889,20140811121354
8508,9576,20140811121431
7466,18,20140811121453
3537,9152,20140811121513
7379,5175,20140811121529
8532,3763,20140811121533
4677,9151,20140811121541
6924,9604,20140811121605
526,11240,20140811121606
183,9203,20140811121626
1069,6738,20140811121626
3647,5823,20140811121635
6542,4966,20140811121639
6782,8731,20140811121640
6338,10494,20140811121646
2813,9124,20140811121648
3947,5028,20140811121715
7273,6638,20140811121733
3576,9116,20140811121752
1393,3536,20140811121756
2831,11764,20140811121756
1582,8944,20140811121800
512,11825,20140811121807
6911,10495,20140811121814
6319,9082,20140811121817
1853,9889,20140811121826
4325,3827,20140811121832
1640,5208,20140811121859
9125,7163,20140811121902
7747,9515,20140811121949
8652,654,20140811122003
7853,7524,20140811122006
2664,10494,20140811122026
7899,5025,20140811122026
3071,9119,20140811122038
3965,6472,20140811122050
6150,3501,20140811122112
9517,8822,20140811122205
7631,7786,20140811122217
1795,9286,20140811122230
6445,9270,20140811122236
5980,7244,20140811122300
964,9496,20140811122326
553,520,20140811122331
8062,8899,20140811122350
8550,9006,20140811122350
5213,5264,20140811122359
3548,4627,20140811122402
7283,9225,20140811122408
197,9006,20140811122418
6949,29,20140811122419
4539,11849,20140811122439
5879,1689,20140811122455
7792,3024,20140811122506
417,7510,20140811122519
4590,4926,20140811122636
9929,4359,20140811122743
9743,8697,20140811122746
466,9147,20140811122750
678,9281,20140811122757
8356,8066,20140811122805
392,9026,20140811122836
7921,5669,20140811122838
2816,597,20140811122916
8255,9117,20140811122933
2960,7996,20140811122953
2142,9303,20140811123006
5764,11733,20140811123034
9136,9671,20140811123047
8012,9303,20140811123053
458,9159,20140811123057
823,9124,20140811123105
1925,8840,20140811123127
4745,5040,20140811123133
9815,3214,20140811123135
4168,8010,20140811123148
1967,3821,20140811123155
2640,6472,20140811123202
6310,10494,20140811123216
2204,7981,20140811123217
7443,6472,20140811123305
2093,10680,20140811123325
6636,11889,20140811123332
3004,9312,20140811123345
102,9496,20140811123352
4301,3771,20140811123421
2172,4917,20140811123425
5197,9782,20140811123429
4515,3775,20140811123435
8739,9328,20140811123441
9633,1778,20140811123443
3814,4987,20140811123444
3577,4631,20140811123452
6031,6157,20140811123508
1702,3452,20140811123510
7427,6472,20140811123525
5063,3725,20140811123531
8087,26,20140811123549
2403,11674,20140811123554
9602,9687,20140811123559
9823,5000,20140811123603
7650,9263,20140811123627
1873,1669,20140811123646
91,4829,20140811123702
8178,9176,20140811123723
3425,9095,20140811123731
5256,11175,20140811123731
7674,4651,20140811123739
7982,7231,20140811123749
4611,3427,20140811123808
4343,8066,20140811123824
1682,9228,20140811123826
661,10494,20140811123913
4532,1869,20140811123920
8792,11764,20140811123930
6351,9669,20140811123932
5863,4925,20140811123935
6184,11764,20140811123941
7027,9222,20140811124002
3059,9116,20140811124012
5503,3821,20140811124013
1232,1060,20140811124017
6278,9218,20140811124019
3465,6638,20140811124023
5045,18,20140811124025
