USERID,SHOPID,ARRIVAL_TIME
1738,5175,20140812105138
1738,5175,20140824152247
1738,5175,20140823115601
1738,5210,20140818111326
9348,9321,20140820183532
9348,4862,20140812185909
9348,3731,20140812154829
9348,1784,20140812142150
3208,5707,20140823133804
3208,5714,20140821150709
3208,5669,20140814193938
3208,5669,20140812182530
8679,10587,20140824132421
8679,9139,20140822182539
8679,3883,20140822175509
8679,5152,20140822133708
2282,664,20140813181542
2282,3885,20140824115426
2282,664,20140824103709
2282,664,20140823175603
2282,9159,20140822123845
7747,9515,20140823193209
7747,1881,20140820141741
3066,9149,20140812180249
3066,3201,20140823174518
2382,7356,20140824113236
2382,7356,20140823175807
2382,7356,20140823150918
2382,7356,20140823111704
4606,8066,20140816100447
4606,8066,20140814142249
4606,8066,20140813143538
809,7356,20140812150951
809,7356,20140824144022
809,7356,20140823161320
809,7356,20140823151615
809,7356,20140823145039
3853,4967,20140813140126
3853,11,20140822130846
3853,9026,20140815112815
7321,9515,20140814172648
7321,3073,20140822102726
7442,8506,20140812102100
7442,1101,20140824134427
7442,1217,20140824114431
7442,1101,20140822140808
7442,8506,20140820134939
4508,7335,20140814164406
4508,3854,20140823121821
4508,10986,20140820101756
4508,9119,20140816165246
4997,9467,20140824151131
4997,9467,20140824110256
9687,9194,20140823171429
9687,3790,20140823152001
9687,9194,20140821183838
8678,7897,20140823162157
8678,9146,20140823100618
8678,7956,20140822113341
8678,9146,20140821101054
9863,6627,20140814154446
9863,11506,20140824144901
9863,11506,20140820152529
9863,11506,20140820142943
9863,11506,20140818135641
249,3853,20140814175148
249,10595,20140819124226
249,10595,20140818165054
249,9089,20140815190352
249,9060,20140815165526
2622,6662,20140812165612
2622,181,20140822124933
2622,7068,20140822111839
3006,4337,20140815171634
3006,7722,20140813155552
3069,3727,20140822132013
3069,10501,20140821161103
3069,4883,20140819180007
3069,4883,20140818125623
4032,974,20140815171549
7028,4671,20140824170012
7028,10985,20140820101203
7028,4671,20140819171054
7028,10985,20140818112407
2301,11608,20140816173912
2301,11725,20140816120718
1174,28,20140812130936
1174,4557,20140824110045
1174,5034,20140824100848
1174,3763,20140812151323
6235,9268,20140812190946
6235,9203,20140824170512
4818,6445,20140823191031
4818,11531,20140821180247
4818,6312,20140820184727
4818,6210,20140820110946
2812,4393,20140813191110
4003,66,20140813114235
4003,66,20140813145640
8377,7942,20140812134202
8377,11316,20140816110327
8377,6081,20140816104444
8377,11414,20140812150830
8377,6040,20140812144827
1993,2072,20140824151436
1993,1051,20140823111357
1993,2162,20140822112909
1993,1051,20140821171347
1151,9277,20140824164705
1151,3856,20140820153740
1151,7946,20140819191110
1151,3826,20140819165646
1592,8899,20140820152216
4657,9086,20140824163601
4657,9116,20140824152610
4657,9116,20140824132425
4657,9116,20140824111945
5143,8842,20140824141924
5143,8697,20140824120853
5143,974,20140824115353
5143,8697,20140819184639
8058,18,20140815192308
8058,9069,20140822175215
8058,9150,20140822105429
8058,7913,20140818110122
3235,4439,20140824120938
3235,4922,20140823160246
3235,4837,20140823133702
3235,5025,20140823114413
5277,3593,20140815104503
5277,9858,20140816141321
5277,3593,20140815113713
8514,4359,20140823104416
8514,7946,20140820140605
8514,4359,20140819172934
8514,10457,20140818145707
4433,4940,20140818110801
4433,4940,20140814173636
4433,4940,20140814140248
4433,4940,20140814102307
6820,553,20140824172756
6820,4919,20140824124731
6820,7356,20140821135855
6820,3725,20140821104310
4041,9149,20140813131523
4041,9060,20140823152039
4041,7350,20140823112724
4041,9149,20140822121942
4041,9057,20140819181657
8109,4999,20140812120925
8109,3882,20140824191531
8109,4851,20140823114916
8109,556,20140822140049
8109,525,20140821182145
5416,5736,20140824121724
5553,11626,20140813104441
5553,7352,20140819150120
5553,7330,20140819100532
5553,11626,20140816133243
5553,11626,20140816114727
8403,9250,20140820125349
8403,4962,20140820105025
6418,9339,20140812154924
6418,10501,20140822154007
6418,9123,20140820173207
6418,9228,20140820110221
6418,9079,20140819171134
1132,4869,20140822123836
1132,3782,20140820170701
1132,3864,20140820103113
1132,7950,20140816174252
4957,9072,20140812104502
4957,9059,20140823113454
4957,7301,20140818170115
4957,9072,20140818110600
4957,3729,20140818101801
9053,7483,20140824191126
9053,7483,20140823171853
9053,7483,20140822170937
9053,7494,20140820172400
9493,9170,20140821172532
9493,9170,20140822131120
9493,3771,20140822103701
172,635,20140812110459
172,9049,20140824105457
172,4856,20140823162045
172,9049,20140823155019
172,9049,20140821130517
3876,7315,20140824155833
3876,9034,20140824121050
3876,9096,20140823113245
3876,3789,20140820133622
2598,11512,20140813143015
2598,6367,20140824181504
2598,11512,20140824144158
2598,6367,20140824132833
2598,6472,20140822194658
2811,7722,20140824142852
2811,7722,20140824113604
2811,7722,20140823151537
2811,3108,20140823123048
530,10508,20140813105558
7960,3864,20140824154833
7960,3800,20140823190719
7960,3789,20140823130336
7960,3864,20140822175420
5554,3718,20140815193325
5554,4927,20140824184943
4434,4921,20140812175909
4434,4987,20140820191512
8650,3836,20140816114857
9195,11958,20140824192814
9195,4543,20140820173304
9195,648,20140818152856
9195,1706,20140818144457
7281,9165,20140812103741
7281,9695,20140820174051
7281,664,20140818122320
7281,3171,20140814112537
193,10490,20140824153458
193,9215,20140823183257
193,9225,20140821183632
193,9086,20140820181418
2202,10494,20140823174437
2202,4937,20140818111209
8099,4947,20140812123839
8099,7361,20140823153750
8099,9059,20140823105745
8099,7996,20140822183211
8178,4915,20140823171834
8178,549,20140823153354
8178,8993,20140822140133
8178,4915,20140821133406
1319,6054,20140815174216
1319,6005,20140822170812
1319,11449,20140819175211
1319,6054,20140819121012
1319,4823,20140818103405
8154,4919,20140824132933
8154,9065,20140823123459
8154,9233,20140823113227
8154,553,20140822162430
2395,5204,20140818153328
2395,9263,20140823103112
2395,3147,20140821150508
2395,936,20140821100713
2395,5208,20140818183416
5364,4909,20140815163456
5364,9070,20140824110949
5364,4904,20140823122506
5364,3864,20140820191819
5364,4909,20140820101050
7248,9176,20140823192220
7248,5015,20140821182805
7248,4848,20140821121211
7248,4883,20140815133703
4269,4862,20140812110146
4269,663,20140824143739
4269,4933,20140823153703
4269,9170,20140822154228
4269,9194,20140821163354
7403,537,20140816115651
7403,9007,20140823144212
7403,9312,20140816145519
8974,9222,20140812144446
8974,9318,20140818164231
8974,9277,20140814145336
1866,7987,20140816161556
1866,5042,20140816141950
447,7068,20140821101738
447,7182,20140818155809
447,6566,20140814161444
447,6670,20140814154051
5185,4965,20140813133211
5185,4999,20140824114945
5185,3827,20140822132949
5185,7310,20140820111921
5185,4999,20140819120446
4728,7350,20140815191220
4728,9271,20140813150748
4728,9271,20140813122013
385,11545,20140824141855
4786,1051,20140824110535
4786,2131,20140823113810
4786,8066,20140822105318
4786,978,20140821112540
1954,9048,20140823175200
1954,1104,20140822140159
1954,9048,20140821100502
1954,10490,20140820161734
3671,9200,20140812190701
3671,11362,20140824162400
3671,3773,20140824153555
3671,6005,20140823133534
3671,5933,20140821151139
4288,7243,20140812145142
4288,7130,20140824142624
4288,7130,20140820132123
4288,6570,20140819153744
4288,7068,20140816100415
3985,9124,20140812150201
3985,10490,20140824114409
3985,9277,20140823182649
3985,9124,20140823113034
3985,9124,20140822152629
1434,1019,20140820122648
1434,2142,20140812160459
1434,8066,20140812144142
805,734,20140821133138
4210,4940,20140822165517
4210,4940,20140822123302
4210,4966,20140821184908
4210,4940,20140821144644
8554,9020,20140824123446
8554,9059,20140823161215
8554,3864,20140822100422
8554,9020,20140820101521
3801,553,20140824104446
3801,7273,20140822191014
3801,553,20140818100356
2856,9207,20140812171639
2856,7978,20140822153514
2856,5002,20140821165700
2856,9330,20140820172214
6444,549,20140812145345
6444,549,20140823160357
6444,549,20140822152916
6444,549,20140822144412
6444,26,20140821154232
9269,9118,20140815103401
9269,3341,20140822113100
9269,1790,20140821185220
9269,5197,20140820105856
9269,1790,20140819171415
5292,10484,20140812143258
5292,537,20140823174359
5292,4856,20140822175836
5292,4978,20140822145805
5292,1825,20140820144741
6284,9095,20140823145512
6284,7318,20140819120734
6284,9263,20140813125208
6284,7315,20140812135032
266,9600,20140823154058
266,6075,20140816150413
266,11402,20140816143643
266,9310,20140816131708
4909,9333,20140812111318
4909,9333,20140820144348
4909,9069,20140820110016
4909,9020,20140819184811
4909,9333,20140819121421
1855,5248,20140818121828
1855,5182,20140824172458
1855,5258,20140823191733
1855,5182,20140823125604
1855,5078,20140822110833
1382,4837,20140813184508
1382,7977,20140824120519
1382,4861,20140821101646
1382,4837,20140818193626
5722,5175,20140821112813
5722,5129,20140820131844
5722,5257,20140819173319
5722,5136,20140819122958
1895,4753,20140813181040
1895,4753,20140823190228
1895,4753,20140821145538
1895,6472,20140816181727
4895,7273,20140822185545
4895,9164,20140822144949
4895,9164,20140822130046
4895,9164,20140821191908
98,635,20140812122210
98,9164,20140824131722
98,9119,20140821140303
98,9164,20140819152933
98,3827,20140818143536
9492,9866,20140812115933
9492,9866,20140824190442
9492,3452,20140824123120
9492,3452,20140824103216
9492,9866,20140822130645
1443,4919,20140821150214
367,9151,20140823183819
367,9118,20140822180408
367,10490,20140818131127
9013,2142,20140813103120
9013,8058,20140822163253
9013,8860,20140822141830
9013,2246,20140822113413
9013,2142,20140819174617
2078,9901,20140818164013
2078,3405,20140819105902
7503,385,20140819105911
7503,18,20140813111550
8205,8467,20140823170711
8205,1198,20140820115035
8205,9235,20140815112837
8994,1995,20140824135923
8994,3309,20140823142027
8994,3335,20140821163925
8994,1995,20140819105413
597,5034,20140813154130
597,527,20140823184216
597,9194,20140823170435
597,5034,20140823140131
597,5033,20140823134243
9751,5025,20140824133814
9751,5025,20140822165114
9751,5025,20140821190154
9751,5025,20140820111819
5508,9130,20140812162439
5508,9223,20140824190418
5508,9279,20140820142138
5508,9130,20140818171400
3508,4919,20140819103316
3508,10488,20140823145434
3496,9165,20140814103115
3496,4966,20140824164339
3496,9241,20140824140202
3496,7980,20140821184349
3496,9165,20140820161609
624,9130,20140812152231
624,9096,20140824182254
624,7981,20140822161712
624,7935,20140822105928
624,7935,20140821104323
1318,3087,20140813123640
1318,1019,20140822194525
3213,9241,20140819110958
3213,9236,20140818103311
1661,3776,20140815193100
1661,8016,20140823181321
1661,3776,20140822194507
1661,10501,20140818160113
9687,3790,20140824161920
9014,9270,20140812144428
9014,1668,20140820165236
9014,3829,20140818100739
9014,3814,20140816104306
9014,3864,20140812155049
7495,3857,20140822160352
7495,9072,20140818122934
7495,26,20140814170448
6908,5295,20140824191229
6908,5295,20140824124730
6908,5295,20140824115610
6908,7942,20140823185744
1658,1942,20140814120146
1658,1969,20140822181755
1658,4947,20140820193132
1658,7984,20140818184812
1658,3329,20140818104445
7000,7918,20140816131732
7000,4862,20140823113437
7000,4925,20140818184008
3948,9130,20140824173631
4741,7273,20140820112259
4741,7310,20140824160607
1265,4861,20140824173407
1265,533,20140823174520
1265,7340,20140823153117
1265,5010,20140821155114
3369,5175,20140823182504
3369,5175,20140823155633
3369,5175,20140820185706
3369,5175,20140819162533
9128,7940,20140812151424
9128,3293,20140815145733
9128,3293,20140815125358
9128,2155,20140814163229
9128,3293,20140813162015
8202,3790,20140815150126
8202,7946,20140823182324
8202,9187,20140822170741
8202,9187,20140819153243
8202,5040,20140818142536
1577,857,20140813195215
1577,33,20140815153310
1577,5168,20140815132324
2709,8066,20140812134831
2709,8931,20140818195402
2709,8860,20140815114356
2709,8872,20140814154852
2709,2114,20140812173901
5647,6662,20140813174440
5647,10939,20140814174156
9194,9090,20140818181433
9194,4965,20140815132342
9194,3724,20140813111406
1951,9175,20140823130625
1951,9175,20140822160335
1951,9175,20140821181523
1951,9175,20140820175343
7915,9149,20140814180055
7915,4379,20140820135911
7915,9149,20140815163058
2241,2127,20140814142746
9202,4839,20140824153947
9202,9124,20140823144956
9202,9325,20140822153116
9202,9124,20140822134246
736,10495,20140812114923
736,10495,20140822141329
1730,4947,20140816110737
1730,9116,20140823143232
1730,7315,20140822114338
1730,5034,20140821114309
1730,4488,20140819100949
7149,7996,20140823192826
7149,3883,20140821132816
7149,3771,20140819142911
7149,3883,20140819101614
9495,3745,20140812190851
9495,10978,20140823101422
9495,9159,20140822153955
9495,9112,20140821160526
9495,4883,20140821150657
1217,10402,20140814145048
1217,9315,20140818112719
1217,1790,20140818103951
4651,5714,20140812112451
4651,10887,20140821150610
4651,5621,20140814145614
7024,11512,20140824131442
7024,11640,20140823194541
7024,11635,20140823154550
7024,6472,20140822180136
75,9027,20140824184718
75,4964,20140823190140
75,4947,20140823170057
75,9,20140823122152
7202,1059,20140813135430
4251,9119,20140824171550
4251,556,20140822190037
4251,9164,20140822175332
4251,7273,20140821130557
78,1980,20140813175101
78,1980,20140824171207
78,1980,20140823181414
78,1980,20140823154720
78,1980,20140823110646
1883,3109,20140824154316
1883,9467,20140822110538
5678,3028,20140820170548
5678,3028,20140815124301
5678,3028,20140814100120
8199,9267,20140824174319
8199,9119,20140822125851
8199,3826,20140816191404
3572,635,20140822101142
3572,4904,20140820145927
3572,7978,20140815110636
3572,9089,20140813104533
2470,7959,20140812145222
2470,10494,20140824100305
2470,10494,20140822171520
2470,11315,20140821153155
2470,7942,20140821143717
8940,8731,20140815124924
6674,9671,20140823154150
4235,7996,20140820182310
4235,4829,20140820133858
4235,9027,20140815185232
4235,5939,20140815130604
8053,13,20140815123824
8167,3842,20140824142900
8167,3847,20140824101136
8167,4851,20140823184813
8167,8986,20140823151739
8446,9023,20140823125714
8446,8842,20140816153215
8446,1622,20140813181056
575,10541,20140812102825
575,10653,20140824163029
575,9080,20140822170922
575,9328,20140821170407
575,11437,20140819155004
2357,3290,20140814123115
2357,1019,20140815165854
2357,9687,20140814131756
5043,4962,20140823122247
2383,9273,20140813115941
2383,5131,20140824112435
2383,6270,20140822192514
2383,10625,20140822154424
2383,9273,20140820115819
4896,549,20140824122706
4896,549,20140824103033
4896,655,20140814181228
4896,655,20140814174908
2091,5736,20140812124132
2091,5608,20140823120130
2091,5618,20140820160118
2091,5736,20140819133836
2091,10935,20140819105931
3395,8697,20140822170549
1341,3416,20140812122109
1341,416,20140820192824
1341,416,20140818173122
1341,3416,20140816162314
5094,9657,20140813175519
5094,9657,20140815122111
5552,9604,20140812143941
5552,9553,20140823175456
5552,1832,20140821164555
5552,1869,20140821155126
5552,1869,20140821102208
1882,3053,20140816154236
1882,3053,20140824143701
1882,3017,20140820153420
1882,9467,20140819171434
9659,4220,20140812113751
6192,1175,20140824185902
6192,1101,20140824141234
6192,8506,20140824103908
6192,8506,20140823102934
6220,4951,20140824115145
9397,3536,20140813170014
9397,3427,20140823140923
9397,3425,20140821142345
9397,3536,20140813190421
1530,549,20140822185319
1223,3452,20140821113945
1223,3536,20140823154052
3902,2114,20140816103211
3902,8860,20140816111340
9343,4962,20140814170933
2209,9093,20140824122911
2209,10503,20140820142542
2209,10482,20140819120059
2209,7893,20140814170810
4537,1930,20140823151533
4537,1930,20140823104133
4537,4543,20140814180509
6691,7975,20140812173011
6691,7273,20140823191027
6691,9333,20140823154612
6691,9135,20140818171442
6691,7310,20140815153718
8601,9567,20140815100745
8601,1817,20140815130909
1581,3776,20140813175554
1581,4862,20140823171728
1581,9143,20140823122820
1581,7295,20140822175322
1581,3776,20140819130818
8121,3784,20140824171335
8121,3731,20140824164814
8121,7974,20140824103226
8121,8988,20140823163246
2331,4617,20140820123856
6926,5486,20140824122917
6926,10680,20140823143549
6926,10680,20140823122358
6926,5331,20140822150811
4076,9313,20140824162627
4076,9313,20140824120106
4076,4926,20140821132241
4076,9313,20140820173235
5268,3339,20140812105839
5268,1019,20140816144427
5268,6626,20140812141804
5268,11402,20140812120858
5268,4975,20140812111135
4477,7946,20140822110352
4477,7946,20140821190034
3237,7261,20140819164027
915,9139,20140814132921
915,5015,20140816120116
9369,4909,20140823122656
9369,4909,20140823101233
9369,4909,20140822152817
9369,10434,20140821112702
2705,8066,20140816164517
2705,8066,20140815192333
2705,8860,20140815142055
2705,2114,20140815120256
4255,850,20140822110709
8564,9014,20140812142143
8564,9139,20140822134225
8564,9014,20140818162833
8564,9084,20140816185525
5438,524,20140824132339
5438,9027,20140818110349
5438,9256,20140818103307
2233,9333,20140814104554
9019,5581,20140814134002
9019,10665,20140815103239
8641,9165,20140815153455
8641,4834,20140814103214
8641,9020,20140813161055
310,3763,20140815191413
310,637,20140824190831
310,4877,20140823180159
310,3864,20140822180213
310,5015,20140821113249
8576,9034,20140815154159
7652,4981,20140824114035
7652,4869,20140824104853
7652,7893,20140821163130
7652,3857,20140821104251
7862,9319,20140814155716
7862,9027,20140824140113
7862,9286,20140819115507
7862,3836,20140819100235
1155,10494,20140812171755
1155,9089,20140823163833
1155,9256,20140821101546
1155,9117,20140820180827
1155,664,20140818152129
6692,8842,20140813152614
6692,9104,20140814160831
8110,7310,20140812154930
8110,9020,20140816113006
8110,553,20140814163137
8110,7310,20140813152908
3573,7921,20140820192737
6039,8726,20140815102623
6039,806,20140821170415
6039,740,20140820143145
3952,7942,20140824175022
3952,7942,20140819111342
3952,7942,20140816133545
3952,7942,20140813164021
4836,8998,20140816113043
601,3724,20140813105943
601,4880,20140821174358
601,4829,20140815112345
601,9142,20140814180328
601,8016,20140814145729
6948,3028,20140819160557
6948,9467,20140819170802
8267,1919,20140812140311
8267,2021,20140824152056
8267,9104,20140821154421
8267,1942,20140820174855
8267,1930,20140820152220
6651,3232,20140823103235
4513,7949,20140823121249
4513,9198,20140823113635
4513,9263,20140822143552
4513,9189,20140822120601
1959,4631,20140812160550
7818,11336,20140824135942
7818,11449,20140824115342
7818,10993,20140823173500
7818,5858,20140823160908
4363,7310,20140813180643
4363,9182,20140814152923
1890,7163,20140824173955
1890,7163,20140820104348
1890,7163,20140818151325
1890,7233,20140816182738
9184,394,20140819105332
9184,9303,20140812171247
1347,7510,20140823124117
1347,6472,20140819124523
1347,6270,20140818135309
2361,10495,20140818135331
2361,5994,20140818171610
621,7315,20140816102058
621,9280,20140813181408
621,9297,20140813161636
3554,9297,20140819172048
3554,9768,20140819141340
3554,3857,20140812182606
3554,7935,20140812124127
9557,9127,20140812170804
9557,3790,20140821182921
9557,4449,20140816181043
9557,537,20140815155439
9557,9164,20140815135423
3049,6468,20140816173958
4256,9200,20140823120915
4256,9041,20140822180753
4256,4994,20140822103940
4256,3776,20140819164806
4967,10754,20140824151858
4967,5360,20140822130550
4967,5587,20140820175955
4967,46,20140820112818
318,7736,20140820164717
318,10444,20140824135728
4586,9553,20140815150637
4586,9604,20140824160524
4586,9553,20140820155610
4586,9553,20140819174032
4586,9553,20140819102235
9445,11640,20140812163057
9445,11535,20140824154426
9445,11640,20140818165527
9445,7942,20140814190936
2069,9299,20140813160152
2069,9685,20140823175552
2069,7973,20140822155901
2069,7980,20140813190111
9092,101,20140823112146
9092,5669,20140820145842
9092,5669,20140819110732
1657,10510,20140812111345
1657,10510,20140823174920
1657,10510,20140822140702
1657,10510,20140820120554
1657,10510,20140819123926
813,7363,20140813110836
813,7941,20140820184920
813,9225,20140818105602
813,3771,20140816182950
813,3771,20140816135710
3562,7951,20140816125811
3562,543,20140824125450
3562,543,20140818125628
3662,10935,20140814181316
3662,5669,20140814101355
6270,664,20140824113907
6270,9256,20140822122744
6270,10494,20140822114227
6270,10494,20140821111859
2825,8860,20140821180906
2825,8860,20140814164907
2825,8066,20140812151105
7702,2142,20140824111022
7702,8066,20140823144949
7702,2142,20140823103233
7702,8066,20140822150015
883,4880,20140824171420
883,9015,20140824104255
883,4880,20140823163857
883,4916,20140823101653
