"","userid","arrTime","shopid","test_pro"
"150",7497,20140811100815,9151,0.998699069023132
"151",6810,20140817175743,8775,0.998695075511932
"152",5678,20140811163640,3028,0.99868255853653
"153",8098,20140817165700,8775,0.998678028583527
"154",3123,20140817161612,8697,0.998672008514404
"155",1402,20140811150946,3836,0.998671889305115
"156",455,20140817150652,9147,0.998644530773163
"157",2732,20140817101849,9147,0.998633086681366
"158",6160,20140811182651,9299,0.998631060123444
"159",8087,20140811123549,26,0.998630940914154
"160",2475,20140811100111,249,0.998611807823181
"161",9053,20140811125643,7483,0.998608887195587
"162",9830,20140811170221,4631,0.998602569103241
"163",5449,20140811160250,9228,0.998594105243683
"164",7974,20140811164353,4909,0.998593509197235
"165",2648,20140811104844,8066,0.998567700386047
"166",8981,20140811115321,9182,0.998551905155182
"167",9710,20140811184429,8731,0.998545050621033
"168",9114,20140811182211,11640,0.998534798622131
"169",3080,20140817121603,7786,0.998473227024078
"170",3264,20140817112036,7360,0.998470366001129
"171",8441,20140811181820,4337,0.99847012758255
"172",6569,20140811140416,659,0.998469650745392
"173",8344,20140811111115,7163,0.998464226722717
"174",9035,20140817104431,9147,0.998461127281189
"175",5300,20140817161002,249,0.998457431793213
"176",6711,20140817140231,10610,0.998447120189667
"177",3123,20140817115837,8697,0.998442113399506
"178",5943,20140817174829,4671,0.998423933982849
"179",4313,20140817175641,9646,0.9984090924263
"180",8657,20140811104848,5564,0.998405277729034
"181",5937,20140817163322,11512,0.998385190963745
"182",8062,20140811122350,8972,0.998264968395233
"183",3404,20140817122909,1019,0.998258411884308
"184",8107,20140817102507,8697,0.99822336435318
"185",600,20140811104723,9147,0.99814784526825
"186",6278,20140811124019,9218,0.998142123222351
"187",3831,20140817132129,664,0.998123228549957
"188",2766,20140817185311,1881,0.998112320899963
"189",6810,20140811170732,8775,0.998109817504883
"190",6906,20140811101612,8066,0.998023867607117
"191",4868,20140811180610,4671,0.997997105121613
"192",7082,20140811143015,10610,0.997922003269196
"193",9743,20140811122746,8697,0.997911393642426
"194",9842,20140817114303,4883,0.997900485992432
"195",5419,20140817123038,11894,0.997867703437805
"196",8604,20140817183334,10382,0.997854053974152
"197",8699,20140817143624,26,0.997834265232086
"198",442,20140811154538,658,0.99776828289032
"199",9113,20140811134353,11574,0.997764825820923
"200",2364,20140817170759,9147,0.997750580310822
"201",7333,20140811194014,9194,0.997750222682953
"202",380,20140811174546,7310,0.997724711894989
"203",5068,20140811104100,3180,0.997719466686249
"204",512,20140811121807,11825,0.997714042663574
"205",4129,20140811100357,1814,0.997711062431335
"206",3533,20140817173113,7483,0.997703611850739
"207",1066,20140811102148,11640,0.99767130613327
"208",3736,20140817151435,9151,0.997651636600494
"209",9318,20140811164234,18,0.997585654258728
"210",6191,20140811152450,8731,0.997556328773499
"211",7569,20140817132717,9922,0.997517824172974
"212",2628,20140811132429,7942,0.997516632080078
"213",9232,20140817191149,10610,0.997493267059326
"214",1572,20140817173511,4753,0.997429192066193
"215",309,20140811151632,6210,0.997418642044067
"216",543,20140811114516,5002,0.997408807277679
"217",2364,20140817102747,9147,0.997388184070587
"218",6386,20140817191659,6229,0.997378706932068
"219",2732,20140817172112,9147,0.997302174568176
"220",1474,20140817143302,9116,0.997268080711365
"221",5947,20140811143944,9553,0.997215747833252
"222",6873,20140811145457,175,0.997151970863342
"223",6595,20140811135629,10759,0.997017502784729
"224",4746,20140811115210,11640,0.996991634368896
"225",2664,20140811122026,10494,0.996939897537231
"226",3692,20140811114842,10490,0.996919989585876
"227",6734,20140811172054,9222,0.996908247470856
"228",3775,20140811114339,9147,0.996848165988922
"229",6752,20140817162947,10494,0.996806740760803
"230",4621,20140811120542,4306,0.99675327539444
"231",6896,20140811184903,8697,0.996731042861938
"232",3103,20140811171629,9116,0.996673226356506
"233",455,20140817122741,9147,0.996653616428375
"234",3013,20140817103856,7360,0.996639728546143
"235",7100,20140811185156,7483,0.996621251106262
"236",7497,20140817121423,9151,0.996618866920471
"237",3040,20140811124955,7095,0.99658739566803
"238",706,20140817171331,10441,0.996494114398956
"239",8620,20140817165849,9130,0.996466517448425
"240",7262,20140811165608,7163,0.996442973613739
"241",1880,20140817133338,734,0.996415734291077
"242",5720,20140811185850,6662,0.996411263942719
"243",4773,20140817174921,8463,0.996278822422028
"244",7158,20140817162001,7786,0.996269583702087
"245",6119,20140811125439,10610,0.996212840080261
"246",7900,20140811183204,9273,0.996122300624847
"247",1950,20140811171257,9900,0.996103286743164
"248",9274,20140817115559,9116,0.996094405651093
"249",4720,20140817112159,11327,0.996065557003021
"250",6316,20140811163539,8840,0.996059775352478
"251",5445,20140811152129,8697,0.996014595031738
"252",8107,20140811171059,8697,0.996003210544586
"253",9584,20140811194852,4753,0.995981454849243
"254",1227,20140817181832,8463,0.99596905708313
"255",1362,20140811102224,9467,0.995935320854187
"256",4981,20140811111345,9130,0.995824813842773
"257",1025,20140811174511,6312,0.995792746543884
"258",790,20140817132123,10510,0.995786488056183
"259",2278,20140811100539,4883,0.995780229568481
"260",708,20140817153433,8506,0.995734035968781
"261",4775,20140811105227,11931,0.995703399181366
"262",4896,20140811101922,655,0.995631456375122
"263",5742,20140817191457,175,0.995558381080627
"264",429,20140811173050,5175,0.995535254478455
"265",3750,20140811114756,9151,0.995380282402039
"266",3942,20140817192831,10382,0.995372831821442
"267",2691,20140811124911,11545,0.995343863964081
"268",8241,20140811113133,4671,0.99534285068512
"269",9776,20140817104338,10488,0.995325446128845
"270",8809,20140811151846,10610,0.99515825510025
"271",2364,20140817145651,9147,0.995093941688538
"272",7431,20140817194530,3836,0.995085537433624
"273",1980,20140811174642,11011,0.995072305202484
"274",4718,20140817175952,10494,0.995037496089935
"275",9293,20140817161652,8972,0.994925379753113
"276",5526,20140811112646,9147,0.994870781898499
"277",4599,20140817171443,10648,0.994790434837341
"278",4433,20140811170402,4940,0.994778990745544
"279",3810,20140817155621,3836,0.994746744632721
"280",3778,20140817191057,9900,0.994738876819611
"281",3810,20140817133144,3836,0.994721055030823
"282",1072,20140817180640,4306,0.994703233242035
"283",955,20140811172347,7155,0.994663119316101
"284",9171,20140811103313,8066,0.994657933712006
"285",4791,20140811140750,8709,0.994648873806
"286",5532,20140817192832,10918,0.994626581668854
"287",2309,20140811153124,10610,0.994521021842957
"288",7021,20140811195329,4966,0.994520545005798
"289",7990,20140811114635,9328,0.994429886341095
"290",3891,20140817123152,11895,0.994313836097717
"291",1400,20140817164933,9292,0.994258403778076
"292",1366,20140811174032,18,0.994240522384644
"293",4442,20140817152331,5733,0.994207739830017
"294",4796,20140817143710,1778,0.9941486120224
"295",3847,20140811114103,10554,0.994062006473541
"296",4520,20140817142125,7977,0.994049549102783
"297",8784,20140811191929,8066,0.994044005870819
"298",3013,20140817141539,7360,0.993990421295166
"299",189,20140811104234,3416,0.993983924388885
"300",6511,20140811142050,1784,0.99396026134491
"301",3268,20140817112519,5939,0.993954360485077
"302",1779,20140817111257,7231,0.993941426277161
"303",4597,20140811144644,9900,0.993870735168457
"304",957,20140811152045,5618,0.993864059448242
"305",7431,20140817152223,3836,0.993841886520386
"306",4799,20140811111715,6662,0.993836462497711
"307",264,20140817164235,10595,0.99379289150238
"308",5793,20140811101950,7231,0.993646919727325
"309",1198,20140811115433,5486,0.993618965148926
"310",2437,20140811101624,10494,0.993607401847839
"311",690,20140811180350,10576,0.99359929561615
"312",4069,20140811191602,9116,0.993552088737488
"313",9810,20140811113342,533,0.993455827236176
"314",2364,20140817160622,9147,0.993432521820068
"315",5546,20140817105032,10382,0.9934121966362
"316",2377,20140817141225,4882,0.993407607078552
"317",8581,20140811171538,9303,0.99335253238678
"318",9777,20140817164524,9845,0.993240356445312
"319",6865,20140811135846,8066,0.993239283561707
"320",1276,20140811181834,5034,0.99321848154068
"321",1407,20140811105354,7155,0.993193805217743
"322",9816,20140811125129,7360,0.993172168731689
"323",6183,20140811101522,9519,0.993139445781708
"324",4822,20140817160523,3180,0.993120312690735
"325",8344,20140817164722,7163,0.993021905422211
"326",6020,20140811175635,7310,0.992979109287262
"327",8092,20140811144355,9127,0.99296110868454
"328",7175,20140811165759,8015,0.992949962615967
"329",3455,20140811132729,4947,0.992927134037018
"330",8570,20140811125200,26,0.992859363555908
"331",5036,20140811142548,3571,0.992779314517975
"332",8497,20140811115956,11640,0.992676973342896
"333",3555,20140811185455,6566,0.992552638053894
"334",6794,20140811124733,9175,0.992541670799255
"335",5017,20140811112623,3028,0.992464303970337
"336",7797,20140811104509,10503,0.992431879043579
"337",9220,20140811134308,9116,0.992405474185944
"338",1285,20140811121244,8015,0.992372810840607
"339",9744,20140817143709,9110,0.992368519306183
"340",8903,20140811194636,2072,0.992308259010315
"341",4757,20140811101139,11574,0.992292642593384
"342",1880,20140817112712,734,0.992206633090973
"343",2230,20140817114728,9889,0.992135524749756
"344",790,20140811124732,10510,0.992011725902557
"345",7838,20140817125733,26,0.99198579788208
"346",578,20140811163511,7932,0.991964101791382
"347",529,20140817120942,9124,0.991935968399048
"348",2922,20140811143609,3846,0.991912961006165
"349",3613,20140817135632,18,0.991729557514191
"350",8423,20140817151242,8026,0.991679012775421
"351",5674,20140811141810,6662,0.991630375385284
"352",7853,20140811122006,7524,0.991626858711243
"353",4314,20140811124524,7786,0.991588056087494
"354",8900,20140811130539,3536,0.991519510746002
"355",8344,20140817111121,7163,0.991500735282898
"356",5532,20140817181726,10918,0.99141252040863
"357",355,20140817175520,9149,0.99139529466629
"358",4872,20140817180942,4753,0.991225302219391
"359",4880,20140811104142,4966,0.991063117980957
"360",4602,20140811135319,9340,0.991050958633423
"361",9116,20140811195046,11308,0.990961134433746
"362",6987,20140817132642,4876,0.990951061248779
"363",3948,20140811132235,9130,0.990949213504791
"364",7651,20140811181640,664,0.990914821624756
"365",9612,20140811154453,11894,0.990877330303192
"366",1647,20140817185703,7980,0.99086856842041
"367",4720,20140817105640,11327,0.990817189216614
"368",5480,20140811114231,5306,0.990669250488281
"369",3965,20140811122050,6472,0.990603387355804
"370",1116,20140811183356,26,0.990472733974457
"371",3736,20140811130628,9151,0.990466356277466
"372",322,20140811111832,9553,0.990455806255341
"373",1157,20140811174807,4753,0.990378260612488
"374",5420,20140811151256,7483,0.990338981151581
"375",4546,20140817102100,5331,0.990313947200775
"376",2141,20140817164759,10576,0.990223944187164
"377",2482,20140811152758,7231,0.990010678768158
"378",7158,20140817181706,7786,0.989974677562714
"379",1252,20140811125308,4637,0.989947378635406
"380",6842,20140817185010,9467,0.989926338195801
"381",7530,20140817123912,7946,0.989788472652435
"382",1947,20140817120002,9027,0.989527642726898
"383",6995,20140811141405,7483,0.9894899725914
"384",1068,20140811161636,3180,0.989463686943054
"385",7100,20140817184613,7483,0.98945415019989
"386",7712,20140817142608,6738,0.989370226860046
"387",4344,20140811133206,8860,0.989280164241791
"388",4103,20140811164920,3536,0.989240944385529
"389",545,20140811112201,6210,0.98923522233963
"390",9425,20140817190132,520,0.989125370979309
"391",7631,20140811122217,7786,0.989120602607727
"392",5439,20140811180709,5099,0.989023685455322
"393",3914,20140817190339,4947,0.988968312740326
"394",5880,20140817122846,26,0.988964319229126
"395",1396,20140811152020,5733,0.988957703113556
"396",9520,20140811180848,4940,0.988771021366119
"397",4167,20140817184056,9922,0.988765716552734
"398",2993,20140811182158,3593,0.988736689090729
"399",6122,20140817135037,9116,0.988714993000031
"400",6080,20140811114208,1019,0.988671660423279
"401",7158,20140817130353,7786,0.988570153713226
"402",1696,20140817174759,10610,0.988502740859985
"403",4662,20140811144726,4631,0.988493859767914
"404",3027,20140817152844,11512,0.98845762014389
"405",9509,20140811164521,4631,0.988437831401825
"406",1312,20140817192254,9149,0.988407671451569
"407",6545,20140817175214,18,0.988344550132751
"408",5397,20140811172458,4631,0.988158285617828
"409",529,20140811115051,9124,0.988128483295441
"410",6430,20140811102318,10387,0.988050282001495
"411",8637,20140811152939,9147,0.987988591194153
"412",2110,20140811154118,9695,0.987889587879181
"413",8746,20140811110220,5405,0.987860143184662
"414",2401,20140811100725,181,0.987820327281952
"415",6740,20140811115241,8463,0.987812936306
"416",8552,20140811155338,7946,0.987792789936066
"417",169,20140811125608,5257,0.987555682659149
"418",4606,20140811161420,8066,0.987552881240845
"419",9412,20140817171352,9303,0.987468719482422
"420",6033,20140811105623,7786,0.987357139587402
"421",1336,20140811105612,10677,0.987194359302521
"422",7393,20140811100942,5502,0.987154960632324
"423",4520,20140817100914,9194,0.987150073051453
"424",1696,20140817115407,10610,0.987046360969543
"425",1393,20140811121756,3536,0.986909687519073
"426",3972,20140811124831,9175,0.986887514591217
"427",4772,20140811142236,8697,0.986883699893951
"428",6842,20140811163840,7722,0.986872792243958
"429",964,20140817125615,9496,0.986745774745941
"430",836,20140811141408,9175,0.986702680587769
"431",5116,20140811163044,9218,0.986523568630219
"432",7457,20140811163745,7946,0.986372888088226
"433",7538,20140811111501,9228,0.986372172832489
"434",1877,20140817140003,11812,0.986316502094269
"435",7426,20140811114141,10484,0.98630303144455
"436",8011,20140817180001,9225,0.98613053560257
"437",2238,20140811104404,5618,0.986115336418152
"438",4267,20140817120719,7896,0.986061573028564
"439",3225,20140811110555,11274,0.985963702201843
"440",1542,20140811130924,9223,0.985852241516113
"441",2125,20140817160720,10759,0.985836505889893
"442",7316,20140811105953,18,0.985709428787231
"443",455,20140817144641,9147,0.985531687736511
"444",1666,20140817164413,9175,0.985519826412201
"445",977,20140811103957,8066,0.985476672649384
"446",4676,20140811111859,9519,0.985426902770996
"447",1432,20140811193115,4345,0.985424339771271
"448",2766,20140811180926,1881,0.985395729541779
"449",8911,20140811101929,4753,0.98535293340683
"450",5262,20140811111758,7155,0.985230147838593
"451",7882,20140811111707,3773,0.985054612159729
"452",7871,20140817190558,9116,0.984800696372986
"453",6925,20140811101131,3771,0.984776258468628
"454",3033,20140811101407,8745,0.984602451324463
"455",1477,20140811110814,4947,0.984382688999176
"456",6542,20140811121639,4966,0.984301805496216
"457",4329,20140811102812,9026,0.98429411649704
"458",3306,20140811155912,18,0.984210133552551
"459",2162,20140817104020,5152,0.984184980392456
"460",4849,20140811111621,4233,0.984179973602295
"461",5321,20140811191534,7786,0.984151601791382
"462",8909,20140817115358,9110,0.98409777879715
"463",3127,20140811174657,5564,0.984054028987885
"464",4598,20140811101155,9223,0.983753502368927
"465",3844,20140811135040,7722,0.983701944351196
"466",7023,20140811163453,10508,0.983701050281525
"467",2492,20140811115137,26,0.983659625053406
"468",101,20140817103814,11748,0.983477056026459
"469",9466,20140811172302,9296,0.983392894268036
"470",1106,20140811140728,8506,0.983372032642365
"471",9247,20140811114309,9175,0.983165264129639
"472",8406,20140811181147,9832,0.983101069927216
"473",6263,20140811181242,9328,0.983056724071503
"474",6215,20140811105807,7996,0.983040034770966
"475",258,20140817174214,11761,0.982680380344391
"476",2659,20140811100216,1250,0.982585072517395
"477",3384,20140811100703,7483,0.981990993022919
"478",4072,20140817194955,11202,0.981982946395874
"479",2637,20140811194158,9096,0.98185259103775
"480",308,20140811180846,10494,0.981717824935913
"481",9293,20140817122348,8972,0.981683492660522
"482",7577,20140811142213,5618,0.981633245944977
"483",1675,20140811144615,5152,0.98155403137207
"484",5761,20140817183457,7786,0.981521844863892
"485",6144,20140811105319,9147,0.981513798236847
"486",2971,20140811164803,4631,0.981504499912262
"487",5976,20140811111413,6566,0.981477439403534
"488",2527,20140817132817,8860,0.981350183486938
"489",6619,20140811174508,9872,0.981241405010223
"490",2873,20140811112002,249,0.981204390525818
"491",9723,20140811141329,3028,0.981121242046356
"492",2736,20140817134756,8842,0.981096088886261
"493",6014,20140811145643,5331,0.981009721755981
"494",3047,20140817165803,8775,0.980915606021881
"495",7711,20140817121819,10382,0.980821371078491
"496",4748,20140811103036,11931,0.980773389339447
"497",5691,20140811121016,9303,0.980663120746613
"498",8826,20140811104830,8066,0.98059618473053
"499",8352,20140811115338,4883,0.980573356151581
"500",7303,20140811111054,4671,0.980094254016876
"501",1053,20140817191204,10382,0.980015575885773
"502",821,20140817181116,8697,0.979920566082001
"503",4731,20140811133935,3028,0.979745090007782
"504",5935,20140811104553,5618,0.979716300964355
"505",2455,20140811145010,1019,0.979625105857849
"506",9777,20140811105611,9845,0.979512751102448
"507",6193,20140811181901,6662,0.97950154542923
"508",3567,20140811142125,4947,0.979369819164276
"509",7840,20140811104510,249,0.979327619075775
"510",1237,20140811100221,7949,0.979137063026428
"511",9823,20140811123603,3763,0.979059338569641
"512",3403,20140811193133,7946,0.979026317596436
"513",7976,20140811185324,1749,0.97881144285202
"514",5645,20140817185627,549,0.978668808937073
"515",5831,20140817183351,3323,0.978524208068848
"516",7913,20140811184333,4340,0.978523135185242
"517",3080,20140811190824,7786,0.978251695632935
"518",6582,20140811183457,4753,0.97797966003418
"519",8003,20140811110445,9096,0.977970123291016
"520",7183,20140811105013,6054,0.977750420570374
"521",8087,20140811105922,26,0.977728426456451
"522",8216,20140817152927,9596,0.977700054645538
"523",5459,20140811115411,8697,0.977557301521301
"524",9036,20140811161632,4631,0.977509796619415
"525",1107,20140811103644,7524,0.977451026439667
"526",5181,20140811105426,659,0.977203965187073
"527",3477,20140811143718,2072,0.977152287960052
"528",9412,20140811152423,10503,0.977091133594513
"529",9462,20140811105941,711,0.977040648460388
"530",6011,20140817112642,8066,0.976969480514526
"531",4894,20140811135916,26,0.976928889751434
"532",6908,20140811114101,5295,0.976913213729858
"533",3557,20140817164955,9845,0.976855397224426
"534",3248,20140817103028,5120,0.976470828056335
"535",5458,20140811174433,7273,0.976381957530975
"536",4664,20140817174818,26,0.976378798484802
"537",9046,20140817110054,5742,0.976181387901306
"538",7192,20140811105946,6472,0.976147651672363
"539",6122,20140817165057,9116,0.975929856300354
"540",4419,20140811170556,9900,0.975803136825562
"541",8689,20140811182635,26,0.975679695606232
"542",4971,20140811150842,9872,0.975488603115082
"543",6599,20140811113951,9116,0.975445747375488
"544",6794,20140817144911,10503,0.975275754928589
"545",1256,20140811143436,9130,0.975123584270477
"546",5324,20140817191953,10503,0.975120067596436
"547",1391,20140811101431,3536,0.975063323974609
"548",8011,20140811102424,9225,0.975031316280365
"549",394,20140811132431,4393,0.974933862686157
"550",4719,20140811103712,8066,0.974457859992981
"551",9417,20140811133357,10610,0.974337577819824
"552",4766,20140817182430,4753,0.974303185939789
"553",3613,20140817185635,18,0.974044680595398
"554",4046,20140811160445,4947,0.973867893218994
"555",5439,20140817173904,5099,0.973736226558685
"556",6985,20140817124608,7360,0.973662555217743
"557",4310,20140811131508,6400,0.973650574684143
"558",737,20140817121132,5175,0.973492383956909
"559",5026,20140811185521,3536,0.973245441913605
"560",217,20140811161526,10576,0.973215997219086
"561",775,20140817164235,806,0.972888350486755
"562",906,20140811105623,3028,0.972812712192535
"563",8387,20140817123223,11437,0.972775161266327
"564",3887,20140811105149,4966,0.972026288509369
"565",2983,20140811103529,10595,0.971866488456726
"566",9942,20140811174313,9435,0.971761882305145
"567",9255,20140817183930,4753,0.971415162086487
"568",9612,20140811174546,11894,0.971215307712555
"569",3403,20140811183047,553,0.970936179161072
"570",4750,20140811140836,4883,0.9707932472229
"571",9882,20140811111411,6484,0.970679879188538
"572",2025,20140817180840,7786,0.970098674297333
"573",3896,20140811185220,9026,0.970061063766479
"574",7533,20140817114509,549,0.970028102397919
"575",6761,20140817173225,181,0.969972550868988
"576",3624,20140817165134,3028,0.969898223876953
"577",3464,20140811143446,10503,0.969859182834625
"578",1479,20140811120737,10831,0.969627797603607
"579",7827,20140811101705,11574,0.969626009464264
"580",2215,20140811104812,9333,0.969577968120575
"581",1027,20140811114617,4637,0.969493091106415
"582",7195,20140811105712,4876,0.9694464802742
"583",7359,20140811160051,6472,0.969383180141449
"584",417,20140811122519,7510,0.969057679176331
"585",3564,20140811105623,11748,0.968894481658936
"586",1493,20140817145749,181,0.968879699707031
"587",7767,20140811124520,4883,0.968862235546112
"588",6886,20140817165255,10382,0.968860685825348
"589",3891,20140817111408,11895,0.968738377094269
"590",8065,20140817140903,7141,0.968710422515869
"591",9446,20140811192016,11640,0.968692541122437
"592",7533,20140817144702,549,0.968637585639954
"593",5883,20140817162229,7510,0.968497037887573
"594",342,20140817111059,9855,0.968199014663696
"595",1283,20140811175335,11850,0.968182384967804
"596",9189,20140811100818,8709,0.968140363693237
"597",4232,20140811193438,1019,0.96807062625885
"598",7415,20140817161324,8846,0.968034982681274
"599",3181,20140811155159,7510,0.967979490756989
"600",8695,20140811100632,10503,0.967613935470581
"601",5595,20140817153734,9328,0.967576563358307
"602",77,20140817131438,9657,0.967323362827301
"603",6130,20140817180502,7946,0.96712338924408
"604",1647,20140811151815,7980,0.966951489448547
"605",5595,20140811110400,9328,0.966841161251068
"606",701,20140817174215,8066,0.966816246509552
"607",4919,20140811174056,9952,0.966560244560242
"608",4998,20140811110022,4876,0.96652090549469
"609",8795,20140817160405,9845,0.966501653194427
"610",8705,20140811103043,8467,0.966421127319336
"611",3692,20140817164504,10490,0.966341435909271
