user_id,income,entermament,baby,gender,shopping,shop_id,classification,userlongitude,userlatitude,shoplongitude,shoplatitude,arrival_time,duration,longDif,latDif,sumDif
4320,2,1,1,2,7,8860,1,115.309135,38.409927,115.335131,38.424071,20140822112217,36,0.025996000000006347,0.014143999999994605,0.04014000000000095
4424,2,1,1,2,7,10402,1,115.25364,38.88573,115.258256,38.899395,20140812100445,26,0.004615999999998621,0.013664999999996041,0.018280999999994663
4424,2,1,1,2,7,10471,1,115.12165,38.84245,115.145848,38.857087,20140822161820,37,0.024197999999998387,0.014637000000000455,0.03883499999999884
4424,2,1,1,2,7,10402,1,115.25364,38.88573,115.258256,38.899395,20140822135433,29,0.004615999999998621,0.013664999999996041,0.018280999999994663
4424,2,1,1,2,7,1191,6,114.1413,38.861,114.215804,38.861547,20140820175554,33,0.07450400000000457,5.470000000045161E-4,0.07505100000000908
4424,2,1,1,2,7,10402,1,115.25364,38.88573,115.258256,38.899395,20140819133641,37,0.004615999999998621,0.013664999999996041,0.018280999999994663
6810,2,1,1,2,2,8775,1,114.99306,38.3525,115.019415,38.363007,20140823151814,37,0.026354999999995243,0.010507000000004041,0.036861999999999284
6810,2,1,1,2,2,8775,1,114.99306,38.3525,115.019415,38.363007,20140822160157,29,0.026354999999995243,0.010507000000004041,0.036861999999999284
6810,2,1,1,2,2,8775,1,114.99306,38.3525,115.019415,38.363007,20140821115621,33,0.026354999999995243,0.010507000000004041,0.036861999999999284
2046,2,1,0,1,5,549,8,115.32745,38.949883,115.332913,38.954241,20140819111232,37,0.005463000000005991,0.004358000000003415,0.009821000000009406
2046,2,1,0,1,5,655,3,115.314064,38.950706,115.334605,38.955987,20140815134929,29,0.02054099999999437,0.005281000000003644,0.025821999999998013
2046,2,1,0,1,5,655,3,115.32745,38.949883,115.334605,38.955987,20140813112627,33,0.007154999999997358,0.006104000000000553,0.013258999999997911
2046,2,1,0,1,5,9124,1,115.33706,38.943115,115.351477,38.948664,20140812122624,37,0.014417000000008784,0.0055490000000020245,0.01996600000001081
4283,2,1,1,2,2,9180,1,115.33948,38.9275,115.342904,38.958891,20140818100155,26,0.0034240000000096416,0.03139099999999928,0.03481500000000892
4283,2,1,1,2,2,9180,1,115.33703,38.94315,115.342904,38.958891,20140822132731,37,0.005874000000005708,0.01574099999999845,0.02161500000000416
3030,2,1,1,2,7,5025,6,115.45298,38.874058,115.461244,38.88338,20140820112451,26,0.00826399999999694,0.009322000000004493,0.017586000000001434
3030,2,1,1,2,7,8986,1,115.44278,38.878613,115.466368,38.883149,20140821112945,37,0.023588000000003717,0.00453600000000165,0.028124000000005367
8277,2,6,0,1,5,5038,6,115.385956,38.860718,115.475666,38.878886,20140824140416,37,0.08971000000001084,0.01816800000000285,0.10787800000001369
8277,2,6,0,1,5,7273,8,115.39447,38.86697,115.447519,38.870607,20140823172204,29,0.053049000000001456,0.00363699999999767,0.056685999999999126
8277,2,6,0,1,5,9060,1,115.4658,38.85287,115.475235,38.863486,20140823143549,33,0.009434999999996307,0.010615999999998849,0.020050999999995156
8277,2,6,0,1,5,9060,1,115.461945,38.858334,115.475235,38.863486,20140822155754,37,0.013289999999997804,0.005152000000002488,0.01844200000000029
6947,2,2,0,1,5,3127,6,114.95536,38.73486,114.963891,38.746715,20140812103633,26,0.008531000000004951,0.011855000000004168,0.02038600000000912
6947,2,2,0,1,5,3127,6,114.86051,38.71603,114.963891,38.746715,20140824135659,37,0.10338099999999883,0.030684999999998297,0.13406599999999713
6947,2,2,0,1,5,3127,6,114.95536,38.73486,114.963891,38.746715,20140823100357,29,0.008531000000004951,0.011855000000004168,0.02038600000000912
6947,2,2,0,1,5,7722,8,114.96425,38.74758,114.988431,38.754045,20140818101955,33,0.024180999999998676,0.006464999999998611,0.030645999999997287
3364,1,1,1,2,1,8840,3,115.20084,38.46583,115.22872,38.468898,20140812160137,26,0.02787999999999613,0.003068000000006066,0.030948000000002196
3364,1,1,1,2,1,8840,3,115.19649,38.43291,115.22872,38.468898,20140824102936,37,0.03222999999999843,0.03598800000000324,0.06821800000000167
3364,1,1,1,2,1,8840,3,115.20084,38.46583,115.22872,38.468898,20140815193734,29,0.02787999999999613,0.003068000000006066,0.030948000000002196
3364,1,1,1,2,1,8840,3,115.20084,38.46583,115.22872,38.468898,20140814112028,33,0.02787999999999613,0.003068000000006066,0.030948000000002196
7484,2,1,1,2,7,4883,6,115.46514,38.88388,115.466324,38.884244,20140824165011,37,0.0011839999999949669,3.640000000046939E-4,0.0015479999999996608
7484,2,1,1,2,7,4883,6,115.46514,38.88388,115.466324,38.884244,20140823194713,29,0.0011839999999949669,3.640000000046939E-4,0.0015479999999996608
7484,2,1,1,2,7,10501,1,115.46164,38.87104,115.465028,38.87171,20140822133503,33,0.003388000000001057,6.699999999995043E-4,0.004058000000000561
7484,2,1,1,2,7,4883,6,115.46514,38.88388,115.466324,38.884244,20140822105900,37,0.0011839999999949669,3.640000000046939E-4,0.0015479999999996608
4675,3,3,0,1,9,3826,6,115.45272,38.88857,115.455551,38.891005,20140824121255,37,0.002831000000000472,0.0024349999999984107,0.005265999999998883
4675,3,3,0,1,9,3882,6,115.44866,38.877914,115.46999,38.896186,20140816161052,33,0.021329999999991855,0.018272000000003175,0.03960199999999503
4675,3,3,0,1,9,3827,6,115.44403,38.871128,115.456809,38.871267,20140816115557,37,0.012779000000008978,1.390000000043301E-4,0.012918000000013308
6469,2,2,0,1,5,9096,1,115.46879,38.836433,115.4903,38.846171,20140812115049,25,0.021510000000006357,0.009737999999998692,0.03124800000000505
6469,2,2,0,1,5,3856,6,115.45524,38.866486,115.457469,38.871064,20140824153458,36,0.0022289999999998145,0.004577999999995086,0.0068069999999949005
6469,2,2,0,1,5,5002,6,115.52515,38.87599,115.571672,38.881857,20140823142255,29,0.046522000000010166,0.00586699999999496,0.052389000000005126
6469,2,2,0,1,5,7315,8,115.49077,38.90161,115.497418,38.903157,20140823134040,32,0.006647999999998433,0.0015470000000021855,0.008195000000000618
6469,2,2,0,1,5,7327,5,115.46879,38.836433,115.489807,38.863563,20140822164647,36,0.021017000000000507,0.027129999999999654,0.04814700000000016
6447,2,6,0,1,5,3834,6,115.492546,38.86787,115.493819,38.87218,20140824114911,36,0.0012729999999976371,0.004309999999996705,0.0055829999999943425
6447,2,6,0,1,5,9312,1,115.48942,38.862667,115.491666,38.864525,20140822154339,29,0.002245999999999526,0.001857999999998583,0.004103999999998109
6447,2,6,0,1,5,533,8,115.48942,38.862667,115.490651,38.863205,20140822104347,32,0.001231000000004201,5.379999999988172E-4,0.0017690000000030182
6447,2,6,0,1,5,7902,8,115.48942,38.862667,115.490301,38.866653,20140818172732,36,8.81000000006793E-4,0.003985999999997603,0.004867000000004396
9289,3,3,0,1,9,3180,6,115.45472,38.61945,115.467346,38.61949,20140816155913,25,0.012626000000011572,3.999999999848569E-5,0.012666000000010058
4332,2,1,1,2,2,9293,1,115.46179,38.87211,115.495526,38.873051,20140824182703,36,0.03373600000000465,9.409999999974161E-4,0.03467700000000207
4332,2,1,1,2,2,9280,1,115.52405,38.890244,115.526652,38.890296,20140824161316,29,0.0026019999999959964,5.199999999661031E-5,0.0026539999999926067
4332,2,1,1,2,2,9280,1,115.52405,38.890244,115.526652,38.890296,20140824125030,32,0.0026019999999959964,5.199999999661031E-5,0.0026539999999926067
4332,2,1,1,2,2,9280,1,115.52405,38.890244,115.526652,38.890296,20140824115251,36,0.0026019999999959964,5.199999999661031E-5,0.0026539999999926067
4323,2,6,0,1,5,9303,1,115.49075,38.90915,115.563243,38.922893,20140824103051,36,0.07249299999999437,0.013743000000005168,0.08623599999999954
4323,2,6,0,1,5,7319,8,115.4984,38.86852,115.529598,38.890079,20140823143922,29,0.03119799999998918,0.021559000000003437,0.052756999999992615
4323,2,6,0,1,5,4838,6,115.505554,38.871113,115.537222,38.871808,20140822153806,32,0.031667999999996255,6.950000000003342E-4,0.03236299999999659
4323,2,6,0,1,5,9060,1,115.46295,38.8174,115.475235,38.863486,20140821164552,36,0.012284999999991442,0.046086000000002514,0.058370999999993955
5296,3,3,0,1,9,9337,1,115.35306,38.806946,115.376617,38.817277,20140822155600,36,0.02355699999999672,0.01033099999999365,0.03388799999999037
5296,3,3,0,1,9,664,9,115.46073,38.845634,115.474703,38.851994,20140821190350,29,0.013973000000007119,0.0063600000000008095,0.020333000000007928
5296,3,3,0,1,9,9225,1,115.49191,38.85547,115.493873,38.857087,20140821152210,32,0.001962999999989279,0.0016170000000030882,0.003579999999992367
5296,3,3,0,1,9,9043,1,115.48659,38.84641,115.491241,38.849079,20140819133811,36,0.00465099999999552,0.0026690000000044733,0.007319999999999993
8987,2,6,0,1,5,553,8,115.36653,38.8644,115.4439,38.868556,20140813174311,25,0.07737000000000194,0.0041559999999947195,0.08152599999999666
8987,2,6,0,1,5,4876,6,115.471214,38.9049,115.474012,38.907376,20140824160728,36,0.002797999999998524,0.002476000000001477,0.005274000000000001
8987,2,6,0,1,5,9277,1,115.4448,38.8828,115.470829,38.900441,20140824154409,29,0.026028999999994085,0.017640999999997575,0.04366999999999166
8987,2,6,0,1,5,3882,6,115.46301,38.891567,115.46999,38.896186,20140823152303,32,0.006979999999998654,0.004618999999998152,0.011598999999996806
8987,2,6,0,1,5,553,8,115.36653,38.8644,115.4439,38.868556,20140823112300,36,0.07737000000000194,0.0041559999999947195,0.08152599999999666
2263,3,3,0,1,9,6570,6,115.96845,39.47792,116.007014,39.48251,20140823171815,25,0.038563999999993825,0.004590000000000316,0.04315399999999414
2263,3,3,0,1,9,6570,6,115.98417,39.481945,116.007014,39.48251,20140824173311,36,0.022843999999992093,5.649999999945976E-4,0.02340899999998669
9867,2,6,0,1,6,11219,1,116.04795,39.54104,116.064401,39.545301,20140816114836,25,0.016451000000003546,0.004260999999999626,0.020712000000003172
9867,2,6,0,1,6,7524,5,116.03415,39.50073,116.038246,39.504066,20140824160020,36,0.004096000000004096,0.0033360000000044465,0.007432000000008543
9867,2,6,0,1,6,11825,1,116.05204,39.477,116.064926,39.479133,20140824135258,29,0.012885999999994624,0.0021330000000006066,0.01501899999999523
9867,2,6,0,1,6,7524,5,116.03415,39.50073,116.038246,39.504066,20140823123044,32,0.004096000000004096,0.0033360000000044465,0.007432000000008543
9867,2,6,0,1,6,11825,1,116.05204,39.477,116.064926,39.479133,20140821143213,36,0.012885999999994624,0.0021330000000006066,0.01501899999999523
1673,2,1,1,2,7,3527,6,115.68889,38.57444,115.763418,38.685511,20140812112753,25,0.07452800000000082,0.11107099999999548,0.1855989999999963
1673,2,1,1,2,7,5098,6,115.81648,38.79291,115.943395,38.937559,20140820135330,36,0.12691499999999678,0.14464900000000114,0.2715639999999979
1673,2,1,1,2,7,9872,1,115.68528,38.73083,115.797308,38.734501,20140820125328,29,0.11202799999999513,0.0036710000000041987,0.11569899999999933
1673,2,1,1,2,7,9845,1,115.5875,38.49,115.682436,38.67142,20140820103819,32,0.09493599999998992,0.1814199999999957,0.2763559999999856
2096,2,6,0,1,5,4921,6,115.46295,38.8174,115.475496,38.879146,20140824103956,36,0.01254600000000039,0.06174599999999941,0.0742919999999998
2096,2,6,0,1,5,9072,1,115.52405,38.890244,115.546837,38.908113,20140822111307,29,0.022786999999993895,0.01786899999999747,0.040655999999991366
2096,2,6,0,1,5,9155,1,115.52405,38.890244,115.524653,38.90275,20140821163017,32,6.029999999981328E-4,0.012505999999994799,0.013108999999992932
2096,2,6,0,1,5,9155,1,115.52405,38.890244,115.524653,38.90275,20140821102318,36,6.029999999981328E-4,0.012505999999994799,0.013108999999992932
2446,2,1,1,2,7,1019,6,115.32056,38.41611,115.327492,38.428806,20140812150746,25,0.0069320000000061555,0.012695999999998264,0.01962800000000442
2446,2,1,1,2,7,8888,1,115.37569,38.42627,115.375756,38.433781,20140816184731,36,6.599999998968542E-5,0.007511000000000934,0.007576999999990619
2446,2,1,1,2,7,2114,6,115.3229,38.4054,115.326507,38.408776,20140816122545,29,0.0036070000000023583,0.003376000000002932,0.0069830000000052905
3401,2,2,0,1,5,3773,6,115.51708,38.883602,115.536044,38.897773,20140824113322,36,0.018963999999996872,0.014170999999997491,0.03313499999999436
3401,2,2,0,1,5,3802,6,115.505554,38.871113,115.53773,38.871892,20140823171003,29,0.032175999999992655,7.790000000014174E-4,0.03295499999999407
3401,2,2,0,1,5,3773,6,115.531525,38.890724,115.536044,38.897773,20140823112151,32,0.004519000000001938,0.007049000000002081,0.01156800000000402
3401,2,2,0,1,5,8004,8,115.50201,38.860996,115.50717,38.864174,20140822110833,36,0.005160000000003606,0.003177999999998349,0.008338000000001955
8201,1,2,1,1,5,26,8,115.565834,38.9425,115.573532,38.956745,20140812132301,25,0.007698000000004868,0.0142449999999954,0.021943000000000268
8201,1,2,1,1,5,9255,1,115.44009,39.004814,115.442699,39.02168,20140824103036,36,0.002609000000006745,0.01686600000000027,0.019475000000007014
8201,1,2,1,1,5,9255,1,115.44009,39.004814,115.442699,39.02168,20140822161651,29,0.002609000000006745,0.01686600000000027,0.019475000000007014
8201,1,2,1,1,5,26,8,115.565834,38.9425,115.573532,38.956745,20140820192342,32,0.007698000000004868,0.0142449999999954,0.021943000000000268
8201,1,2,1,1,5,26,8,115.565834,38.9425,115.573532,38.956745,20140820184334,36,0.007698000000004868,0.0142449999999954,0.021943000000000268
1560,2,6,0,1,5,4837,6,115.44919,38.86978,115.468301,38.874224,20140812115211,25,0.019110999999995215,0.004443999999999448,0.023554999999994664
1560,2,6,0,1,5,9059,1,115.49925,38.84666,115.511985,38.846964,20140823125844,36,0.01273499999999217,3.0399999999985994E-4,0.01303899999999203
1560,2,6,0,1,5,9086,1,115.52392,38.855305,115.546104,38.856827,20140818121334,29,0.022183999999995763,0.0015220000000013556,0.02370599999999712
1560,2,6,0,1,5,7985,8,115.45472,38.865,115.496785,38.865038,20140816105241,36,0.04206500000000801,3.799999999642978E-5,0.04210300000000444
7199,2,1,1,2,7,9067,1,115.46073,38.845634,115.468548,38.869462,20140821101847,36,0.007818000000000325,0.023828000000001737,0.03164600000000206
7199,2,1,1,2,7,9096,1,115.46073,38.845634,115.4903,38.846171,20140820162935,29,0.029570000000006758,5.37000000001342E-4,0.0301070000000081
7199,2,1,1,2,7,4834,6,115.45524,38.866486,115.468833,38.874231,20140820120909,32,0.013593000000000188,0.007744999999999891,0.02133800000000008
7199,2,1,1,2,7,3821,6,115.47477,38.874035,115.47487,38.875193,20140819185513,36,9.99999999891088E-5,0.0011580000000037671,0.001257999999992876
6775,2,4,0,1,6,7913,8,115.48659,38.84641,115.486974,38.857733,20140820184114,36,3.839999999968313E-4,0.011323000000004413,0.011707000000001244
6775,2,4,0,1,6,4940,6,115.48444,38.854717,115.484951,38.857333,20140820140222,29,5.10999999988826E-4,0.002615999999996177,0.003126999999985003
6775,2,4,0,1,6,664,9,115.47384,38.845,115.474703,38.851994,20140820114534,32,8.630000000096061E-4,0.0069939999999988345,0.00785700000000844
6996,2,1,1,2,7,3771,6,115.4922,38.85831,115.49332,38.860346,20140823105231,25,0.001120000000000232,0.002035999999996818,0.00315599999999705
6996,2,1,1,2,7,648,1,115.43427,38.82578,115.453042,38.835161,20140823122224,36,0.018771999999998457,0.009380999999997641,0.028152999999996098
1183,2,6,0,1,5,4947,6,115.50724,38.85105,115.507967,38.852107,20140813100809,25,7.269999999977017E-4,0.0010569999999958668,0.0017839999999935685
1183,2,6,0,1,5,7987,8,115.37939,38.8152,115.461354,38.831557,20140816183057,36,0.08196399999999926,0.01635699999999929,0.09832099999999855
1900,2,1,1,2,7,1910,6,115.3806,38.68435,115.384318,38.692707,20140812154127,25,0.0037179999999921165,0.008356999999996617,0.012074999999988734
1900,2,1,1,2,7,3795,6,115.48208,38.89951,115.484214,38.901606,20140820152856,36,0.002133999999998082,0.002096000000001652,0.004229999999999734
1900,2,1,1,2,7,9652,1,115.490135,38.766407,115.497146,38.770075,20140819102235,29,0.007011000000005652,0.003667999999997562,0.010679000000003214
8114,2,1,1,2,7,5255,6,115.9315,38.91685,115.938611,38.928283,20140813100603,25,0.00711099999999476,0.011433000000003801,0.01854399999999856
8114,2,1,1,2,7,5175,6,115.9188,38.9328,115.924036,38.933573,20140820155010,36,0.005235999999996466,7.730000000023551E-4,0.006008999999998821
8114,2,1,1,2,7,10610,1,115.92616,38.92413,115.932048,38.928977,20140820104709,29,0.005887999999998783,0.004847000000005153,0.010735000000003936
8114,2,1,1,2,7,5257,6,115.91693,38.92284,115.926086,38.931967,20140818164517,32,0.009156000000004383,0.009126999999999441,0.018283000000003824
8114,2,1,1,2,7,5248,6,115.93179,38.943886,115.932704,38.951772,20140815192557,36,9.139999999945303E-4,0.007885999999999171,0.008799999999993702
7688,3,3,0,1,9,5486,6,116.0317,39.00848,116.070594,39.011378,20140824181650,25,0.038893999999999096,0.0028980000000018435,0.04179200000000094
2870,2,1,1,2,7,5038,6,115.475555,38.86972,115.475666,38.878886,20140823173355,36,1.1100000000396903E-4,0.009166000000000452,0.00927700000000442
2870,2,1,1,2,7,3785,6,115.477776,38.870968,115.490506,38.872349,20140822174114,29,0.012729999999990582,0.001381000000002075,0.014110999999992657
2870,2,1,1,2,7,3788,6,115.477776,38.870968,115.50266,38.881183,20140820120824,32,0.024884000000000128,0.010215000000002306,0.035099000000002434
2870,2,1,1,2,7,3785,6,115.475555,38.86972,115.490506,38.872349,20140818171831,36,0.014950999999996384,0.0026289999999988822,0.017579999999995266
845,3,3,0,1,9,1147,6,113.88194,38.8626,113.913557,38.880396,20140821142028,25,0.03161699999999712,0.017795999999997036,0.049412999999994156
1214,2,3,1,2,8,7946,5,115.44465,38.89137,115.45475,38.891504,20140824164758,36,0.010100000000008436,1.339999999956376E-4,0.010234000000004073
1214,2,3,1,2,8,3826,6,115.4369,38.88613,115.455551,38.891005,20140824111058,29,0.018651000000005524,0.004874999999998408,0.023526000000003933
1214,2,3,1,2,8,9020,1,115.385956,38.860718,115.431922,38.872524,20140824101535,32,0.04596600000000706,0.011805999999999983,0.05777200000000704
1214,2,3,1,2,8,9147,3,115.34389,38.99778,115.363791,39.014231,20140823104226,36,0.019901000000004387,0.016451000000003546,0.036352000000007934
6061,2,1,1,2,7,3293,6,115.394356,38.55633,115.448365,38.602877,20140815122918,25,0.054008999999993534,0.046546999999996785,0.10055599999999032
6061,2,1,1,2,7,3295,6,115.61305,38.76389,115.638145,38.766298,20140816104413,36,0.025094999999993206,0.002407999999995525,0.02750299999998873
6061,2,1,1,2,7,9646,1,115.55179,38.67717,115.56651,38.679885,20140815135756,29,0.014719999999996958,0.0027150000000020214,0.01743499999999898
9229,2,1,1,2,7,5417,6,116.0925,38.979443,116.1034,38.984004,20140812185741,25,0.01089999999999236,0.004560999999995374,0.015460999999987735
9229,2,1,1,2,7,10720,1,116.10084,39.000553,116.104927,39.002456,20140823163551,36,0.0040869999999983975,0.0019030000000057612,0.005990000000004159
9229,2,1,1,2,7,5417,6,116.10128,38.971115,116.1034,38.984004,20140821110731,29,0.002119999999990796,0.01288900000000126,0.015008999999992056
9229,2,1,1,2,7,5331,6,116.0925,38.979443,116.104496,38.981052,20140820183355,32,0.011995999999996343,0.0016089999999948645,0.013604999999991207
9229,2,1,1,2,7,10657,1,116.08821,38.982037,116.10063,38.991709,20140820162747,36,0.01241999999999166,0.009672000000001901,0.02209199999999356
7529,2,1,1,2,7,5099,6,115.47623,38.81733,115.832227,38.982265,20140814105343,25,0.3559970000000021,0.16493499999999983,0.520932000000002
7529,2,1,1,2,7,5010,6,115.494,38.8146,115.509502,38.893385,20140822143505,36,0.015501999999997906,0.07878500000000344,0.09428700000000134
7529,2,1,1,2,7,9114,1,115.5,38.819168,115.519886,38.84093,20140820165152,29,0.019885999999999626,0.0217620000000025,0.04164800000000213
7529,2,1,1,2,7,3842,6,115.494,38.8146,115.495993,38.865213,20140819154127,32,0.0019929999999988013,0.050612999999998465,0.052605999999997266
7529,2,1,1,2,7,9165,1,115.46627,38.81234,115.468659,38.830503,20140819110126,36,0.002389000000007968,0.01816300000000126,0.02055200000000923
5465,2,1,0,1,5,7387,8,116.09737,38.97734,116.104146,38.985434,20140816171821,25,0.006776000000002114,0.008093999999999824,0.014870000000001937
1221,3,3,0,1,9,3773,6,115.53305,38.8827,115.536044,38.897773,20140814162706,25,0.0029940000000010514,0.015073000000001002,0.018067000000002054
1221,3,3,0,1,9,5517,6,116.2304,39.09,116.242491,39.094523,20140822164138,36,0.012090999999998076,0.0045229999999989445,0.01661399999999702
1221,3,3,0,1,9,5486,6,115.44009,39.004814,116.070594,39.011378,20140822154428,29,0.630504000000002,0.00656399999999735,0.6370679999999993
1221,3,3,0,1,9,5982,6,115.4264,39.0247,115.696557,39.284221,20140816170034,32,0.27015699999999754,0.25952099999999945,0.529677999999997
5717,2,1,1,2,7,11574,1,116.02316,39.129814,116.037101,39.130748,20140815182714,36,0.013941000000002646,9.339999999937731E-4,0.014874999999996419
5717,2,1,1,2,7,6270,6,116.016945,39.11972,116.033138,39.124422,20140814175731,29,0.016192999999987023,0.00470200000000176,0.020894999999988784
4870,1,2,1,1,5,7941,8,115.491776,38.84693,115.514969,38.87817,20140814152828,25,0.023192999999992026,0.031239999999996826,0.05443299999998885
4870,1,2,1,1,5,9337,1,115.2394,38.78061,115.376617,38.817277,20140824115552,36,0.1372169999999926,0.03666699999999423,0.17388399999998683
4870,1,2,1,1,5,9068,1,115.4754,38.91067,115.505075,38.912486,20140820174106,29,0.029675000000011664,0.0018159999999980414,0.031491000000009706
4870,1,2,1,1,5,7350,8,115.50079,38.83138,115.50441,38.839798,20140819165830,32,0.003619999999997958,0.008417999999998926,0.012037999999996885
856,2,6,0,1,5,9913,1,115.86472,38.689445,115.941161,38.69044,20140813151921,25,0.07644099999998843,9.950000000031878E-4,0.07743599999999162
856,2,6,0,1,5,9922,1,115.84417,38.6939,115.860588,38.6956,20140824151938,36,0.016418000000001598,0.0016999999999995907,0.01811800000000119
856,2,6,0,1,5,3422,6,115.79598,38.68564,115.803142,38.694488,20140823151634,29,0.0071619999999938955,0.008848000000000411,0.016009999999994307
856,2,6,0,1,5,9,8,115.51092,38.854305,115.520797,38.855577,20140816110127,32,0.009877000000003022,0.0012720000000001619,0.011149000000003184
2917,2,7,0,2,8,5034,6,115.48208,38.89951,115.490108,38.901529,20140820160650,36,0.008028000000010138,0.0020189999999971064,0.010047000000007245
2917,2,7,0,2,8,7920,5,115.50468,38.87973,115.509701,38.881681,20140820130231,29,0.005021000000013487,0.0019509999999982597,0.006972000000011747
2917,2,7,0,2,8,9291,1,115.53849,38.90078,115.551557,38.911777,20140818140353,32,0.013067000000006601,0.010997000000003254,0.024064000000009855
2917,2,7,0,2,8,9259,1,115.54399,38.82162,115.567996,38.861456,20140818102059,36,0.024005999999999972,0.03983599999999399,0.06384199999999396
1850,2,1,1,2,7,10974,1,115.20834,39.0825,115.228181,39.122288,20140814103937,25,0.019840999999999553,0.03978799999999438,0.05962899999999394
1850,2,1,1,2,7,9116,1,115.52392,38.855305,115.52446,38.860086,20140824153710,36,5.400000000008731E-4,0.0047810000000012565,0.00532100000000213
1850,2,1,1,2,7,9027,1,115.46879,38.836433,115.505559,38.848285,20140824133923,29,0.03676900000000671,0.011851999999997531,0.048621000000004244
1850,2,1,1,2,7,5042,6,115.4445,38.81881,115.460977,38.826047,20140823101200,32,0.016476999999994746,0.007237000000003491,0.023713999999998236
1850,2,1,1,2,7,4940,6,115.4765,38.856533,115.484951,38.857333,20140822161107,36,0.008450999999993769,7.999999999981355E-4,0.009250999999991905
7426,2,1,1,2,2,10484,1,115.4572,38.872,115.45728,38.873964,20140822142002,36,7.999999999697138E-5,0.001964000000000965,0.0020439999999979364
7426,2,1,1,2,2,10484,1,115.4572,38.872,115.45728,38.873964,20140821132923,29,7.999999999697138E-5,0.001964000000000965,0.0020439999999979364
7426,2,1,1,2,2,10484,1,115.4572,38.872,115.45728,38.873964,20140819114651,32,7.999999999697138E-5,0.001964000000000965,0.0020439999999979364
7426,2,1,1,2,2,10484,1,115.4572,38.872,115.45728,38.873964,20140818152212,36,7.999999999697138E-5,0.001964000000000965,0.0020439999999979364
5656,2,6,0,1,5,3118,6,114.95536,38.73486,114.98679,38.762753,20140814164510,25,0.03143000000000029,0.027892999999998835,0.059322999999999126
5656,2,6,0,1,5,3028,6,114.936,38.7284,114.988304,38.750366,20140824194148,36,0.05230399999999236,0.021965999999999042,0.0742699999999914
5656,2,6,0,1,5,7722,8,114.98765,38.74329,114.988431,38.754045,20140823161602,29,7.810000000034734E-4,0.010754999999996073,0.011535999999999547
5656,2,6,0,1,5,9467,1,114.96425,38.74758,114.973772,38.750887,20140820103630,32,0.009521999999989816,0.0033069999999995048,0.012828999999989321
5656,2,6,0,1,5,7923,8,115.4058,38.84038,115.507179,38.863795,20140818165442,36,0.10137899999999433,0.023414999999999964,0.1247939999999943
