USERID,INCOME,ENTERTAINMENT,BABY,GENDER,SHOPPING,SHOPID,ARRIVAL_TIME,USER_LONGITUDE,USER_LATITUDE,DURATION,SHOP_LONGITUDE,SHOP_LATITUDE,CLASSIFICATION
8099.000000,2.000000,2.000000,0.000000,1.000000,5.000000,7361.000000,20140823153750.000000,115.500790,38.831380,38.000000,115.516357,38.843944,5.000000
8099.000000,2.000000,2.000000,0.000000,1.000000,5.000000,9059.000000,20140823105745.000000,115.500790,38.831380,16.000000,115.511985,38.846964,1.000000
8099.000000,2.000000,2.000000,0.000000,1.000000,5.000000,7996.000000,20140822183211.000000,115.500790,38.831380,34.000000,115.503684,38.837178,8.000000
8178.000000,2.000000,6.000000,0.000000,1.000000,5.000000,4915.000000,20140823171834.000000,115.327450,38.949883,38.000000,115.347533,38.963577,6.000000
8178.000000,2.000000,6.000000,0.000000,1.000000,5.000000,549.000000,20140823153354.000000,115.317550,38.946950,16.000000,115.332913,38.954241,8.000000
8178.000000,2.000000,6.000000,0.000000,1.000000,5.000000,8993.000000,20140822140133.000000,115.327450,38.949883,34.000000,115.329946,38.956380,1.000000
8178.000000,2.000000,6.000000,0.000000,1.000000,5.000000,4915.000000,20140821133406.000000,115.327450,38.949883,38.000000,115.347533,38.963577,6.000000
1319.000000,2.000000,1.000000,1.000000,2.000000,7.000000,6054.000000,20140815174216.000000,115.803850,39.261936,27.000000,115.810540,39.264503,6.000000
1319.000000,2.000000,1.000000,1.000000,2.000000,7.000000,6005.000000,20140822170812.000000,115.547780,38.912030,35.000000,115.726543,39.147818,6.000000
1319.000000,2.000000,1.000000,1.000000,2.000000,7.000000,11449.000000,20140819175211.000000,115.773060,39.236210,28.000000,115.797895,39.252924,1.000000
1319.000000,2.000000,1.000000,1.000000,2.000000,7.000000,6054.000000,20140819121012.000000,115.783600,39.255200,32.000000,115.810540,39.264503,6.000000
1319.000000,2.000000,1.000000,1.000000,2.000000,7.000000,4823.000000,20140818103405.000000,115.753610,39.212055,35.000000,115.783585,39.232847,6.000000
8154.000000,2.000000,6.000000,0.000000,1.000000,5.000000,4919.000000,20140824132933.000000,115.369310,38.878940,35.000000,115.411406,38.880284,6.000000
8154.000000,2.000000,6.000000,0.000000,1.000000,5.000000,9065.000000,20140823123459.000000,115.452720,38.888570,28.000000,115.454078,38.891497,1.000000
8154.000000,2.000000,6.000000,0.000000,1.000000,5.000000,9233.000000,20140823113227.000000,115.463060,38.900833,32.000000,115.468347,38.901669,1.000000
8154.000000,2.000000,6.000000,0.000000,1.000000,5.000000,553.000000,20140822162430.000000,115.290440,38.829575,35.000000,115.443900,38.868556,8.000000
2395.000000,2.000000,1.000000,1.000000,2.000000,7.000000,5204.000000,20140818153328.000000,115.900910,38.870870,25.000000,115.934761,38.910815,6.000000
2395.000000,2.000000,1.000000,1.000000,2.000000,7.000000,9263.000000,20140823103112.000000,115.519920,38.848160,35.000000,115.527603,38.853694,1.000000
2395.000000,2.000000,1.000000,1.000000,2.000000,7.000000,3147.000000,20140821150508.000000,115.021560,38.612200,28.000000,115.165139,38.712361,6.000000
2395.000000,2.000000,1.000000,1.000000,2.000000,7.000000,936.000000,20140821100713.000000,114.980830,38.515850,32.000000,114.997658,38.515912,6.000000
2395.000000,2.000000,1.000000,1.000000,2.000000,7.000000,5208.000000,20140818183416.000000,115.922620,38.897575,35.000000,115.929982,38.897752,6.000000
5364.000000,2.000000,1.000000,1.000000,2.000000,7.000000,4909.000000,20140815163456.000000,115.455765,38.902897,25.000000,115.458294,38.912464,6.000000
5364.000000,2.000000,1.000000,1.000000,2.000000,7.000000,9070.000000,20140824110949.000000,115.491910,38.855470,35.000000,115.497396,38.862896,1.000000
5364.000000,2.000000,1.000000,1.000000,2.000000,7.000000,4904.000000,20140823122506.000000,115.492200,38.858310,28.000000,115.503096,38.868044,6.000000
5364.000000,2.000000,1.000000,1.000000,2.000000,7.000000,3864.000000,20140820191819.000000,115.444050,38.859370,32.000000,115.468225,38.865958,6.000000
5364.000000,2.000000,1.000000,1.000000,2.000000,7.000000,4909.000000,20140820101050.000000,115.455765,38.902897,35.000000,115.458294,38.912464,6.000000
7248.000000,2.000000,1.000000,1.000000,2.000000,7.000000,9176.000000,20140823192220.000000,115.498400,38.868520,35.000000,115.499885,38.868760,1.000000
7248.000000,2.000000,1.000000,1.000000,2.000000,7.000000,5015.000000,20140821182805.000000,115.511110,38.878613,28.000000,115.516608,38.882454,6.000000
7248.000000,2.000000,1.000000,1.000000,2.000000,7.000000,4848.000000,20140821121211.000000,115.461640,38.871040,32.000000,115.474446,38.873690,6.000000
7248.000000,2.000000,1.000000,1.000000,2.000000,7.000000,4883.000000,20140815133703.000000,115.465140,38.883880,35.000000,115.466324,38.884244,6.000000
4269.000000,2.000000,6.000000,0.000000,1.000000,5.000000,4862.000000,20140812110146.000000,115.495834,38.890835,25.000000,115.504452,38.891539,6.000000
4269.000000,2.000000,6.000000,0.000000,1.000000,5.000000,663.000000,20140824143739.000000,115.475555,38.869720,35.000000,115.476321,38.877236,8.000000
4269.000000,2.000000,6.000000,0.000000,1.000000,5.000000,4933.000000,20140823153703.000000,115.477790,38.862610,28.000000,115.487519,38.892192,6.000000
4269.000000,2.000000,6.000000,0.000000,1.000000,5.000000,9170.000000,20140822154228.000000,115.476500,38.856533,32.000000,115.476874,38.862256,1.000000
4269.000000,2.000000,6.000000,0.000000,1.000000,5.000000,9194.000000,20140821163354.000000,115.483490,38.889053,35.000000,115.483595,38.889103,1.000000
7403.000000,3.000000,1.000000,1.000000,2.000000,7.000000,537.000000,20140816115651.000000,115.456360,38.858550,25.000000,115.461309,38.864118,8.000000
7403.000000,3.000000,1.000000,1.000000,2.000000,7.000000,9007.000000,20140823144212.000000,115.449670,38.864200,35.000000,115.467065,38.874828,2.000000
7403.000000,3.000000,1.000000,1.000000,2.000000,7.000000,9312.000000,20140816145519.000000,115.489420,38.862667,28.000000,115.491666,38.864525,1.000000
8974.000000,2.000000,1.000000,1.000000,2.000000,7.000000,9222.000000,20140812144446.000000,115.454170,38.881390,25.000000,115.456438,38.885655,1.000000
8974.000000,2.000000,1.000000,1.000000,2.000000,7.000000,9318.000000,20140818164231.000000,115.463060,38.900833,35.000000,115.470517,38.901627,1.000000
8974.000000,2.000000,1.000000,1.000000,2.000000,7.000000,9277.000000,20140814145336.000000,115.468190,38.896760,32.000000,115.470829,38.900441,1.000000
1866.000000,2.000000,4.000000,0.000000,1.000000,6.000000,7987.000000,20140816161556.000000,115.460860,38.806420,32.000000,115.461354,38.831557,8.000000
1866.000000,2.000000,4.000000,0.000000,1.000000,6.000000,5042.000000,20140816141950.000000,115.460860,38.806420,35.000000,115.460977,38.826047,6.000000
447.000000,3.000000,3.000000,0.000000,1.000000,9.000000,7068.000000,20140821101738.000000,115.984170,39.481945,35.000000,116.009571,39.482704,6.000000
447.000000,3.000000,3.000000,0.000000,1.000000,9.000000,7182.000000,20140818155809.000000,116.007260,39.484150,28.000000,116.030679,39.495930,6.000000
447.000000,3.000000,3.000000,0.000000,1.000000,9.000000,6566.000000,20140814161444.000000,115.996290,39.482970,32.000000,116.004129,39.483185,6.000000
447.000000,3.000000,3.000000,0.000000,1.000000,9.000000,6670.000000,20140814154051.000000,116.028060,39.482310,35.000000,116.029898,39.490633,6.000000
5185.000000,2.000000,2.000000,0.000000,1.000000,5.000000,4965.000000,20140813133211.000000,115.482080,38.899510,25.000000,115.485346,38.901599,6.000000
5185.000000,2.000000,2.000000,0.000000,1.000000,5.000000,4999.000000,20140824114945.000000,115.456910,38.876590,35.000000,115.470001,38.883753,6.000000
5185.000000,2.000000,2.000000,0.000000,1.000000,5.000000,3827.000000,20140822132949.000000,115.449190,38.869780,28.000000,115.456809,38.871267,6.000000
5185.000000,2.000000,2.000000,0.000000,1.000000,5.000000,7310.000000,20140820111921.000000,115.433500,38.870900,32.000000,115.441688,38.887165,8.000000
5185.000000,2.000000,2.000000,0.000000,1.000000,5.000000,4999.000000,20140819120446.000000,115.444800,38.882800,35.000000,115.470001,38.883753,6.000000
4728.000000,1.000000,2.000000,1.000000,1.000000,5.000000,7350.000000,20140815191220.000000,115.501240,38.837810,35.000000,115.504410,38.839798,8.000000
4728.000000,1.000000,2.000000,1.000000,1.000000,5.000000,9271.000000,20140813150748.000000,115.426550,38.923150,28.000000,115.429550,38.931384,1.000000
4728.000000,1.000000,2.000000,1.000000,1.000000,5.000000,9271.000000,20140813122013.000000,115.426550,38.923150,32.000000,115.429550,38.931384,1.000000
385.000000,2.000000,1.000000,1.000000,2.000000,2.000000,11545.000000,20140824141855.000000,116.054630,39.258430,25.000000,116.089818,39.275536,1.000000
4786.000000,2.000000,1.000000,1.000000,2.000000,7.000000,1051.000000,20140824110535.000000,115.326600,38.423500,35.000000,115.339648,38.426806,6.000000
4786.000000,2.000000,1.000000,1.000000,2.000000,7.000000,2131.000000,20140823113810.000000,115.335170,38.424660,28.000000,115.335232,38.427513,6.000000
4786.000000,2.000000,1.000000,1.000000,2.000000,7.000000,8066.000000,20140822105318.000000,115.320560,38.416110,32.000000,115.325939,38.422220,1.000000
4786.000000,2.000000,1.000000,1.000000,2.000000,7.000000,978.000000,20140821112540.000000,115.326600,38.423500,35.000000,115.327492,38.429025,6.000000
1954.000000,2.000000,1.000000,1.000000,2.000000,7.000000,9048.000000,20140823175200.000000,115.369310,38.878940,35.000000,115.497254,38.897836,1.000000
1954.000000,2.000000,1.000000,1.000000,2.000000,7.000000,1104.000000,20140822140159.000000,113.881940,38.862600,28.000000,113.934953,38.884574,6.000000
1954.000000,2.000000,1.000000,1.000000,2.000000,7.000000,9048.000000,20140821100502.000000,115.483055,38.865276,32.000000,115.497254,38.897836,1.000000
1954.000000,2.000000,1.000000,1.000000,2.000000,7.000000,10490.000000,20140820161734.000000,115.465800,38.852870,35.000000,115.472688,38.857579,1.000000
3671.000000,2.000000,1.000000,1.000000,2.000000,7.000000,9200.000000,20140812190701.000000,115.538210,38.850200,25.000000,115.612126,38.890191,1.000000
3671.000000,2.000000,1.000000,1.000000,2.000000,7.000000,11362.000000,20140824162400.000000,115.684950,39.094990,35.000000,115.731380,39.123702,1.000000
3671.000000,2.000000,1.000000,1.000000,2.000000,7.000000,3773.000000,20140824153555.000000,115.531525,38.890724,28.000000,115.536044,38.897773,6.000000
3671.000000,2.000000,1.000000,1.000000,2.000000,7.000000,6005.000000,20140823133534.000000,115.537600,38.856434,32.000000,115.726543,39.147818,6.000000
3671.000000,2.000000,1.000000,1.000000,2.000000,7.000000,5933.000000,20140821151139.000000,115.537600,38.856434,35.000000,115.763953,39.215050,6.000000
4288.000000,3.000000,3.000000,0.000000,1.000000,9.000000,7243.000000,20140812145142.000000,116.019720,39.445690,25.000000,116.023399,39.454024,6.000000
4288.000000,3.000000,3.000000,0.000000,1.000000,9.000000,7130.000000,20140824142624.000000,115.984170,39.481945,35.000000,116.013158,39.482892,6.000000
4288.000000,3.000000,3.000000,0.000000,1.000000,9.000000,7130.000000,20140820132123.000000,115.984170,39.481945,28.000000,116.013158,39.482892,6.000000
4288.000000,3.000000,3.000000,0.000000,1.000000,9.000000,6570.000000,20140819153744.000000,115.984170,39.481945,32.000000,116.007014,39.482510,6.000000
4288.000000,3.000000,3.000000,0.000000,1.000000,9.000000,7068.000000,20140816100415.000000,115.984170,39.481945,35.000000,116.009571,39.482704,6.000000
3985.000000,2.000000,1.000000,1.000000,2.000000,2.000000,9124.000000,20140812150201.000000,115.348130,38.938976,25.000000,115.351477,38.948664,1.000000
3985.000000,2.000000,1.000000,1.000000,2.000000,2.000000,10490.000000,20140824114409.000000,115.465800,38.852870,35.000000,115.472688,38.857579,1.000000
3985.000000,2.000000,1.000000,1.000000,2.000000,2.000000,9277.000000,20140823182649.000000,115.468190,38.896760,28.000000,115.470829,38.900441,1.000000
3985.000000,2.000000,1.000000,1.000000,2.000000,2.000000,9124.000000,20140823113034.000000,115.348130,38.938976,32.000000,115.351477,38.948664,1.000000
3985.000000,2.000000,1.000000,1.000000,2.000000,2.000000,9124.000000,20140822152629.000000,115.348130,38.938976,35.000000,115.351477,38.948664,1.000000
1434.000000,2.000000,6.000000,0.000000,1.000000,5.000000,1019.000000,20140820122648.000000,115.319170,38.426670,35.000000,115.327492,38.428806,6.000000
1434.000000,2.000000,6.000000,0.000000,1.000000,5.000000,2142.000000,20140812160459.000000,115.326600,38.423500,28.000000,115.334851,38.424106,6.000000
1434.000000,2.000000,6.000000,0.000000,1.000000,5.000000,8066.000000,20140812144142.000000,115.317474,38.421480,32.000000,115.325939,38.422220,1.000000
805.000000,3.000000,3.000000,0.000000,1.000000,9.000000,734.000000,20140821133138.000000,115.036390,38.411950,25.000000,115.105426,38.438769,6.000000
4210.000000,3.000000,3.000000,0.000000,1.000000,9.000000,4940.000000,20140822165517.000000,115.479920,38.856680,35.000000,115.484951,38.857333,6.000000
4210.000000,3.000000,3.000000,0.000000,1.000000,9.000000,4940.000000,20140822123302.000000,115.479920,38.856680,28.000000,115.484951,38.857333,6.000000
4210.000000,3.000000,3.000000,0.000000,1.000000,9.000000,4966.000000,20140821184908.000000,115.485275,38.858055,32.000000,115.486941,38.859679,6.000000
4210.000000,3.000000,3.000000,0.000000,1.000000,9.000000,4940.000000,20140821144644.000000,115.479920,38.856680,35.000000,115.484951,38.857333,6.000000
8554.000000,2.000000,1.000000,1.000000,2.000000,7.000000,9020.000000,20140824123446.000000,115.427830,38.854780,35.000000,115.431922,38.872524,1.000000
8554.000000,2.000000,1.000000,1.000000,2.000000,7.000000,9059.000000,20140823161215.000000,115.507220,38.845676,28.000000,115.511985,38.846964,1.000000
8554.000000,2.000000,1.000000,1.000000,2.000000,7.000000,3864.000000,20140822100422.000000,115.427830,38.854780,32.000000,115.468225,38.865958,6.000000
8554.000000,2.000000,1.000000,1.000000,2.000000,7.000000,9020.000000,20140820101521.000000,115.427830,38.854780,35.000000,115.431922,38.872524,1.000000
3801.000000,1.000000,2.000000,1.000000,1.000000,5.000000,553.000000,20140824104446.000000,115.441060,38.849110,35.000000,115.443900,38.868556,8.000000
3801.000000,1.000000,2.000000,1.000000,1.000000,5.000000,7273.000000,20140822191014.000000,115.444050,38.859370,28.000000,115.447519,38.870607,8.000000
3801.000000,1.000000,2.000000,1.000000,1.000000,5.000000,553.000000,20140818100356.000000,115.427830,38.854780,32.000000,115.443900,38.868556,8.000000
2856.000000,2.000000,6.000000,0.000000,1.000000,5.000000,9207.000000,20140812171639.000000,115.549000,38.849400,25.000000,115.559252,38.856960,1.000000
2856.000000,2.000000,6.000000,0.000000,1.000000,5.000000,7978.000000,20140822153514.000000,115.549000,38.849400,35.000000,115.576077,38.892908,8.000000
2856.000000,2.000000,6.000000,0.000000,1.000000,5.000000,5002.000000,20140821165700.000000,115.562410,38.876340,28.000000,115.571672,38.881857,6.000000
2856.000000,2.000000,6.000000,0.000000,1.000000,5.000000,9330.000000,20140820172214.000000,115.549000,38.849400,32.000000,115.574866,38.854811,1.000000
6444.000000,2.000000,1.000000,0.000000,1.000000,5.000000,549.000000,20140812145345.000000,115.327450,38.949883,25.000000,115.332913,38.954241,8.000000
6444.000000,2.000000,1.000000,0.000000,1.000000,5.000000,549.000000,20140823160357.000000,115.327450,38.949883,35.000000,115.332913,38.954241,8.000000
6444.000000,2.000000,1.000000,0.000000,1.000000,5.000000,549.000000,20140822152916.000000,115.327450,38.949883,28.000000,115.332913,38.954241,8.000000
6444.000000,2.000000,1.000000,0.000000,1.000000,5.000000,549.000000,20140822144412.000000,115.327450,38.949883,32.000000,115.332913,38.954241,8.000000
6444.000000,2.000000,1.000000,0.000000,1.000000,5.000000,26.000000,20140821154232.000000,115.547780,38.912030,35.000000,115.573532,38.956745,8.000000
9269.000000,2.000000,1.000000,1.000000,2.000000,7.000000,9118.000000,20140815103401.000000,115.210520,38.701313,25.000000,115.405682,38.826827,1.000000
9269.000000,2.000000,1.000000,1.000000,2.000000,7.000000,3341.000000,20140822113100.000000,115.412010,38.504010,35.000000,115.426132,38.662152,6.000000
9269.000000,2.000000,1.000000,1.000000,2.000000,7.000000,1790.000000,20140821185220.000000,115.210520,38.701313,28.000000,115.257285,38.703309,6.000000
9269.000000,2.000000,1.000000,1.000000,2.000000,7.000000,5197.000000,20140820105856.000000,115.489456,38.802994,32.000000,115.974133,38.917553,6.000000
9269.000000,2.000000,1.000000,1.000000,2.000000,7.000000,1790.000000,20140819171415.000000,115.210520,38.701313,35.000000,115.257285,38.703309,6.000000
5292.000000,2.000000,6.000000,0.000000,1.000000,5.000000,10484.000000,20140812143258.000000,115.457200,38.872000,25.000000,115.457280,38.873964,1.000000
5292.000000,2.000000,6.000000,0.000000,1.000000,5.000000,537.000000,20140823174359.000000,115.451510,38.854790,35.000000,115.461309,38.864118,8.000000
5292.000000,2.000000,6.000000,0.000000,1.000000,5.000000,4856.000000,20140822175836.000000,115.474170,38.881943,28.000000,115.475924,38.882945,6.000000
5292.000000,2.000000,6.000000,0.000000,1.000000,5.000000,4978.000000,20140822145805.000000,115.468760,38.877390,32.000000,115.476906,38.883675,6.000000
5292.000000,2.000000,6.000000,0.000000,1.000000,5.000000,1825.000000,20140820144741.000000,114.723600,38.620350,35.000000,115.156777,38.719266,6.000000
6284.000000,1.000000,2.000000,1.000000,1.000000,5.000000,9095.000000,20140823145512.000000,115.530600,38.854100,35.000000,115.534288,38.858815,1.000000
6284.000000,1.000000,2.000000,1.000000,1.000000,5.000000,7318.000000,20140819120734.000000,115.529010,38.868774,28.000000,115.532990,38.877236,8.000000
6284.000000,1.000000,2.000000,1.000000,1.000000,5.000000,9263.000000,20140813125208.000000,115.519920,38.848160,32.000000,115.527603,38.853694,1.000000
6284.000000,1.000000,2.000000,1.000000,1.000000,5.000000,7315.000000,20140812135032.000000,115.497000,38.902000,35.000000,115.497418,38.903157,8.000000
266.000000,2.000000,1.000000,1.000000,2.000000,7.000000,9600.000000,20140823154058.000000,115.144400,38.706250,35.000000,115.175481,38.709510,1.000000
266.000000,2.000000,1.000000,1.000000,2.000000,7.000000,6075.000000,20140816150413.000000,115.773060,39.236210,28.000000,115.780621,39.275543,6.000000
266.000000,2.000000,1.000000,1.000000,2.000000,7.000000,11402.000000,20140816143643.000000,115.609760,39.075330,32.000000,115.772874,39.222653,1.000000
266.000000,2.000000,1.000000,1.000000,2.000000,7.000000,9310.000000,20140816131708.000000,115.180560,38.723070,35.000000,115.335433,38.960063,1.000000
4909.000000,2.000000,1.000000,1.000000,2.000000,2.000000,9333.000000,20140812111318.000000,115.422940,38.875400,25.000000,115.423060,38.875558,1.000000
4909.000000,2.000000,1.000000,1.000000,2.000000,2.000000,9333.000000,20140820144348.000000,115.422940,38.875400,35.000000,115.423060,38.875558,1.000000
4909.000000,2.000000,1.000000,1.000000,2.000000,2.000000,9069.000000,20140820110016.000000,115.386860,38.849260,28.000000,115.397364,38.869469,1.000000
4909.000000,2.000000,1.000000,1.000000,2.000000,2.000000,9020.000000,20140819184811.000000,115.422500,38.866943,32.000000,115.431922,38.872524,1.000000
4909.000000,2.000000,1.000000,1.000000,2.000000,2.000000,9333.000000,20140819121421.000000,115.422940,38.875400,35.000000,115.423060,38.875558,1.000000
1855.000000,3.000000,3.000000,0.000000,1.000000,9.000000,5248.000000,20140818121828.000000,115.931790,38.943886,25.000000,115.932704,38.951772,6.000000
1855.000000,3.000000,3.000000,0.000000,1.000000,9.000000,5182.000000,20140824172458.000000,115.917110,38.940857,35.000000,115.938591,38.942091,6.000000
1855.000000,3.000000,3.000000,0.000000,1.000000,9.000000,5258.000000,20140823191733.000000,115.812225,38.866390,28.000000,115.841876,38.877236,6.000000
1855.000000,3.000000,3.000000,0.000000,1.000000,9.000000,5182.000000,20140823125604.000000,115.917110,38.940857,32.000000,115.938591,38.942091,6.000000
1855.000000,3.000000,3.000000,0.000000,1.000000,9.000000,5078.000000,20140822110833.000000,115.933470,38.931038,35.000000,115.938604,38.938316,6.000000
1382.000000,2.000000,2.000000,0.000000,1.000000,5.000000,4837.000000,20140813184508.000000,115.461790,38.872110,25.000000,115.468301,38.874224,6.000000
1382.000000,2.000000,2.000000,0.000000,1.000000,5.000000,7977.000000,20140824120519.000000,115.483980,38.881058,35.000000,115.490966,38.883015,8.000000
1382.000000,2.000000,2.000000,0.000000,1.000000,5.000000,4861.000000,20140821101646.000000,115.463010,38.891567,28.000000,115.475328,38.892115,6.000000
1382.000000,2.000000,2.000000,0.000000,1.000000,5.000000,4837.000000,20140818193626.000000,115.461790,38.872110,32.000000,115.468301,38.874224,6.000000
5722.000000,3.000000,3.000000,0.000000,1.000000,9.000000,5175.000000,20140821112813.000000,115.918800,38.932800,35.000000,115.924036,38.933573,6.000000
5722.000000,3.000000,3.000000,0.000000,1.000000,9.000000,5129.000000,20140820131844.000000,115.926160,38.924130,28.000000,115.945595,38.925574,6.000000
5722.000000,3.000000,3.000000,0.000000,1.000000,9.000000,5257.000000,20140819173319.000000,115.916930,38.922840,32.000000,115.926086,38.931967,6.000000
5722.000000,3.000000,3.000000,0.000000,1.000000,9.000000,5136.000000,20140819122958.000000,115.931790,38.943886,35.000000,115.940645,38.943887,6.000000
1895.000000,3.000000,3.000000,0.000000,1.000000,9.000000,4753.000000,20140813181040.000000,115.877396,39.309998,25.000000,115.891077,39.312574,6.000000
1895.000000,3.000000,3.000000,0.000000,1.000000,9.000000,4753.000000,20140823190228.000000,115.877396,39.309998,35.000000,115.891077,39.312574,6.000000
1895.000000,3.000000,3.000000,0.000000,1.000000,9.000000,4753.000000,20140821145538.000000,115.877396,39.309998,28.000000,115.891077,39.312574,6.000000
1895.000000,3.000000,3.000000,0.000000,1.000000,9.000000,6472.000000,20140816181727.000000,116.032104,39.107105,32.000000,116.037866,39.128145,6.000000
4895.000000,1.000000,2.000000,1.000000,1.000000,5.000000,7273.000000,20140822185545.000000,115.443440,38.865097,35.000000,115.447519,38.870607,8.000000
4895.000000,1.000000,2.000000,1.000000,1.000000,5.000000,9164.000000,20140822144949.000000,115.451510,38.854790,28.000000,115.461687,38.865761,1.000000
4895.000000,1.000000,2.000000,1.000000,1.000000,5.000000,9164.000000,20140822130046.000000,115.427820,38.863945,32.000000,115.461687,38.865761,1.000000
4895.000000,1.000000,2.000000,1.000000,1.000000,5.000000,9164.000000,20140821191908.000000,115.443440,38.865097,35.000000,115.461687,38.865761,1.000000
98.000000,2.000000,3.000000,1.000000,2.000000,8.000000,635.000000,20140812122210.000000,115.449670,38.864200,25.000000,115.474184,38.877637,3.000000
98.000000,2.000000,3.000000,1.000000,2.000000,8.000000,9164.000000,20140824131722.000000,115.443440,38.865097,35.000000,115.461687,38.865761,1.000000
98.000000,2.000000,3.000000,1.000000,2.000000,8.000000,9119.000000,20140821140303.000000,115.456360,38.858550,28.000000,115.458532,38.859672,1.000000
98.000000,2.000000,3.000000,1.000000,2.000000,8.000000,9164.000000,20140819152933.000000,115.433716,38.862286,32.000000,115.461687,38.865761,1.000000
98.000000,2.000000,3.000000,1.000000,2.000000,8.000000,3827.000000,20140818143536.000000,115.443440,38.865097,35.000000,115.456809,38.871267,6.000000
9492.000000,2.000000,1.000000,1.000000,2.000000,7.000000,9866.000000,20140812115933.000000,115.762780,38.684444,25.000000,115.767209,38.689553,1.000000
9492.000000,2.000000,1.000000,1.000000,2.000000,7.000000,9866.000000,20140824190442.000000,115.762780,38.684444,35.000000,115.767209,38.689553,1.000000
9492.000000,2.000000,1.000000,1.000000,2.000000,7.000000,3452.000000,20140824123120.000000,115.762780,38.684444,28.000000,115.767919,38.685117,6.000000
9492.000000,2.000000,1.000000,1.000000,2.000000,7.000000,3452.000000,20140824103216.000000,115.762780,38.684444,32.000000,115.767919,38.685117,6.000000
