NAME,LONGITUDE,LATITUDE,CLASSIFICATION,ID
"华军电脑",115.496694,38.778767,8.000000,395.000000
"网e电脑",115.498687,38.781769,8.000000,396.000000
"鼎好电脑城",115.503429,38.770904,8.000000,397.000000
"联想专卖店(三顾电脑城)",115.498669,38.778942,8.000000,398.000000
"鑫科电脑",115.494587,38.778907,8.000000,399.000000
"腾讯电脑",115.493872,38.773457,8.000000,400.000000
"红发电脑",115.505407,38.778260,8.000000,401.000000
"鑫旺电脑",115.502889,38.770876,8.000000,402.000000
"天下电脑",115.502497,38.770834,8.000000,403.000000
"E联电脑",115.510923,38.775363,8.000000,404.000000
"联想",115.503301,38.770560,8.000000,405.000000
"明华家电电脑城",115.380287,38.681758,8.000000,406.000000
"犇腾电脑",115.381185,38.681828,8.000000,407.000000
"联想电脑",115.633209,38.768007,8.000000,408.000000
"五洲电脑",115.502759,38.770419,8.000000,409.000000
"伟杰电脑城",115.379716,38.682807,8.000000,410.000000
"鑫华电脑城",115.423643,38.662877,8.000000,411.000000
"博瑞电脑专卖",115.383273,38.681575,8.000000,412.000000
"永明电脑科技",115.380862,38.681990,8.000000,413.000000
"保定方远电脑学校",115.379896,38.681061,8.000000,414.000000
"戴尔电脑",115.784039,38.700366,8.000000,415.000000
"向阳电脑城",115.782600,38.685441,8.000000,416.000000
"迅达电脑",115.784161,38.699156,8.000000,417.000000
"雨辰电脑",115.783341,38.704421,8.000000,418.000000
"恒毅科技",115.784429,38.700479,8.000000,419.000000
"苹果专卖店",115.787136,38.697684,8.000000,420.000000
"德信嘉烨电脑",115.778548,38.695593,8.000000,421.000000
"阳光电脑(高阳镇卫生院代庄社区卫生服务站西)",115.796657,38.697206,8.000000,422.000000
"高阳宏基忠信专卖店",115.782533,38.695685,8.000000,423.000000
"长城永毅电脑",115.784228,38.702288,8.000000,424.000000
"超越电脑",115.788939,38.696945,8.000000,425.000000
"一方电脑",115.779318,38.699662,8.000000,426.000000
"光华电脑",115.779076,38.699085,8.000000,427.000000
"升辉电脑",115.784557,38.700676,8.000000,428.000000
"众点电脑数码",115.796888,38.695234,8.000000,429.000000
"安达高清电脑",115.800581,38.695185,8.000000,430.000000
"盛大电脑",115.784318,38.701338,8.000000,431.000000
"鸿伟电脑",115.796577,38.697206,8.000000,432.000000
"双宇电脑",115.778050,38.695650,8.000000,433.000000
"润眼电脑",115.892181,38.542742,8.000000,434.000000
"现代电脑",115.784367,38.701359,8.000000,435.000000
"昭龙电脑",115.784031,38.700169,8.000000,436.000000
"高阳县龙飞电脑销售部",115.887131,38.608446,8.000000,437.000000
"光宇电脑科技",115.783961,38.700542,8.000000,438.000000
"宜晖监控电脑",115.779282,38.699564,8.000000,439.000000
"新高点电脑砸花板",115.734655,38.722214,8.000000,440.000000
"三维科技",115.784468,38.700261,5.000000,441.000000
"祥和电脑桌椅专卖",115.787556,38.692946,8.000000,442.000000
"金华研电脑",116.124699,38.707342,8.000000,443.000000
"联想戴尔苹果凯特电脑专卖店",116.112276,38.700458,8.000000,444.000000
"戴尔电脑金钻店",116.101648,38.694946,8.000000,445.000000
"龙华电脑",116.102505,38.692108,8.000000,446.000000
"东升电脑耗材总汇",116.123809,38.710679,8.000000,447.000000
"华硕电脑(枫林绿洲小区东)",116.101821,38.695460,8.000000,448.000000
"兴业电脑",116.101894,38.693615,8.000000,449.000000
"杨博电脑",116.122795,38.710672,8.000000,450.000000
"亮亮电脑科技",116.130706,38.738399,8.000000,451.000000
"新世纪电脑",116.121060,38.710616,8.000000,452.000000
"创想科技电脑专卖店",116.117736,38.715613,8.000000,453.000000
"汇科电脑",116.101648,38.694946,8.000000,454.000000
"讯达电脑",116.142937,38.700472,8.000000,455.000000
"丹枫电脑",116.133071,38.715831,8.000000,456.000000
"东升电脑耗材总汇",116.102183,38.695692,8.000000,457.000000
"大众电子元件",116.114296,38.716774,8.000000,458.000000
"昆仑电脑城",116.287678,38.770194,8.000000,459.000000
"锐利电子品牌电脑专卖",116.116449,38.715634,8.000000,460.000000
"暴雪电脑",116.144312,38.718344,8.000000,461.000000
"光大电脑",116.131639,38.716274,8.000000,462.000000
"怡然电脑",116.119507,38.710587,8.000000,463.000000
"燕山电脑耗材",116.122112,38.710644,8.000000,464.000000
"微星科技博诚电脑",116.123810,38.710679,8.000000,465.000000
"科e电脑",116.101585,38.693960,8.000000,466.000000
"河北巨海鑫永翔电脑",116.120755,38.710601,8.000000,467.000000
"同创电脑(新华路店)",116.123810,38.710679,8.000000,468.000000
"睿扬电脑",116.143950,38.718386,8.000000,469.000000
"宏达电脑",116.101648,38.694946,8.000000,470.000000
"大藏电脑",116.124766,38.707075,8.000000,471.000000
"明月心电脑",116.311133,38.722623,8.000000,472.000000
"吕公堡科神电脑",116.317835,38.721546,8.000000,473.000000
"零点科技电脑工作室",116.133089,38.716260,8.000000,474.000000
"任丘市卓越电脑经营部",116.102080,38.694101,8.000000,475.000000
"联想北汉专卖店",116.164858,38.627390,8.000000,476.000000
"联想石门桥马雷专卖店",116.021601,38.622986,8.000000,477.000000
"锐利电子",116.116631,38.715613,5.000000,478.000000
"e时代之家",116.102003,38.694045,8.000000,479.000000
"宏波电子",116.110047,38.709933,5.000000,480.000000
"方正电脑",114.483180,38.825057,8.000000,481.000000
"启天电脑城",114.356726,38.828535,8.000000,482.000000
"联想(河北省阜平县平阳供销合作社东)",114.486245,38.824213,8.000000,483.000000
"飞天电脑",114.726522,39.075528,8.000000,484.000000
"静宇电脑",114.731670,39.073175,8.000000,485.000000
"华扬电脑",114.709104,38.945171,8.000000,486.000000
"新主流电脑",114.709742,38.942322,8.000000,487.000000
"宏碁电脑(顺平区域核心经销商店)",115.139949,38.858766,8.000000,488.000000
"联想(顺平电脑专卖店)",115.150814,38.856265,8.000000,489.000000
"海尔电脑(顺平专卖店)",115.141795,38.850519,8.000000,490.000000
"百惠电脑城",115.140604,38.852528,8.000000,491.000000
"星美科技电脑城",115.153656,38.850786,8.000000,492.000000
"汇海电脑",115.142103,38.856546,8.000000,493.000000
"顺平诚诺科技店",115.148890,38.843178,8.000000,494.000000
"润眼电脑",115.138341,38.855106,8.000000,495.000000
"新联电脑",115.140327,38.841990,8.000000,496.000000
"华海电脑",115.140091,38.857122,8.000000,497.000000
"鑫鑫电脑",115.143183,38.846346,8.000000,498.000000
"戴尔电脑",115.140171,38.855886,8.000000,499.000000
"方远电脑城",115.138126,38.859468,8.000000,500.000000
"方正电脑",115.140121,38.859686,8.000000,501.000000
"星辰电脑",115.205687,38.888028,8.000000,502.000000
"城东电脑",115.166225,38.872201,8.000000,503.000000
"酷佰电脑城",115.140571,38.856160,8.000000,504.000000
"联方电脑城",115.140782,38.858302,8.000000,505.000000
"e世界电脑行",115.142696,38.856701,8.000000,506.000000
"惠乡电脑城",115.133257,38.842897,8.000000,507.000000
"润眼电脑顺平祥云专卖店",115.140121,38.859686,8.000000,508.000000
"海龙电子城",115.488933,38.863675,8.000000,509.000000
"德信电脑城",115.507240,38.865754,8.000000,510.000000
"明华电脑城(保定市南市区莲池社区卫生服务站北)",115.506885,38.865958,8.000000,511.000000
"联想(保定朝阳北路专卖店)",115.474875,38.880733,8.000000,512.000000
"迅维电脑",115.509182,38.892789,8.000000,513.000000
"联想商用产品体验店",115.473695,38.862629,8.000000,514.000000
"万达电脑",115.467768,38.896734,8.000000,515.000000
"电脑之家",115.508416,38.880164,8.000000,516.000000
"蓝翼电脑",115.545624,38.877686,8.000000,517.000000
"保定市南市区华枫电脑商行",115.547798,38.858351,8.000000,518.000000
"权度电脑",115.470349,38.892725,8.000000,519.000000
"戴尔商用产品体验店",115.475228,38.868683,8.000000,520.000000
"金三角电脑耗材批发零售",115.503257,38.863401,8.000000,521.000000
"东芝笔记本电脑",115.507020,38.866218,8.000000,522.000000
"远大电脑科技",115.453772,38.891560,8.000000,523.000000
"腾翔电脑",115.458568,38.858429,8.000000,524.000000
"同辉电脑",115.468622,38.894495,8.000000,525.000000
"戴尔电脑保定鑫保源dell店",115.507276,38.865860,8.000000,526.000000
"智达电脑",115.493877,38.891778,8.000000,527.000000
"步步高靓衣",115.506658,38.876829,8.000000,528.000000
"鹏程电脑",115.660064,39.024427,8.000000,529.000000
"亚太比邻数码.平板电脑体验馆",115.495310,38.864532,8.000000,530.000000
"恒信电脑",115.511956,38.847843,8.000000,531.000000
"徐水恒生电脑专卖店",115.657183,39.026803,8.000000,532.000000
"爱普生4S中心(保定十方店)",115.490651,38.863205,8.000000,533.000000
"利奥电脑",115.466598,38.904989,8.000000,534.000000
"金达电脑耗材",115.495238,38.887691,8.000000,535.000000
"腾龙电脑",115.516205,38.873023,8.000000,536.000000
"开源电脑耗材专卖",115.461309,38.864118,8.000000,537.000000
"三星科贸",115.486111,38.879982,8.000000,538.000000
"鑫瑞达数码通讯",115.484608,38.857115,5.000000,539.000000
"小霸王",115.660751,39.028050,8.000000,540.000000
"保定盛美电脑",115.505641,38.865192,8.000000,541.000000
"连邦软件专卖店",115.474875,38.880516,5.000000,542.000000
"盛兴电脑",115.482141,38.891511,8.000000,543.000000
"戴尔电脑金钻店",115.657092,39.025415,8.000000,544.000000
"一凡电脑",115.472304,38.881295,8.000000,545.000000
"戴尔电脑(城内中大街)",115.662422,39.024273,8.000000,546.000000
"徐水联想专卖店",115.657222,39.024988,8.000000,547.000000
"海龙手机电脑广场",115.385412,38.869708,8.000000,548.000000
"永胜电脑",115.332913,38.954241,8.000000,549.000000
"奔腾电脑",115.474568,38.848292,8.000000,550.000000
"小李电脑",115.650396,39.033621,8.000000,551.000000
"徐水县指南针电脑经销部",115.657102,39.025465,8.000000,552.000000
"益佳电脑",115.443900,38.868556,8.000000,553.000000
"联想电脑(仁瑞胡同)",115.657162,39.026165,8.000000,554.000000
"鸣昇电脑",115.339251,38.954185,8.000000,555.000000
"易修电脑",115.467319,38.883753,8.000000,556.000000
"飞跃电脑",115.339513,38.952929,8.000000,557.000000
"联想电脑",115.641829,39.030636,8.000000,558.000000
"同信电脑",115.339524,38.952375,8.000000,559.000000
"盛隆电脑",115.326329,38.955321,8.000000,560.000000
"创鑫电脑",115.327983,38.958428,8.000000,561.000000
"满城恒信电脑经销部",115.329067,38.957503,8.000000,562.000000
"it电子",115.657063,39.025212,8.000000,563.000000
"腾达电脑",115.339241,38.953897,8.000000,564.000000
"悦然电子",115.482528,38.860613,8.000000,565.000000
"泰和购物广场",114.206291,38.852282,3.000000,566.000000
"丽嘉购物中心",114.201334,38.853048,3.000000,567.000000
"万国商都",114.204858,38.853505,3.000000,568.000000
"人民商场",114.181073,38.738265,3.000000,569.000000
"亿源商场",115.323918,39.885139,8.000000,570.000000
"新天地购物广场",114.565647,38.448674,3.000000,571.000000
"惠民商厦",114.556555,38.448046,4.000000,572.000000
"人民商厦",114.560776,38.444202,3.000000,573.000000
"行唐县裕绿农作物种植专业合作社",114.429417,38.455732,1.000000,574.000000
"时代广场(定州市林权流转服务中心西)",114.992915,38.522462,3.000000,575.000000
"广丰商厦",115.007916,38.519342,7.000000,576.000000
"定州百货南街商场",115.005922,38.516329,3.000000,577.000000
"新世源购物中心",115.097355,38.354795,3.000000,578.000000
"张会杰柜台门市部",115.001017,38.505233,4.000000,579.000000
"现代购物中心",115.103360,38.354165,3.000000,580.000000
"宜佳旺·诚信购物中心",115.328293,38.428615,3.000000,581.000000
"正泰购物中心",115.329433,38.425583,3.000000,582.000000
"百花商城",115.329752,38.424884,6.000000,583.000000
"红都商场",115.327901,38.425463,3.000000,584.000000
"安国市李景欣食品店",115.357442,38.486411,1.000000,585.000000
"天盟商场",115.327521,38.425216,3.000000,586.000000
"药都商场",115.328711,38.425343,3.000000,587.000000
"耀华购物中心",115.837860,38.431753,3.000000,588.000000
"迎宾信誉商厦",115.846979,38.432092,3.000000,589.000000
"红太阳购物广场",116.092771,38.448201,3.000000,590.000000
"河间商贸城",116.083636,38.449932,3.000000,591.000000
"舒心购物广场",116.297203,38.496232,3.000000,592.000000
"好再来购物中心",116.177977,38.419520,2.000000,593.000000
"亚都商场",116.083745,38.447254,3.000000,594.000000
"唐县百货大楼",114.986555,38.757794,3.000000,595.000000
"红桥购物中心",114.987848,38.753693,3.000000,596.000000
"中天购物广场",114.986720,38.751006,3.000000,597.000000
"隆福商厦",114.987063,38.752434,3.000000,598.000000
"百盛购物",114.987102,38.751864,3.000000,599.000000
"金马商厦",114.986682,38.754643,3.000000,600.000000
"新华商场",114.986691,38.753672,4.000000,601.000000
"望都县百盛购物中心",115.157809,38.714564,3.000000,602.000000
"人民商场(中华东路店)",115.160847,38.714803,3.000000,603.000000
"汇聚源商厦",115.160797,38.714480,3.000000,604.000000
"清苑迈创新天地商厦",115.497881,38.772438,3.000000,605.000000
"兴苑商城(清苑县市场建设服务局南)",115.497920,38.771186,3.000000,606.000000
"大世界购物中心",115.786997,38.697684,3.000000,607.000000
"人民商场",115.787789,38.695122,3.000000,608.000000
"高百商厦",115.790227,38.698057,3.000000,609.000000
"天天超市",115.775033,38.691925,1.000000,610.000000
"新绿洲时代广场",116.117150,38.700873,3.000000,611.000000
"燕春楼商贸中心",116.113199,38.715789,6.000000,612.000000
"华北石油购物广场",116.107287,38.694333,1.000000,613.000000
"任丘购物商城",116.112072,38.715718,3.000000,614.000000
"蕾莎城市广场",116.108134,38.715923,3.000000,615.000000
"华北石油百货大楼",116.106890,38.693538,4.000000,616.000000
"凯华购物广场",116.111820,38.700078,3.000000,617.000000
"华北石油购物中心",116.106866,38.695270,3.000000,618.000000
"隆盛商业大厦",116.107927,38.717393,3.000000,619.000000
"宏宇商贸城",116.112715,38.714881,1.000000,620.000000
"世纪商贸城",116.102679,38.694178,1.000000,621.000000
"腾达购物中心",114.483546,38.825057,3.000000,622.000000
"供销商场",114.483136,38.825127,3.000000,623.000000
"平阳人民商场",114.483696,38.825029,8.000000,624.000000
"立新商场",114.357184,38.828605,3.000000,625.000000
"林江商厦",115.150196,38.851404,1.000000,626.000000
"大世界购物街",115.140604,38.846964,3.000000,627.000000
"顺尧购物广场",115.140061,38.858225,1.000000,628.000000
"顺平商厦",115.140291,38.843065,8.000000,629.000000
"金万福购物广场",115.144431,38.842876,1.000000,630.000000
"顺平供销商场",115.139825,38.843051,3.000000,631.000000
"保百购物广场",115.474370,38.900377,3.000000,632.000000
"北国先天下",115.476235,38.895576,7.000000,633.000000
"保定百货大楼",115.497657,38.864132,1.000000,634.000000
"时代商厦",115.474184,38.877637,3.000000,635.000000
"钟楼商场",115.507349,38.864167,8.000000,636.000000
"四通时尚购物广场(永华北大街)",115.505410,38.874329,3.000000,637.000000
"银座超市(保定店)",115.494327,38.865923,1.000000,638.000000
"万博广场",115.475490,38.883100,8.000000,639.000000
"东风商贸广场",115.498406,38.874828,3.000000,640.000000
"保定商场",115.504939,38.864659,4.000000,641.000000
"惠友购物广场十方店",115.487637,38.864209,1.000000,642.000000
"新天地百货",115.475626,38.877447,3.000000,643.000000
"惠友生活广场恒祥大街店",115.502800,38.881829,1.000000,644.000000
"天元商城",115.502718,38.865972,3.000000,645.000000
"福泰商厦",115.502777,38.888358,7.000000,646.000000
"茂业百货(朝阳南大街)",115.474751,38.876955,3.000000,647.000000
"云程日悦购物中心",115.453042,38.835161,1.000000,648.000000
"惠友生活广场(乐天店)",115.457005,38.867882,1.000000,649.000000
"百盛购物中心(保定店)",115.476301,38.882945,3.000000,650.000000
"保定商业大厦(裕华西路)",115.501641,38.864897,3.000000,651.000000
"金地购物连锁NO.3",115.650958,39.021085,1.000000,652.000000
"总督署广场",115.503407,38.863626,1.000000,653.000000
"亨达利商城",115.652343,39.027490,3.000000,654.000000
"兴城购物中心",115.334605,38.955987,3.000000,655.000000
"土产公司综合商场",115.340267,38.951765,1.000000,656.000000
"飞奥商场(白云公寓北)",115.329946,38.956380,3.000000,657.000000
"花倾城广场",115.482749,38.861449,3.000000,658.000000
"舒尔适鞋业商厦",115.651984,39.026130,3.000000,659.000000
"英利商场",115.447233,39.066901,3.000000,660.000000
"长城购物",115.334344,38.956640,1.000000,661.000000
"群烨商城",115.509208,38.863479,1.000000,662.000000
"大世界工业品市场",115.476321,38.877236,8.000000,663.000000
"保定市南市区瑞冠货架经销中心",115.474703,38.851994,9.000000,664.000000
"安新百货大楼",115.940785,38.935271,3.000000,665.000000
"奥盛购物广场",115.940064,38.931665,3.000000,666.000000
"华联商城",115.938922,38.927721,3.000000,667.000000
"新四通时尚购物广场",115.939113,38.928676,3.000000,668.000000
"天弈商厦",116.122317,39.003297,1.000000,669.000000
"雄州购物广场",116.109702,38.990440,3.000000,670.000000
"鹏元商厦",116.125097,38.989907,3.000000,671.000000
"温泉湖商厦",116.106095,38.990721,3.000000,672.000000
"涞百购物广场",114.695945,39.358373,3.000000,673.000000
"顶利鲜生活广场",114.711455,39.365193,1.000000,674.000000
"锦和购物中心",114.698483,39.361302,3.000000,675.000000
"玉泉商场",114.702255,39.356197,3.000000,676.000000
"金桥购物中心",114.697871,39.365681,1.000000,677.000000
"耀祥购物广场",114.709796,39.368261,1.000000,678.000000
"中海商厦",114.698345,39.362509,1.000000,679.000000
"江南商厦",114.701749,39.357160,1.000000,680.000000
"易都购物广场",115.496763,39.355381,3.000000,681.000000
"金台商厦(开元北大街)",115.508343,39.360507,3.000000,682.000000
"清西陵-购物中心",115.359855,39.373331,3.000000,683.000000
"大钟寺购物广场",115.807110,39.270488,3.000000,684.000000
"沃美生活广场",115.806190,39.269280,1.000000,685.000000
"惠友购物广场(定兴店)",115.810803,39.269712,1.000000,686.000000
"嘟嘟购物广场",115.789738,39.278133,3.000000,687.000000
"中国白沟国际商贸城",116.041956,39.111602,3.000000,688.000000
"购隆商厦",116.041706,39.116060,3.000000,689.000000
"宜家旺购物中心(津保路店)",116.038342,39.114100,3.000000,690.000000
"世纪金鼎购物中心",116.038653,39.116844,3.000000,691.000000
"百德时代购物广场",116.039410,39.136373,7.000000,692.000000
"时尚地标购物广场",116.038983,39.117354,6.000000,693.000000
"新世界休闲购物广场",116.029071,39.140528,7.000000,694.000000
"宜家旺购物中心",116.048721,39.134225,1.000000,695.000000
"金峰柴鸡蛋捡蛋园",115.646423,39.483825,1.000000,696.000000
"宜佳旺购物广场",116.016740,39.493786,1.000000,697.000000
"惠友钻石广场",116.038835,39.490682,6.000000,698.000000
"惠友生活广场(中心广场店)",116.017699,39.492262,6.000000,699.000000
"华融商厦",116.017888,39.492902,3.000000,700.000000
"惠友生活商厦NO.62",116.008294,39.490626,1.000000,701.000000
"乐客百惠时尚生活广场",116.187277,39.572191,1.000000,702.000000
"正宗西坂驴肉火锅店",115.000924,38.512425,6.000000,703.000000
"四川饭店(东大街社区卫生服务站西北)",115.010269,38.518721,6.000000,704.000000
"香辣虾火锅",114.993537,38.520210,6.000000,705.000000
"巴蜀人家饭店",115.065210,38.361500,6.000000,706.000000
"东北独一处",114.994568,38.514359,6.000000,707.000000
"地道饭庄",115.011567,38.509419,6.000000,708.000000
"麒麟阁饭庄",115.130718,38.370504,6.000000,709.000000
"昌义饭馆",115.004628,38.520112,6.000000,710.000000
"鑫源饭店",115.157745,38.482181,6.000000,711.000000
"哈尔滨饭店",115.029015,38.514190,6.000000,712.000000
"袁大娘粥铺",114.999220,38.519737,6.000000,713.000000
"香辣虾(定州宝塔店)",115.013737,38.517747,6.000000,714.000000
"老百姓饭店",114.992510,38.514910,6.000000,715.000000
"龙门渔港",115.001107,38.505360,6.000000,716.000000
"卡乐滋",115.017162,38.515058,6.000000,717.000000
"龙源酒家",115.091771,38.497241,6.000000,718.000000
"通达花园酒店-百花厅",114.992980,38.516498,6.000000,719.000000
"福康堡牛扒(定州店)",114.992914,38.522419,6.000000,720.000000
"定州国际酒店-餐饮部",115.024995,38.515390,6.000000,721.000000
"天外香",115.002367,38.504640,6.000000,722.000000
"顺和斋",114.998790,38.520189,6.000000,723.000000
"聚丰园饭店",115.193336,38.477139,6.000000,724.000000
"铁锅排骨红色主题餐厅",115.007688,38.510033,6.000000,725.000000
"同心阁饭店",115.017696,38.510018,6.000000,726.000000
"乡寨人家",115.008343,38.510202,6.000000,727.000000
"马家涮羊肉",114.999059,38.519159,6.000000,728.000000
"万兴酒楼",115.014267,38.362088,6.000000,729.000000
"麦罗咖啡吧",115.025495,38.515298,6.000000,730.000000
"重庆巴将军养生火锅",115.094517,38.355056,6.000000,731.000000
"特色粥湘菜",114.999129,38.519448,6.000000,732.000000
"回民副食海鲜城",114.999734,38.521509,6.000000,733.000000
"马亭家常饭店",115.105426,38.438769,6.000000,734.000000
"正宗云南过桥米线",115.009195,38.518975,6.000000,735.000000
"正宗云南佳和过桥米线旗舰店",114.993496,38.519787,6.000000,736.000000
"邯郸卤肉",115.023498,38.514938,6.000000,737.000000
"天成饭店",115.017403,38.507146,6.000000,738.000000
"砂锅居",114.992881,38.516809,6.000000,739.000000
"四川饭店",115.049108,38.508120,6.000000,740.000000
"张记骨头馆",115.017977,38.518883,6.000000,741.000000
"食为天驴肉馆李亲顾总店",115.101302,38.353316,6.000000,742.000000
"富强饭店",115.176969,38.489362,6.000000,743.000000
"金筷子饭店",115.067345,38.360906,6.000000,744.000000
"老字号风味骨头馆",115.053718,38.397416,6.000000,745.000000
"祥和园",115.010534,38.510724,6.000000,746.000000
"白家罩饼",115.000441,38.512129,6.000000,747.000000
"清真海鲜城",114.999791,38.521537,6.000000,748.000000
"林盛轩烧烤涮",114.999697,38.512778,6.000000,749.000000
"肯德士",115.100798,38.354116,6.000000,750.000000
"老二拉面",115.144208,38.484879,6.000000,751.000000
"活鱼海鲜店",115.005939,38.520775,6.000000,752.000000
"好运来蛋糕房",115.006228,38.515912,6.000000,753.000000
"好面会说话",115.007637,38.519582,6.000000,754.000000
"清真宴君楼饭店",115.005818,38.520514,6.000000,755.000000
"定州国际酒店-西餐厅",115.025495,38.515298,6.000000,756.000000
"永强饭店",115.094035,38.355092,6.000000,757.000000
"清真大铜锅羊蝎子火锅",114.998781,38.513082,6.000000,758.000000
"聚福酒楼",115.216328,38.310300,6.000000,759.000000
"清真羊汤馆",114.999048,38.519088,6.000000,760.000000
"清真老甘涮羊肉",115.002150,38.511635,6.000000,761.000000
"清真二栓烧烤",115.006273,38.519159,6.000000,762.000000
"宴乐园酒楼",115.000074,38.362568,6.000000,763.000000
"老杨烧烤no.1",115.006109,38.519709,6.000000,764.000000
"伊品斋",114.999784,38.507633,6.000000,765.000000
"四川饭店",115.052644,38.417640,6.000000,766.000000
"新河饭店",115.016060,38.517211,6.000000,767.000000
"兰州牛肉拉面",115.005913,38.519335,6.000000,768.000000
"东北农家小院",115.152526,38.482831,6.000000,769.000000
"咱们家",115.010051,38.509277,6.000000,770.000000
"魏家凉皮",114.993878,38.520083,6.000000,771.000000
"清真砂锅涮羊肉",115.001957,38.520846,6.000000,772.000000
"红光饭店",115.213966,38.473665,6.000000,773.000000
"金盛元羊蝎子",115.014905,38.508346,6.000000,774.000000
"新乐化肥厂手擀面",115.002778,38.511917,6.000000,775.000000
"大胖涮锅",114.997828,38.514719,6.000000,776.000000
"太平饭店",115.051723,38.507364,6.000000,777.000000
"东兴饭店",115.016398,38.514105,6.000000,778.000000
"鸿来顺川菜馆",115.192410,38.476885,6.000000,779.000000
"吉祥人家",115.007045,38.517641,6.000000,780.000000
"东关肉食",115.034793,38.512136,6.000000,781.000000
"成德饭店",114.998523,38.496211,6.000000,782.000000
"和久园",115.061721,38.504216,6.000000,783.000000
"桥头火锅川菜馆",115.128523,38.350536,6.000000,784.000000
"贵宾楼",115.142925,38.488402,6.000000,785.000000
"四川成都饭店(建设街)",114.993970,38.520916,6.000000,786.000000
"定制州新乐手擀面",115.002460,38.511882,6.000000,787.000000
"干锅鸭头虾",114.996427,38.511875,6.000000,788.000000
"英大饺子馆",114.995543,38.514112,6.000000,789.000000
"桥头包子铺",115.000441,38.512129,6.000000,790.000000
