USERID,SHOPID,ARRIVAL_TIME
8011,9225,20140817180001
8565,3339,20140817140709
8810,26,20140811143746
7497,9151,20140817150814
4028,6662,20140811150113
6120,9194,20140817181150
8795,3373,20140811110350
8776,655,20140817105123
5587,9170,20140811124726
4520,9194,20140817100914
5369,6566,20140811173048
8476,9060,20140817103118
3253,,20140811172923
4801,5175,20140817183140
2397,4340,20140811112952
3596,5099,20140817115208
4795,4345,20140811135745
2277,9058,20140811171736
4657,,20140811160124
3465,6570,20140811124023
456,4947,20140811130302
9420,,20140817180914
3980,4937,20140817102309
7518,9124,20140811110233
2140,6472,20140811102245
3188,181,20140811125612
5512,9176,20140817114057
6262,,20140817103754
6150,3398,20140811122112
8824,10490,20140817112828
210,5714,20140811152352
2353,8996,20140811151913
5978,9176,20140817183021
6122,9116,20140817135037
5970,,20140817100338
8589,6566,20140817172314
7117,5669,20140811150302
4247,4876,20140817163756
7689,8034,20140817153610
9882,,20140817114105
9068,,20140817115153
1072,4306,20140817175442
6453,3790,20140817182430
7881,4975,20140817165808
5824,4909,20140811141218
2377,4882,20140817141225
7851,,20140817111507
7484,8986,20140811181243
3541,,20140817174559
8367,7310,20140811111727
8927,7342,20140811105229
6529,4823,20140817153844
3314,1980,20140811170614
4853,9089,20140817193644
8915,9289,20140817100617
6872,10501,20140811160909
4786,,20140817154927
573,3452,20140811143204
2439,3773,20140811111742
3581,4851,20140817100749
3958,4940,20140811164317
8198,7315,20140817151120
7025,6041,20140811100353
3334,11751,20140811150117
1852,5257,20140811113108
4259,5175,20140811181235
2162,5152,20140811180245
8257,8992,20140811140648
8411,9652,20140817100339
5818,7238,20140811152931
7753,4340,20140817194926
7079,4631,20140811101932
7818,7483,20140811144322
1150,9222,20140817145623
8609,5331,20140817103843
9776,10488,20140817164752
7248,,20140811164911
1366,18,20140817184812
2309,10610,20140817123741
6422,8066,20140817165657
7645,9093,20140811114714
54,10494,20140817101311
1578,7483,20140811144223
4056,5736,20140811110707
6370,3416,20140817151649
3455,9223,20140817110507
1806,7399,20140817174938
2097,9241,20140817160348
2590,10503,20140811181033
422,,20140817105320
6843,,20140811153318
9830,,20140817111602
8312,5331,20140811140234
3528,3771,20140811183617
2729,3053,20140817155116
1724,10508,20140811110258
7632,4909,20140811102709
860,9256,20140811165456
512,,20140811145825
2732,9147,20140817101849
9907,9211,20140811104721
8692,11640,20140811105716
9245,4631,20140811145140
5825,7163,20140817142457
3653,9225,20140811140747
1157,4753,20140811174807
8922,9273,20140811105842
5484,9175,20140811174108
7175,8015,20140811165759
5911,9263,20140811143752
1382,,20140817120417
9703,1175,20140811114059
5877,9116,20140817124741
150,9255,20140811111453
8213,9151,20140817112657
9260,5034,20140817113048
3128,9096,20140811103259
2604,9289,20140817165551
2104,8506,20140817100219
6191,8731,20140811152450
1316,1749,20140817113542
526,10977,20140817145453
381,,20140817143237
787,181,20140811173920
8913,11011,20140817155412
892,5034,20140811175813
3533,7483,20140817173113
4916,899,20140811165633
9524,7318,20140811160045
2856,9303,20140817110211
446,7273,20140817143133
7913,4340,20140811184333
7095,4539,20140811185530
1654,537,20140817112452
5923,3028,20140811164609
9073,6638,20140817143229
3803,9011,20140817193430
4912,5331,20140811171217
7917,8750,20140811172823
5026,3536,20140811185521
8935,1784,20140811115506
8775,,20140817133020
1676,9151,20140811134508
8027,4862,20140811150449
6779,10503,20140811113736
9136,9669,20140811123047
1250,11512,20140811100819
8772,9151,20140817162510
7022,5606,20140811114712
2939,5331,20140817153030
3642,11039,20140817170534
952,10772,20140817161325
6339,7510,20140811112254
737,5175,20140817121132
7575,5311,20140811105547
7193,11574,20140811102155
2025,7786,20140817180840
8539,4829,20140817193143
9175,9057,20140811145317
6122,9116,20140817181947
1303,4962,20140811182201
5316,6472,20140811113925
9820,9163,20140811145408
6546,10720,20140817191934
7608,3864,20140817180331
4407,9151,20140811135315
7254,10503,20140811190748
4856,1019,20140811164608
4681,7722,20140811110105
2449,,20140817182824
8583,7510,20140811171500
6437,9130,20140817155001
1402,9079,20140817114421
3548,4671,20140811122402
7308,10503,20140811105230
198,9170,20140811184033
3152,5303,20140811101509
7412,3536,20140817120023
8446,,20140811110152
830,,20140817124749
4623,5099,20140817162707
1233,9194,20140817190906
7043,7967,20140811183812
1438,9151,20140811135627
5437,9333,20140817192750
2587,10495,20140811160749
2642,9116,20140811101537
3369,,20140811183955
2164,10576,20140811145929
1872,6712,20140811144901
8515,10503,20140811140103
7766,5136,20140811164431
9941,9069,20140811124302
5066,4617,20140811172053
1517,2382,20140817155107
8398,1784,20140811100717
7671,4306,20140811102626
3577,4631,20140811123452
7256,4671,20140811105556
1944,9130,20140811115434
9432,11180,20140811144854
4313,9289,20140811125050
5280,5210,20140811115430
8589,6662,20140817190927
6082,8066,20140817110816
7724,,20140811162634
5421,11402,20140811172930
737,5175,20140817194801
5323,,20140817164538
8474,7102,20140817143115
4518,9524,20140817170048
2011,9657,20140811182816
3546,9110,20140811181856
4537,3074,20140817161848
1812,9042,20140811124101
2728,9149,20140811150019
3020,9228,20140817105457
5005,8860,20140817192952
6559,9151,20140817112822
4527,8842,20140811183657
7792,4401,20140811162153
6371,4837,20140811103852
9042,61,20140817104111
6015,10484,20140817140827
7031,11894,20140811100923
6595,10759,20140811135629
9821,4684,20140811102318
3486,3398,20140811161639
5569,,20140817120315
3936,5331,20140811120213
701,8066,20140817174215
8726,5736,20140817120720
8487,9118,20140817192423
1515,9296,20140817125811
1409,,20140817102606
7930,11545,20140811132048
8182,7196,20140817154713
422,8697,20140811140746
2779,4978,20140811171508
142,8992,20140817145948
2699,6472,20140817104521
6495,6472,20140811172811
5425,10831,20140811125714
4325,,20140811190137
1256,9130,20140811143436
3794,10503,20140811144904
2087,5497,20140811121002
1222,8467,20140811162640
5560,8066,20140811134839
7463,9524,20140811162744
4344,8860,20140811133206
1666,9175,20140817164413
9472,9256,20140817135738
3266,8066,20140811120234
5333,26,20140811103939
2336,3857,20140811140826
6246,4869,20140811143438
2382,,20140817121528
9057,5736,20140811124920
614,10382,20140811193749
4745,9201,20140811174550
9930,9263,20140811181535
3297,1832,20140817103118
9802,974,20140811175633
2990,11640,20140811165420
498,10382,20140817181010
6023,5028,20140817105910
7726,,20140817135403
6520,3826,20140811195217
4589,3452,20140817152902
2841,10482,20140817110944
1392,9889,20140811131410
5915,7155,20140811153545
689,9273,20140811174908
9591,4631,20140817145908
8090,5939,20140811171348
8434,9187,20140811103117
7619,6662,20140811102005
4252,1019,20140811111541
1236,6662,20140817185531
4075,7273,20140817102850
3432,9922,20140817192235
555,4325,20140811104836
4436,553,20140811131013
7687,3776,20140811110913
1070,5331,20140811160216
6873,175,20140811145457
3947,5028,20140811121715
5296,9104,20140817173206
8052,8723,20140811163713
1682,9050,20140811123826
4250,782,20140817163435
7436,9687,20140811180336
6968,4862,20140811101049
4624,7950,20140817155422
1810,8860,20140811101215
9270,10482,20140811112203
8132,5134,20140817124356
9655,9096,20140811165155
1550,1689,20140811155946
2250,4345,20140817101421
5301,8058,20140811102030
4875,9652,20140817172145
3264,7360,20140811184416
864,6270,20140817172042
3833,418,20140811172711
7719,9292,20140811114121
7674,10991,20140811123739
51,9250,20140817123253
1950,9900,20140811112311
531,9152,20140811132043
8270,9652,20140811135425
5595,9328,20140811110400
8525,9116,20140811190724
313,,20140811123141
5761,7770,20140817150825
6720,10490,20140817153823
7865,11640,20140811173825
780,7163,20140811103821
1673,9845,20140817135445
2336,,20140817101632
1172,9652,20140811111506
1515,9127,20140811102443
1291,7984,20140811112631
8530,3864,20140811161522
5066,6570,20140811192714
2354,3074,20140811133035
2322,,20140817145538
9237,4306,20140811135741
2912,2114,20140811151615
1256,9130,20140811110547
343,,20140811133147
2178,8870,20140811111841
1008,4962,20140817113623
9933,18,20140817103201
8032,9096,20140811141322
6047,3790,20140811105444
7998,9267,20140817104156
5068,3180,20140811182052
8343,5295,20140811101853
6381,6270,20140811142431
1883,3109,20140817151919
9051,4393,20140817114933
6431,6662,20140817122957
3348,9900,20140811131936
8660,3339,20140817104939
4757,11574,20140811101139
3972,9175,20140811124831
4332,,20140817180650
2711,7163,20140811104940
3330,9060,20140811105940
3968,9151,20140811163401
9944,5152,20140817115723
2714,7932,20140811133533
4321,1019,20140811154431
1195,,20140817122234
1150,9143,20140817100143
8681,3329,20140817155951
5572,3074,20140811134737
3894,9151,20140817185708
2437,10494,20140811101624
7124,3171,20140811171539
1424,9152,20140811111311
4474,5606,20140811102511
575,,20140817142338
2014,9467,20140811145558
7000,533,20140817165250
5742,175,20140817191457
6192,,20140811121325
657,9151,20140817173825
5256,7244,20140817135348
2253,5295,20140811103631
9572,9258,20140817130638
5246,10782,20140817125231
5245,9328,20140817170422
9868,26,20140811171650
4621,4306,20140817114352
4753,11849,20140817163138
9467,9011,20140817163034
6906,8066,20140811101612
3618,9104,20140811133103
6406,9450,20140811144018
7304,4916,20140811101017
5209,5039,20140811111911
3555,6566,20140811185455
754,9059,20140811104336
8707,10484,20140817185258
9513,5331,20140817183032
5574,9104,20140817110447
1375,3763,20140817145929
1177,9695,20140811110709
1049,9723,20140817123942
4477,,20140817150746
8593,9604,20140817143643
4674,10490,20140817133025
7689,8034,20140817111038
5030,6472,20140817173634
6419,7984,20140817160732
4250,974,20140817110429
2229,10503,20140811144728
8366,9116,20140817162653
7637,4829,20140817175817
5834,7163,20140811175156
2482,7231,20140811152758
3046,4895,20140811102414
8934,9151,20140811115950
326,4937,20140811102111
1077,11850,20140817181730
3801,553,20140817121532
4861,5028,20140811100350
5375,9175,20140811112125
5660,4306,20140817124915
1964,5502,20140817170717
6820,,20140817174226
415,5099,20140811125036
3032,8697,20140811163434
4976,9671,20140811155219
5080,9116,20140811113241
6848,11233,20140811193836
3718,9057,20140811160351
7600,4206,20140817171628
4085,10977,20140817160047
1681,9296,20140811111831
5694,11282,20140817142729
599,8015,20140817111405
8309,9241,20140811154636
8765,3341,20140811173252
1853,9889,20140811121826
797,9277,20140817122358
291,549,20140811142841
5779,7244,20140811133739
699,3536,20140817121648
8671,6570,20140817161650
4644,4937,20140811191602
2141,10554,20140817193702
7547,9723,20140817120116
3613,18,20140817135632
2019,3536,20140817100603
5938,4631,20140811153511
4718,10494,20140817175952
4683,7092,20140817174552
2479,6270,20140811103858
316,9164,20140817174842
413,4631,20140817102358
8863,9025,20140811182925
969,11894,20140811165210
7195,10491,20140817111117
7596,7310,20140817152450
3628,9149,20140811142903
6759,4404,20140811133631
5184,18,20140817120401
7882,3773,20140811111707
8732,4947,20140811111353
5063,4862,20140811123531
7097,4966,20140811183141
6307,5034,20140817143647
6466,7310,20140811112554
8604,10382,20140817183334
9855,8870,20140817115513
7704,10408,20140811150832
8893,7273,20140817190358
9130,18,20140817123631
2755,8822,20140811140121
8171,10874,20140811173157
6184,11640,20140811123941
6368,3028,20140811150935
8890,4637,20140817161451
3165,10494,20140817135517
782,7913,20140811185753
1685,3536,20140811120757
5997,7356,20140817151051
6985,7360,20140817124608
3156,5210,20140811173917
7842,10503,20140811145731
3673,6270,20140811112906
3554,6738,20140811164035
5627,11640,20140811193627
9819,7330,20140811110252
4395,,20140817172857
2472,3790,20140817142803
6125,549,20140811134050
1159,9312,20140811121145
1181,924,20140811181553
5167,553,20140817174240
5254,5120,20140811170959
7296,11512,20140811105714
1116,26,20140811183356
3761,6564,20140817195511
2382,4909,20140811111642
3775,9147,20140811114339
6275,4671,20140817164423
1902,7360,20140811174739
3903,8506,20140817190421
7851,8467,20140811142309
4709,7928,20140817112403
6014,5331,20140811145643
2256,6662,20140817111929
1700,6472,20140811181216
9082,5870,20140817173756
3698,6270,20140811115620
5078,9170,20140817101944
834,1845,20140817155622
3594,11322,20140811121135
4921,10503,20140811181735
7207,9225,20140811174051
8093,7330,20140817130240
1072,4306,20140817180640
2752,9256,20140811162153
2141,10576,20140817164759
5594,9225,20140817181138
4720,11327,20140817105640
5943,4671,20140817174829
664,9020,20140817110643
4603,10595,20140811160609
7616,9096,20140817174402
9874,10782,20140817152747
8789,8066,20140811111458
7413,9872,20140817113432
1056,4862,20140817142329
8075,9219,20140817185801
6108,8870,20140811102054
1512,7231,20140817125203
2412,5296,20140811160350
8081,9090,20140817105628
6344,3204,20140811155637
6926,,20140817165225
7924,7350,20140811115832
6236,9647,20140811125837
3735,,20140817111330
2228,9657,20140811124749
5480,5306,20140811114231
1875,7350,20140817153258
4047,782,20140817114653
7113,5517,20140817173642
9840,5034,20140817131314
2353,8015,20140811174228
7581,9312,20140817115844
9016,9170,20140811192222
2733,9110,20140817103333
1950,9900,20140811171257
6864,1942,20140811130659
3601,8034,20140811101648
8971,3858,20140811174010
5314,9652,20140817110825
8932,9147,20140811115333
6849,9333,20140811190844
9913,3864,20140811100655
8747,4631,20140811113031
5007,8982,20140811193548
4786,,20140811174230
695,7950,20140811145720
1967,4937,20140811123155
6016,10648,20140811180013
1349,9915,20140811102438
6011,,20140811182939
434,9057,20140811171957
1406,5194,20140817102234
9621,4753,20140817190358
5254,5120,20140811144848
7398,4883,20140811125315
1877,11812,20140817140003
5102,5669,20140811190644
7700,5653,20140817151736
9687,,20140817173405
6268,6270,20140817183756
649,9151,20140811181618
136,3791,20140817170351
9444,6570,20140811114544
5795,9011,20140811111654
6301,6225,20140817101940
8515,10503,20140817150205
3957,10494,20140817163536
7014,10494,20140811182439
1591,5311,20140817142317
9725,11402,20140817140225
553,520,20140811122331
9122,3180,20140817160326
550,9280,20140811101405
14,10774,20140811144946
7360,9151,20140817185749
8550,7273,20140811122350
1690,9669,20140817180229
4490,5152,20140811112959
538,9011,20140817134812
9880,3536,20140811153131
1923,9175,20140811140512
7569,9922,20140817115012
6242,4940,20140811172403
5691,9303,20140811121016
3328,7971,20140817181552
9930,9096,20140817120021
8628,8860,20140811155510
4079,9096,20140811165649
1282,,20140817164130
6965,11574,20140811160815
2527,8860,20140817132817
3091,974,20140817183139
2789,8886,20140817135855
5072,6176,20140811153241
8576,3864,20140817135418
5840,9596,20140811111915
422,,20140817120340
1822,11217,20140817132022
6761,11902,20140817165932
4645,10610,20140811101622
8343,10772,20140817180635
1672,9303,20140817122001
2661,9219,20140811130248
2351,7483,20140811132240
5535,7318,20140811154718
6458,6566,20140811174030
4553,3836,20140817104226
1545,8842,20140817184604
1464,4539,20140811152353
1837,9496,20140811115354
1167,4449,20140817174602
7558,9858,20140817150051
3108,9118,20140811103651
3402,4962,20140811140417
3407,3412,20140811151046
7714,7483,20140811164608
3820,9151,20140817183646
512,11825,20140817181419
92,9093,20140811113013
9420,9328,20140811190131
8334,380,20140811111007
336,9542,20140817184046
2811,,20140817170416
7577,5714,20140817172326
2049,10943,20140817145050
512,11825,20140817130519
6126,1910,20140811133123
8423,8026,20140817151242
2336,,20140811165102
4030,9900,20140817161818
3817,9096,20140817121248
3308,3776,20140817151045
2644,8066,20140811134344
3501,10501,20140811120918
2154,3452,20140817170638
7654,3856,20140817101949
7460,9219,20140817191920
7329,5560,20140811112216
1241,889,20140811150424
733,9219,20140817105200
7591,3452,20140817103353
1820,181,20140817105950
3215,9026,20140817192728
6230,7967,20140817143700
6613,6570,20140811181245
4606,8066,20140817152524
6387,11011,20140817181030
4767,520,20140817152358
6843,9318,20140811113222
5918,9130,20140817180323
9293,8972,20140811115053
5531,,20140811175757
8637,9147,20140811152939
1618,11770,20140811163704
855,11050,20140811102132
9789,1668,20140811172550
3606,11902,20140817192711
512,,20140811193701
3404,1019,20140817110712
1928,4,20140817180700
1516,8860,20140811182005
6911,7356,20140811121814
2958,6472,20140811114055
853,66,20140811124732
2301,11574,20140817114124
5037,10490,20140817150315
9670,,20140817174408
3067,10759,20140811165501
1020,10494,20140811111556
4822,3180,20140811100155
9156,4631,20140811132942
2242,8709,20140817154845
9308,3864,20140811165630
2492,26,20140811115137
3470,262,20140811173352
5572,4347,20140811141844
6810,8775,20140811170732
3852,26,20140817153434
7345,380,20140817140853
8111,6054,20140817171105
164,9900,20140811142521
5161,549,20140817103813
608,4214,20140817120457
702,782,20140817151859
5561,4404,20140811114443
769,6472,20140811111836
1385,11362,20140811114530
6826,9194,20140811102102
2152,10503,20140811154625
443,2114,20140817154858
7276,9060,20140811165646
8277,5038,20140811164330
6082,8860,20140817175121
8390,9047,20140817175001
1053,10382,20140817191204
4286,9900,20140817105811
4074,8825,20140811175105
967,9467,20140811110924
9001,3763,20140811111000
1194,3864,20140817151111
8352,4883,20140811115338
2698,4306,20140811165441
3147,3127,20140817134854
7239,10490,20140811110306
6529,5039,20140817144120
1367,661,20140811104501
9367,9303,20140811172923
8205,,20140811175417
5640,7231,20140811183102
3460,1217,20140817143404
1356,4883,20140817121738
303,520,20140811143400
9845,6570,20140811165049
243,4539,20140811111857
2334,3864,20140811135131
4721,4837,20140811143833
4014,9174,20140817130506
6942,10482,20140811134128
6035,9450,20140811161747
68,5331,20140811114633
4161,9685,20140817175629
3671,,20140817150837
674,3452,20140811101321
4681,,20140817172033
2247,9219,20140817132157
4698,2382,20140811174315
4589,3405,20140817181230
4466,9652,20140811120854
2246,8842,20140817111856
9400,4416,20140811102319
8715,4925,20140811103623
3574,9256,20140811135447
4491,10503,20140811194557
6186,3416,20140817185710
394,10459,20140817195531
9627,915,20140817123045
4117,4962,20140811150330
5583,5210,20140817145413
6889,9222,20140817184710
5997,5120,20140817180333
6124,7068,20140817121348
9410,7310,20140817162730
5279,4996,20140811101321
2430,8860,20140811142725
6275,10977,20140811182646
8771,,20140811143728
4061,9147,20140817114810
4972,4684,20140811190403
9554,7483,20140817110647
434,,20140811141511
4405,9702,20140811164520
5301,978,20140817133709
3688,9151,20140817121139
1431,9096,20140811104600
3220,9435,20140817170225
8993,,20140811165522
1957,8860,20140817180732
37,974,20140817152211
9079,664,20140811121245
4044,9241,20140811155310
1782,9849,20140811104058
239,5517,20140817182538
795,4966,20140811101224
5055,10441,20140811171530
9198,4883,20140811101749
3295,8979,20140811114452
4142,9303,20140811162720
3492,9596,20140817171341
8304,9219,20140817165705
9144,11894,20140811185428
2811,9467,20140811142747
4754,4962,20140817134134
2039,4937,20140817144120
4267,7896,20140817120719
6376,9687,20140811191413
5970,,20140811132017
3274,7996,20140817120928
5516,3724,20140811131627
5285,9023,20140811150003
5827,6580,20140817164822
3076,9194,20140817115241
377,5736,20140811111325
4316,1832,20140811124401
6437,1739,20140817182118
7093,3827,20140817132810
2401,181,20140817150849
7615,9170,20140817100412
5847,1744,20140811144301
3557,9845,20140817164955
6949,,20140817143553
7638,10482,20140811175027
2624,9096,20140817163721
9286,10534,20140811133629
8245,3864,20140811125738
5591,9952,20140817160153
1351,3028,20140817100109
4599,10648,20140817171443
1336,10677,20140811105612
2320,9325,20140817153125
8473,4607,20140811114644
6316,8840,20140811163539
5249,9901,20140817192712
2560,9127,20140811175536
8684,6210,20140817145431
9834,11021,20140817143547
661,9151,20140817175624
5145,9121,20140811120638
5580,9872,20140817101256
5294,5497,20140817141403
6076,7315,20140817155909
4128,3266,20140811131515
7838,26,20140817125733
1637,1749,20140811161127
203,10488,20140811130447
4773,8463,20140817174921
169,5257,20140811125608
7181,5733,20140811140433
5707,9127,20140811174452
2104,8506,20140817192859
3234,9326,20140811100821
321,9657,20140811142302
4308,7587,20140811133133
665,7951,20140811114300
5384,9299,20140817153021
3570,11251,20140811195641
3912,6225,20140817165125
7749,3416,20140817113713
9452,3028,20140811115250
3013,7360,20140817103856
5304,3127,20140817174945
3576,,20140817122155
8917,7182,20140817150619
9054,9047,20140811162050
3371,1051,20140811140727
9346,5331,20140811102445
4645,10610,20140817171520
3216,4206,20140817103116
1723,3771,20140811120451
7106,4851,20140817173028
5645,3,20140817191429
6556,8734,20140811143804
4605,9524,20140817162938
3212,5034,20140817115752
8518,664,20140811110308
2162,5152,20140817104020
772,429,20140817103453
6956,11518,20140817122923
9431,4966,20140811105156
9354,8872,20140811181334
6962,7967,20140811174828
9864,9225,20140811105131
4573,3074,20140817135300
5212,10610,20140817140300
3229,3109,20140811175127
7499,9151,20140811154458
634,3836,20140817184054
6095,4826,20140811154626
7607,4851,20140817162252
3688,3775,20140811190356
5039,26,20140817110552
1813,9687,20140817111615
6011,,20140811163648
1591,9299,20140817102146
1596,9170,20140811114803
4430,9170,20140811113923
2313,,20140811151433
8594,549,20140811185541
6212,11895,20140817105345
8342,1689,20140811111953
1911,9298,20140817141336
7960,,20140811164816
4332,,20140811155853
7867,7163,20140817141306
3388,9241,20140811155712
4907,9652,20140811141120
5267,9060,20140811120531
7848,3416,20140817171329
4635,8794,20140811143945
8092,9127,20140811144355
9487,553,20140817115950
879,6472,20140817144653
851,7155,20140817191921
2995,7196,20140817161408
5652,9047,20140811192321
898,6468,20140811110157
200,10490,20140811100355
956,9174,20140817160012
8205,8467,20140811133301
5699,3826,20140811155437
7886,9553,20140811110911
2509,26,20140817121155
7412,3536,20140811141419
8387,11437,20140817123223
8890,4617,20140817180256
9594,978,20140817184913
1186,9470,20140817111707
4731,3028,20140811133935
7954,3109,20140811110446
3944,5028,20140817103439
797,9318,20140811120139
293,7996,20140811193227
1510,11011,20140811145507
1467,10490,20140811133932
9935,,20140817165311
3821,5028,20140817153354
9018,10939,20140811160517
5068,3180,20140811104100
6174,,20140811142855
6095,4826,20140817115827
6594,520,20140817105015
5917,3232,20140811134313
9522,524,20140811110350
5707,4837,20140817164705
658,3180,20140817171639
3384,7483,20140811100703
7135,4325,20140811151823
5601,7289,20140811140142
898,6468,20140817112910
4056,10862,20140817110834
3833,9845,20140817144220
8093,7330,20140817125603
3876,,20140817115022
3987,10595,20140811113011
8212,3864,20140811165308
9687,,20140811165750
4547,9292,20140817154737
9756,9652,20140811165436
9572,3802,20140811115010
2620,9588,20140811104206
3424,9,20140811160644
3864,11640,20140811100058
9678,8842,20140817153803
7133,7483,20140811100507
7611,9164,20140811135839
5522,11574,20140817190554
1138,655,20140811131839
6724,10939,20140817105708
