USERID,SHOPID,ARRIVAL_TIME
6411,3771,20140817151813
7921,,20140811122838
5303,,20140811153151
2922,3846,20140811143609
3655,,20140817120255
8593,9604,20140817143643
4112,,20140811161638
4309,11512,20140811141540
7054,8015,20140811112530
9361,,20140811152527
8704,5331,20140811163326
230,2155,20140817172618
9272,648,20140817180917
4995,9235,20140817111036
264,10595,20140817164235
932,,20140817111651
2096,,20140811133608
7525,,20140811161205
3375,9065,20140811191204
3457,8860,20140817103830
609,4833,20140811121100
2282,664,20140817132141
6176,7996,20140817142550
9000,,20140811191043
6428,5742,20140811130633
5249,9901,20140817192712
7094,8000,20140811115951
1951,9175,20140817190259
2223,,20140817113543
6284,7318,20140811121328
4024,5714,20140817111517
4539,,20140811114612
4286,3536,20140817105811
443,2176,20140817154858
1720,4925,20140811163704
6687,1996,20140811104611
1114,664,20140811133941
3480,,20140811134706
6145,,20140817170431
4332,9280,20140811104245
6928,,20140817101426
7340,11894,20140817172010
1402,3836,20140811163902
5987,9149,20140811131750
7842,,20140817174121
5867,6472,20140817184120
8098,8775,20140817165700
656,,20140811164605
2738,8066,20140811113414
8805,,20140811133051
2301,11725,20140811170322
281,,20140811161307
7419,,20140811101319
6531,9110,20140817111950
5586,8986,20140811172835
1715,10503,20140811163544
1186,,20140817185826
4012,,20140817144949
6528,4996,20140811145030
1950,9924,20140811112311
7333,9194,20140811122952
2451,3110,20140811111329
9710,8731,20140811174843
6571,,20140817181812
3598,,20140811111106
2442,1948,20140811133444
5634,9233,20140811102133
6406,,20140817162339
3528,7974,20140811183617
5842,,20140817140131
4318,9222,20140817121711
3220,,20140817170225
1216,,20140811125307
842,6140,20140811171214
9824,9146,20140817143131
7413,,20140817113432
977,8066,20140811145623
5262,7155,20140811111758
512,11825,20140811145825
8398,9235,20140811120549
1355,,20140811171306
9566,6472,20140817175809
2774,8066,20140817161321
2248,7304,20140811170330
2025,,20140817173637
8019,10657,20140811152320
6356,3024,20140811182630
8582,,20140817143900
5254,,20140811144848
680,9164,20140811154109
4745,,20140811123133
6065,3295,20140817140029
455,,20140817150652
4012,,20140817163729
8609,,20140811165642
7602,9900,20140817135959
3213,9241,20140817111349
9194,9090,20140811113513
7581,9057,20140817153717
510,7418,20140817120629
8157,,20140817134727
715,,20140817100801
4235,7996,20140811124140
6860,9151,20140811100006
6576,7350,20140811183703
3310,,20140811184610
8162,,20140811150727
3293,9139,20140817145201
5581,,20140817105253
1418,4671,20140817191403
8856,9151,20140811112051
6426,,20140817125621
9466,10490,20140811172302
526,,20140817145453
4135,,20140811192519
578,,20140817180202
5587,9067,20140811124726
7514,,20140811164248
8791,10494,20140811163935
8532,3755,20140811121533
2238,5714,20140811104404
3557,9845,20140811125556
690,,20140811180350
937,7310,20140811145238
5879,9573,20140811122455
440,5175,20140817133553
3455,4947,20140811132729
1738,5175,20140817175121
1186,,20140817111707
2052,7946,20140811135208
3984,6270,20140811175537
2956,,20140817121737
4430,4872,20140811113923
4599,,20140817135657
6898,4631,20140817161203
3489,8829,20140811104846
4306,,20140817185345
8349,10490,20140817182529
1912,11011,20140811144950
6409,,20140811161530
4894,,20140811140821
9511,,20140811110542
2397,4353,20140811112952
2019,3427,20140817191217
790,10510,20140817132123
3401,8004,20140811151652
5528,,20140811112734
6184,,20140811123941
4089,9114,20140811132335
147,,20140817150735
2990,6157,20140811104258
7048,11217,20140817174115
3823,10503,20140811183331
1651,3856,20140811111910
823,,20140811123105
1095,8015,20140817162007
5188,3323,20140811113931
1331,9130,20140811182716
5600,5034,20140811175814
1208,3808,20140817173655
5782,4627,20140811152905
9064,5208,20140817175047
3194,1845,20140811104250
7884,,20140811175416
2991,,20140811181920
4251,556,20140817105930
6259,,20140811131349
9433,7315,20140817180636
8081,,20140817105628
5230,9824,20140817124700
7792,,20140811122506
3502,,20140811173820
6896,8697,20140811184903
5594,3883,20140817155522
900,,20140811173838
8565,4851,20140817151449
7126,,20140811165819
6387,,20140817181030
235,,20140811175713
250,9165,20140811161523
4331,553,20140811114753
3268,5939,20140817112519
9371,8992,20140811183917
7881,4975,20140817130119
8492,,20140817110820
4832,10694,20140811143517
8257,9096,20140811140648
8234,8860,20140817155810
9627,,20140817183314
6646,10886,20140811163409
6876,,20140817165921
3731,9599,20140817105603
6525,7310,20140817174650
2964,,20140811195411
9929,,20140811122743
3314,1980,20140811170614
1432,,20140811193115
7728,,20140817195438
4314,7786,20140817145505
6926,10680,20140817174842
3304,5028,20140817114638
9274,9116,20140817115559
7047,8000,20140811192238
5847,9604,20140811144301
1820,6662,20140817105950
3351,2001,20140817101217
4320,8860,20140811100141
8519,4947,20140817102334
2834,,20140811161327
814,,20140811115151
4729,,20140811141642
8056,8972,20140811145305
9941,,20140811124302
5531,6447,20140817125254
3403,553,20140811183047
9865,6270,20140811165400
3984,6270,20140811115606
9738,6296,20140817152047
4700,,20140817122435
3560,,20140817130443
1741,9824,20140811124612
3070,6400,20140811163823
3592,3771,20140811131933
6824,,20140811191246
1304,8467,20140811183606
2465,5210,20140817151656
8771,4937,20140811101628
1250,11572,20140811100819
5480,5306,20140811114231
7179,7510,20140811185234
9457,3836,20140817150044
8305,4978,20140811133054
3386,3763,20140811155422
4915,10772,20140817140000
842,6140,20140817150556
3636,3864,20140817114249
342,9855,20140817111059
8254,9059,20140811131134
4641,3847,20140811152808
60,,20140811132213
7747,9515,20140811121949
6923,,20140811180400
8442,8986,20140811153032
2527,,20140817132817
9748,,20140817192606
6953,9149,20140811141428
8246,7231,20140811101234
6393,,20140811135757
5505,9966,20140811171151
797,,20140817104700
2468,,20140817140230
9012,181,20140811180836
4490,,20140811112959
5125,7913,20140811111930
7533,549,20140817114509
8887,,20140811110419
6449,4922,20140811124747
1672,,20140817122001
2407,5406,20140817105617
9596,3147,20140817194100
7889,,20140817102505
7806,,20140811191057
908,,20140811110303
1351,,20140811125453
422,8697,20140811140746
1344,,20140811184303
2141,,20140817193702
3424,9330,20140811160644
640,5311,20140811175140
1631,,20140811111449
6484,4347,20140811135901
9417,33,20140817153811
1220,6400,20140811175858
313,,20140811112310
5423,7942,20140811161646
3691,11249,20140811150926
484,,20140817130218
2104,1101,20140817192859
8446,,20140811105322
455,,20140811125354
4003,,20140817183350
982,4631,20140811170952
3572,4904,20140811181952
8354,,20140817132243
9359,4823,20140811161645
5068,3180,20140811171032
5906,9652,20140817142654
6908,5295,20140811114101
7531,1019,20140817155446
5830,549,20140817144908
4890,9599,20140817160523
5317,3761,20140811163047
5344,,20140817192334
322,7736,20140811111832
6940,889,20140811110734
6885,7318,20140811104059
5226,6028,20140811182137
2735,,20140811175653
107,7365,20140811141123
780,7163,20140811103821
9161,9687,20140817142149
2764,,20140817112200
8895,10653,20140817142740
8934,664,20140811100723
9410,7310,20140817162730
2528,10541,20140811164133
8343,10679,20140811101853
8051,,20140817110324
661,,20140811123913
1265,4861,20140817102314
8890,,20140817180256
9704,3536,20140811161355
5567,3787,20140811131019
8846,9135,20140817111703
7577,,20140811142213
1908,915,20140817181910
8278,9215,20140817124248
3371,2162,20140811140727
2386,6431,20140811153112
8991,10490,20140811131522
60,,20140817172555
8594,9310,20140811185541
5532,,20140811145412
1923,9175,20140811140512
6426,,20140817142009
9002,10680,20140811100134
873,9165,20140817103304
3720,,20140817135113
6332,4921,20140811151418
2649,9290,20140817120114
7279,9889,20140811185450
1999,,20140817100058
3594,,20140811121135
722,5739,20140817155327
842,6140,20140817133617
6215,7996,20140811105807
2269,,20140817165545
3787,,20140817105533
4117,,20140811150330
197,515,20140811122418
3662,10935,20140811174719
3657,6548,20140811182641
1545,740,20140811144258
3473,,20140811103258
8525,9258,20140811190724
1561,11640,20140811125803
417,6270,20140811122519
362,4823,20140811124447
5503,4861,20140811114840
7208,,20140811110831
5293,4861,20140811165559
2253,,20140811103631
9938,28,20140811105104
3839,,20140811112254
3155,,20140811175203
7415,8723,20140817161324
9484,,20140817173024
9162,1908,20140811171437
5833,549,20140817170903
5891,3775,20140811180511
1283,11850,20140811183439
4829,11669,20140817163948
4516,7955,20140811135352
1283,11850,20140811175335
9114,11640,20140817111130
9334,8723,20140811155836
5778,6570,20140817111621
7436,9687,20140811180336
2114,7348,20140811110808
8339,3851,20140811125945
8247,8066,20140811105249
4557,9119,20140811154735
3912,6225,20140817134935
6610,11189,20140811140136
1391,3536,20140811101431
9513,10782,20140817183032
8280,10408,20140817144704
9752,,20140811191118
879,,20140817144653
3407,,20140811151046
9253,11035,20140811145346
2992,11640,20140811114412
8264,11189,20140811104545
1747,,20140817191154
8789,1019,20140811162104
9452,,20140811115250
3253,11301,20140811121430
8865,4627,20140811195648
5531,6447,20140817181814
4995,9235,20140817144835
5134,,20140817154815
3123,8697,20140817161612
6126,,20140811133123
824,,20140817141108
3439,3452,20140817160443
5078,5034,20140811183157
1256,9130,20140811143436
9604,,20140817114000
7534,7984,20140811143810
7742,,20140817145632
3957,,20140817144941
5977,,20140817160826
5007,5034,20140811193548
7882,3773,20140811111707
812,9901,20140817170325
136,3791,20140817170351
3244,6566,20140811110247
1167,,20140817154349
8439,,20140817173504
2576,,20140811164700
8370,181,20140811144926
1310,5742,20140811135214
6081,6312,20140817175537
4052,7315,20140817152935
6495,6270,20140811141154
4332,9280,20140817160633
1822,,20140817132022
1358,,20140817172547
9859,3791,20140811173851
5234,,20140817134424
3533,7483,20140817173113
5866,,20140811140404
9298,7273,20140811144836
6020,3775,20140811175635
6715,,20140811144951
9286,10510,20140811133629
1324,,20140817172743
7431,3836,20140817194530
3253,11301,20140811172923
3876,7315,20140811111517
9136,,20140811123047
65,3536,20140817132855
1514,5736,20140817172106
5516,3724,20140817192817
4748,11931,20140811103036
2069,7973,20140817174631
6011,8066,20140811163648
6677,,20140817103427
4819,,20140817102325
4254,8697,20140811160513
3304,5028,20140811120951
6174,9170,20140817101459
661,9151,20140817135522
9748,,20140817121819
2209,9093,20140811114220
8995,9333,20140817114509
7999,,20140811142240
8213,664,20140817112657
6522,7310,20140817190726
620,7966,20140811174548
8641,9165,20140817185632
5591,,20140817160153
9053,7483,20140817100352
5033,3025,20140811115728
7095,,20140811185530
320,,20140817144447
5066,,20140811172053
4513,9198,20140811110853
4933,11849,20140811171620
2828,,20140811164139
9815,3234,20140811123135
5531,6447,20140811120138
3436,,20140811192441
9797,9170,20140817120146
9220,9116,20140811134308
6022,3536,20140817160722
1647,7980,20140811151815
8765,,20140811185337
2011,,20140811172410
8398,,20140811100717
1998,,20140817140137
6365,,20140811131443
8557,520,20140811141632
8292,,20140817151819
6034,3776,20140817103548
1545,740,20140817164934
9190,,20140817163900
4405,9702,20140811164520
1866,5042,20140811150300
4711,9702,20140817185127
8344,7163,20140811111115
2672,3730,20140817174655
4597,9900,20140811144644
8938,,20140811104952
5421,,20140811172930
9425,4848,20140817190132
6978,,20140811124102
3642,,20140811115542
7833,,20140817132917
1870,664,20140817170630
7692,5034,20140811164955
2603,,20140811143129
1715,10503,20140817163914
3782,,20140817105154
3810,3836,20140817155621
5877,9116,20140817124741
7031,,20140811100923
2991,,20140811175438
3343,3164,20140811185845
4840,,20140811112601
5055,10441,20140811171530
5970,6400,20140811115726
7847,,20140811133449
6080,1051,20140811114208
20,7898,20140811131327
5045,,20140811124025
8323,11849,20140811104037
6985,,20140817124608
1459,11535,20140811103848
9295,5142,20140811151004
6900,4345,20140811103641
456,5175,20140811170853
9517,,20140817153316
7725,,20140817100807
9467,3745,20140817163034
4343,8860,20140811123824
7696,,20140817164455
5780,,20140811140255
1883,3109,20140817100225
209,,20140817165427
6086,12,20140811102229
9710,8731,20140811184429
7727,9946,20140817162442
5756,3864,20140817172220
4030,9900,20140817161818
7043,7363,20140817180040
7607,9222,20140817162252
3864,6270,20140811100058
6566,,20140811161341
4463,9467,20140817155959
2360,,20140811120620
9755,9915,20140811114159
8536,8697,20140817130451
4722,,20140817152554
2386,6431,20140817185411
6579,7302,20140817105114
8497,11640,20140811191701
2199,,20140817172919
7291,4631,20140811104037
313,,20140811163016
7534,7984,20140811172231
7131,,20140811144321
545,6210,20140811112201
8911,11347,20140817171546
1424,556,20140811111311
4725,9175,20140817150011
5970,6400,20140817100338
6313,3028,20140811113120
4385,535,20140817155622
2631,9318,20140811181126
3302,,20140811113806
4994,5654,20140811182106
7380,,20140817141059
307,,20140811173038
8843,10610,20140817155829
8635,,20140811115258
8517,1268,20140811100751
2364,9147,20140817145651
4872,4753,20140817180942
1902,7360,20140811174739
8406,9832,20140811181147
7002,,20140811194501
1913,4978,20140811131908
3603,33,20140817161655
9255,4753,20140817183930
7276,7315,20140817190034
5510,533,20140811131957
4210,4940,20140811171643
1637,,20140817184435
1514,5736,20140811103845
2747,10494,20140811110104
4040,,20140817121128
7260,,20140817124920
5974,9872,20140817163003
6004,8860,20140811102717
5304,,20140811102030
2014,9467,20140817115003
9916,,20140811150129
182,10484,20140817171203
2730,11402,20140811105509
3886,,20140817100950
8081,1930,20140811172833
7992,11850,20140817132715
5980,6569,20140811122300
42,7068,20140811163756
9397,3536,20140817170428
5915,7155,20140811153545
5481,9332,20140817140211
4674,4972,20140811101917
8458,,20140811154723
6524,4877,20140811103442
7767,3781,20140817180325
5142,,20140811111250
7192,7510,20140811105946
1020,,20140811111556
6771,,20140811193052
5234,,20140811102840
1477,,20140811110814
46,1667,20140817185555
5531,6447,20140811175757
9934,,20140811120530
9192,,20140817191505
6718,6206,20140811172446
4473,5736,20140811173515
6759,,20140811133631
4605,9524,20140817171121
3574,4940,20140811135447
7838,,20140817125733
4624,4895,20140817155422
338,,20140811115251
1667,7310,20140811144413
5183,9151,20140817151416
3787,,20140811110625
963,9020,20140811185023
8252,,20140811190125
7195,10491,20140811105712
9867,7524,20140817171058
9795,,20140817135809
9125,7182,20140811121902
7318,,20140811120955
2830,4904,20140817103104
6053,549,20140817134247
8132,,20140817124356
1515,4440,20140811102443
7694,4340,20140811182420
797,,20140817122358
3698,6270,20140811115620
5907,,20140817125600
4644,5034,20140811191602
5603,,20140811183147
1869,3727,20140811114628
1409,11606,20140817102606
8673,,20140817114739
5588,,20140817101259
4182,9271,20140811182744
8607,9329,20140817113931
3608,4409,20140817161909
8848,3427,20140811143657
2835,4943,20140811111611
5063,10499,20140811123531
1407,7155,20140811105354
6621,,20140817134058
1640,,20140811113631
5637,3826,20140811151906
8712,6005,20140811170650
1098,,20140817154700
256,,20140811102710
5583,5175,20140817152757
575,,20140817142338
4912,5331,20140811171217
2730,,20140811192401
7317,,20140811145842
7616,4833,20140817181251
163,10560,20140811174924
6399,,20140811134810
2015,,20140817165420
3147,,20140817110512
1232,,20140811124017
9689,,20140811105326
1978,,20140811172944
6280,11770,20140811152247
8583,11640,20140817125546
4936,9187,20140817111255
9283,7946,20140811165139
6588,7315,20140811141732
4136,4972,20140811141010
126,,20140811185830
7333,9194,20140811102803
8745,10918,20140811115023
3778,9900,20140817191057
6947,,20140817100015
2662,9467,20140811115811
7164,7969,20140811130617
7163,,20140817142344
6677,,20140811100514
3156,5210,20140811173917
2903,533,20140811105104
